 	il	ladro	poteva	entrare	da	qui	</S>
a39	3.784805e-07	5.9710387e-06	0.0009940695	0.001183299	0.2916795	0.69811285	0.008023862
a46	0.0007102808	0.0016988727	0.007849644	0.0012618095	0.0057633435	0.9777485	0.0049674837
a31	0.00043162995	0.0010114581	0.0053259553	0.00099625	0.0066325613	0.9806779	0.004924137
a35	3.2040048e-10	2.312042e-09	4.3611323e-07	4.9705077e-06	0.011059487	0.98864645	0.00028867653
a31	0.00026442105	0.00042091776	0.0014405027	0.0002364845	0.0014355861	0.9795671	0.016634965
a20	1.0355036e-10	6.1155314e-10	1.581089e-07	2.6422979e-06	0.009300828	0.99043673	0.00025968067
a31	0.0001310298	0.00018892401	0.00066351466	0.00011337413	0.00083577714	0.9694261	0.028641345
a39	8.763077e-11	4.5342416e-10	1.2778341e-07	2.3069808e-06	0.0081203375	0.99160635	0.00027085916
a3	2.3956483e-05	3.0232553e-05	0.00011733227	2.1534664e-05	0.0003806514	0.95503074	0.044395544
a31	2.79536e-06	4.2522847e-06	3.2371943e-05	9.217314e-06	0.00040980554	0.9658729	0.03366865
a7	1.4410828e-09	5.8956453e-09	1.0515307e-06	8.806593e-06	0.006775016	0.99264854	0.0005665363
a10	1.0725693e-05	1.3573217e-05	6.753674e-05	1.2699486e-05	0.0003330326	0.8880358	0.11152666
a31	3.3587864e-06	4.9963273e-06	3.595867e-05	8.376519e-06	0.0003158297	0.8954976	0.10413383
a11	5.410263e-09	2.0112187e-08	3.7209718e-06	1.9756118e-05	0.0067132926	0.9919409	0.0013223657
a18	2.6203877e-06	2.7740043e-06	1.697342e-05	3.9281867e-06	0.00029227464	0.83231497	0.16736643
a28	2.272676e-06	2.0444752e-06	9.499921e-06	2.16624e-06	0.00015297672	0.6333478	0.36648324
a31	3.4146944e-06	3.69319e-06	1.943853e-05	5.281806e-06	0.0003196976	0.737495	0.26215354
a11	1.7491777e-07	6.471258e-07	7.6489814e-05	9.406973e-05	0.0071790805	0.98605114	0.0065984484
a13	7.154471e-07	7.3875714e-07	6.2257755e-06	3.3198814e-06	0.0004438859	0.6671265	0.33241862
a31	4.095524e-07	5.4657863e-07	6.147779e-06	4.7262333e-06	0.000607252	0.72393346	0.27544743
a20	4.966811e-07	1.5470102e-06	0.00019351928	0.00011517749	0.006644294	0.9825251	0.010519756
a31	1.9076296e-08	2.8193258e-08	4.343658e-07	7.9884325e-07	0.00020136828	0.3863904	0.613407
a8	3.6311124e-07	8.4684183e-07	8.380301e-05	4.5747518e-05	0.00432212	0.9848781	0.010668979
</S>	1.4906472e-09	2.7398537e-09	5.875264e-08	1.8852356e-07	0.0001009986	0.40941113	0.59048766
