 	io	non	ho	cosa	da	mangiare	</S>
a31	1.9472031e-07	5.8137985e-08	1.5954568e-07	1.7062571e-06	0.0021371595	0.98188937	0.015971309
a37	1.9529569e-08	6.4035204e-09	1.51409e-08	8.769841e-08	4.8726848e-05	0.99858475	0.001366493
a31	6.882411e-05	3.0333118e-05	5.0779767e-05	0.0001105082	0.0016723	0.95281297	0.04525434
a18	3.9876148e-11	1.0352752e-11	2.6329742e-11	2.0496171e-10	1.6773363e-06	0.99802125	0.0019770744
a31	4.5893554e-05	2.2375074e-05	3.462206e-05	6.200699e-05	0.0007834704	0.7885121	0.21053956
a11	4.146107e-11	1.24650516e-11	3.0237216e-11	2.0897313e-10	1.7122941e-06	0.9979108	0.0020875635
a37	1.8766173e-06	9.829157e-07	1.5364446e-06	2.8619281e-06	7.909671e-05	0.81532997	0.18458374
a15	1.7276184e-06	8.8509745e-07	1.4198957e-06	2.6210544e-06	5.5265835e-05	0.5168014	0.48313662
a39	1.4840708e-05	9.04838e-06	1.2870697e-05	1.5090423e-05	8.357031e-05	0.19738366	0.8024809
a31	0.00015994314	8.917131e-05	0.00012928131	0.00014303831	0.0006958077	0.22729884	0.7714839
a39	2.1068321e-07	9.803474e-08	2.0767477e-07	7.468998e-07	0.00017934754	0.98267037	0.017149013
a20	7.6121282e-06	5.6925824e-06	7.254447e-06	5.753311e-06	2.7418811e-05	0.058909472	0.94103676
a24	3.6329295e-06	2.8079774e-06	3.476362e-06	2.787704e-06	2.2502145e-05	0.05965308	0.9403117
a31	0.0016394856	0.0009639891	0.0012728601	0.0011248403	0.0049605323	0.29447684	0.69556147
a46	1.297496e-05	7.284487e-06	1.2847312e-05	2.4749323e-05	0.0010260594	0.82360417	0.17531194
a31	1.856802e-07	1.6408629e-07	1.9289668e-07	1.5560629e-07	1.809797e-06	0.017543942	0.9824536
a3	3.7931004e-06	2.5188438e-06	4.3885493e-06	9.016345e-06	0.0006274098	0.64853275	0.35082018
a31	2.1461009e-08	1.9023123e-08	2.2991168e-08	2.0792474e-08	4.7139045e-07	0.011455439	0.9885439
</S>	7.523076e-06	5.3216363e-06	9.834846e-06	2.3745499e-05	0.001526135	0.82496697	0.1734605
