 	e	che	cucino	</S>
a31	9.589474e-06	0.00422297	0.9612297	0.0345378
a24	3.396657e-07	0.00011931447	0.98477226	0.015108115
a31	1.6405265e-08	2.6860822e-05	0.9302372	0.06973599
a11	7.1284565e-09	1.3660179e-05	0.9378496	0.062136717
a46	5.7179426e-07	6.0266186e-05	0.5213218	0.47861737
a41	1.0770607e-05	9.18516e-05	0.07059919	0.92929816
a20	1.0691939e-05	0.000101219346	0.06647201	0.933416
a36	5.5447206e-05	0.00020289425	0.039698564	0.96004313
a31	0.00020716692	0.0009915489	0.10135041	0.89745086
a46	0.00012624831	0.0043016425	0.7105845	0.28498766
</S>	6.49534e-07	7.472245e-06	0.009382576	0.9906093
