 	il	lupo	non	cammina	mai	nemmeno	con	la	volpe	</S>
a39	5.835616e-06	5.942878e-07	3.495951e-07	4.8372726e-06	7.679366e-06	5.1261555e-05	0.0009043574	0.06570083	0.0020328946	0.9312914
a3	0.014997685	0.0034848037	0.0019333388	0.0053086462	0.0033092315	0.001496857	0.00050374866	0.039417002	0.0011091654	0.9284395
a39	0.00082189427	0.00014651619	7.6720935e-05	0.00033139274	0.00020444444	0.00015263048	0.0001369693	0.021827575	0.0006089659	0.97569287
a3	0.0036693676	0.0007929164	0.0004043968	0.0011045472	0.0005605813	0.00026100333	0.0001614487	0.022884004	0.0010021974	0.9691594
a10	0.003710891	0.0008431876	0.00041457557	0.0009900423	0.0004409001	0.00018776194	0.00013148009	0.021433478	0.0011669066	0.97068083
a38	0.010740561	0.0025086878	0.0011428874	0.002865599	0.0013605221	0.00073110545	0.00027869656	0.016627584	0.0010538632	0.96269053
a37	0.023027232	0.0066071325	0.0030394476	0.0047991993	0.0020327156	0.0006494313	0.00026853755	0.023912739	0.0018971673	0.93376637
a24	0.019389553	0.0054588993	0.002350507	0.0042519285	0.0017786683	0.0006850899	0.00026723466	0.017748607	0.0012585126	0.94681096
a31	0.003050138	0.0010940097	0.00044301964	0.0005332126	0.00019229668	8.608705e-05	0.00011639149	0.0123390015	0.0010032895	0.9811426
a3	0.0017102552	0.00037044683	0.00022000348	0.0011586732	0.0007417552	0.0010162976	0.0005784441	0.009513041	0.0009003778	0.9837908
a20	0.0003466623	6.9628644e-05	4.132449e-05	0.00015328774	7.484132e-05	4.9537197e-05	8.636146e-05	0.020367239	0.0021589152	0.97665226
a31	0.008529791	0.0023095505	0.001188505	0.0021633594	0.00090280426	0.00033605233	0.00024458425	0.026848044	0.002932409	0.95454496
a11	0.00062187604	0.00011284784	7.067005e-05	0.00053384225	0.00038089292	0.0007840831	0.0006944525	0.010188146	0.0012538057	0.98535943
a7	0.00054379733	0.000121826255	6.9295784e-05	0.00021623411	0.00010129519	5.7071164e-05	8.270642e-05	0.015565353	0.0020949447	0.98114747
a31	0.0029527235	0.000682156	0.0003695132	0.0010052514	0.00045071362	0.00023091891	0.00023331004	0.023940874	0.002060941	0.96807355
a24	0.0001254928	1.7429757e-05	1.1760149e-05	0.00016563929	0.00014438626	0.00059611985	0.00090011663	0.012423002	0.0015993437	0.9840168
a46	0.00011295706	2.5124931e-05	1.4569332e-05	4.60073e-05	2.1796488e-05	1.4756697e-05	4.0171242e-05	0.01566401	0.0023120812	0.9817485
a39	0.0027304578	0.00068527565	0.00042051307	0.000903519	0.00041333656	0.00019719325	0.0002825622	0.038211673	0.005764992	0.95039046
a31	0.0048206835	0.0012389362	0.0006560019	0.0013822413	0.00057657104	0.0002927451	0.00039520327	0.03706409	0.002911771	0.9506618
a14	9.7700715e-05	1.1619603e-05	8.445512e-06	0.00018541522	0.00018640987	0.0011269734	0.0018372887	0.018814418	0.002525689	0.975206
a38	0.00032100079	6.354086e-05	4.176604e-05	0.00017692792	9.41513e-05	7.1882256e-05	0.00015804908	0.025923477	0.0041040406	0.96904516
a31	0.0015995278	0.00039645325	0.00025369436	0.0005649429	0.00026611218	0.00015680358	0.0003263542	0.051011212	0.0066606295	0.9387643
a37	6.237041e-05	5.641496e-06	4.8272223e-06	0.0002834232	0.00042592615	0.0073995106	0.009191065	0.043940503	0.004831255	0.9338555
a20	9.468218e-05	2.1373953e-05	1.6358903e-05	6.753048e-05	4.284118e-05	3.973866e-05	0.00014865655	0.032883774	0.0116723105	0.9550127
a39	0.00045074805	9.6436605e-05	6.8411515e-05	0.00024795718	0.00013516459	0.00013797355	0.0005257791	0.061206046	0.008272968	0.92885846
a20	0.0004995684	0.000103095554	6.768533e-05	0.00024804467	0.0001260775	0.00012126651	0.0004118654	0.060195815	0.0048038717	0.9334227
a35	0.0004459153	9.5432944e-05	6.1949104e-05	0.00020830163	0.000107657404	0.00012845863	0.0005178742	0.079697765	0.0067697335	0.9119669
a20	0.00047844998	0.00010971299	7.0299466e-05	0.00021726945	0.00011453631	0.00016502825	0.0007674	0.10184422	0.007371253	0.88886184
a31	0.00033233568	7.582121e-05	4.8584105e-05	0.000163982	9.090852e-05	0.00017439736	0.0009865039	0.11296549	0.008313898	0.87684816
a24	0.0002100304	3.080237e-05	2.0605103e-05	0.00024857142	0.00017687006	0.000419736	0.001285742	0.028092485	0.004504635	0.96501046
a31	0.0004052426	0.00011106274	5.6844925e-05	0.00011531045	4.7468497e-05	2.6560965e-05	5.4884124e-05	0.013655389	0.0015517917	0.9839755
a8	2.435733e-05	2.9371681e-06	2.3448745e-06	0.00010229072	0.00014023989	0.0018429722	0.00317265	0.041097447	0.0090585165	0.9445562
a31	9.94771e-07	2.4244943e-07	2.0866014e-07	1.8390298e-06	2.1953413e-06	1.9078267e-05	0.00035828617	0.06657713	0.036673352	0.89636666
a41	8.405487e-05	9.5332925e-06	8.845329e-06	0.0005988281	0.0009970973	0.02201538	0.013443387	0.1352806	0.013477199	0.8140851
a8	3.3920438e-07	8.812908e-08	7.131005e-08	7.6041346e-07	1.0218225e-06	1.7186796e-05	0.00038629657	0.05310278	0.05861413	0.8878774
a31	5.7052375e-07	1.3438313e-07	1.2169669e-07	1.7830339e-06	2.6769803e-06	6.534161e-05	0.0016973792	0.11199921	0.039923344	0.8463094
</S>	0.00011788601	1.6478418e-05	1.5093524e-05	0.0006267651	0.0009319874	0.01813257	0.014073995	0.21399902	0.014018927	0.7380673
