 	io	non	ho	niente	da	mangiare	</S>
a8	1.9273305e-07	5.697906e-08	1.7440514e-07	1.6123357e-06	0.0013597638	0.97733456	0.021303644
a31	0.0062346756	0.002487972	0.004301658	0.0023230158	0.048099704	0.9201517	0.016401239
a8	1.1222617e-10	2.437569e-11	1.322799e-10	2.0075983e-09	2.1761819e-06	0.993616	0.006381876
a20	0.00018781828	7.5946475e-05	0.00015530715	0.00015871791	0.0041121366	0.980165	0.0151451
a31	2.9006702e-05	1.0837586e-05	2.3774473e-05	2.3614059e-05	0.0011219668	0.98138714	0.017403657
a14	5.5749353e-11	1.1793626e-11	5.6675473e-11	5.3995003e-10	4.6137032e-07	0.9875825	0.012416947
a31	4.8328357e-06	2.0548875e-06	3.795605e-06	3.0932035e-06	0.00013078128	0.784974	0.21488144
a13	2.6423105e-11	6.739347e-12	2.930668e-11	1.8744302e-10	2.3803861e-07	0.98315156	0.016848195
a37	7.889797e-06	4.0121854e-06	6.274106e-06	3.028464e-06	7.9234684e-05	0.31899357	0.680906
a10	1.2217433e-06	6.004259e-07	9.808991e-07	3.5842743e-07	1.4988762e-05	0.19330458	0.8066773
a20	4.1158646e-06	2.0666205e-06	3.1297488e-06	8.266178e-07	2.9919363e-05	0.11675926	0.88320065
a7	1.1637008e-05	7.025953e-06	7.1260133e-06	8.8099097e-07	2.870573e-05	0.051773623	0.94817096
a18	0.00015645381	9.011821e-05	8.291871e-05	9.759581e-06	0.0003132123	0.08375726	0.9155903
a44	8.056964e-05	5.3671363e-05	4.313956e-05	6.296743e-06	0.00024615473	0.08567996	0.9138902
</S>	1.8417404e-05	1.5090708e-05	1.1721114e-05	3.6663253e-06	9.1996524e-05	0.030524677	0.9693345
