 	se	avessi	visto	il	tempo	avessi	visto	le	nuvole	e	non	avevo	uscito	per	bagnarmi	</S>
a20	1.5284215e-08	4.442339e-07	4.3942623e-07	2.883873e-07	9.9976695e-08	2.339079e-08	1.3021389e-07	1.1353677e-07	7.105855e-07	4.241623e-07	2.0212256e-06	0.00016492265	0.003423721	0.0001202609	0.99327964	0.003006716
a11	0.00026635116	0.00095874997	0.000606473	0.00025963757	0.00024238764	1.7551354e-05	4.9978462e-05	4.392794e-05	0.00014319335	0.00012357891	0.00023828956	0.001084748	0.00037204544	0.00010816597	0.9927147	0.0027703077
a38	1.4790862e-05	9.158478e-05	7.1332965e-05	3.2359618e-05	2.1116188e-05	1.749683e-06	5.9755184e-06	5.2169175e-06	2.040619e-05	1.7041753e-05	3.8768303e-05	0.00024232086	0.0002884066	4.4194938e-05	0.9975339	0.0015707612
a37	0.00015007216	0.00061317405	0.0004045504	0.00017537651	0.0001723565	1.1432724e-05	3.579498e-05	3.0622792e-05	0.0001001876	8.1316735e-05	0.00015746547	0.0007614072	0.00039297334	0.00011740954	0.9939581	0.0028377825
a11	6.335616e-05	0.00027607594	0.00019783484	8.399357e-05	6.708287e-05	4.099217e-06	1.3490527e-05	1.128293e-05	3.91448e-05	3.3814835e-05	7.207278e-05	0.00040051455	0.00031018417	0.00010900874	0.99555063	0.0027673624
a13	0.00015389493	0.00042740768	0.0002669173	9.782773e-05	9.891352e-05	3.5539197e-06	1.17413265e-05	8.923688e-06	2.7591868e-05	2.3991695e-05	5.053825e-05	0.0002646076	0.00021315437	0.0002337079	0.98973924	0.00837797
a37	5.1552346e-05	0.00017373449	0.000107400876	4.0007893e-05	4.2993528e-05	1.6244151e-06	5.6590484e-06	4.345494e-06	1.4221623e-05	1.1158359e-05	2.3166918e-05	0.00011919969	0.00011059889	0.00011242159	0.99356395	0.00561791
a31	5.124411e-05	0.00016284196	9.955668e-05	3.7122896e-05	4.1254174e-05	1.57136e-06	5.448385e-06	4.1728426e-06	1.3312839e-05	1.0328751e-05	2.100208e-05	0.000103801045	9.3349736e-05	0.00010379818	0.9931838	0.006067445
a24	1.1162809e-05	5.8054917e-05	6.239381e-05	3.4302775e-05	1.7006063e-05	2.9029782e-06	7.26044e-06	5.578783e-06	1.4105622e-05	1.3029355e-05	3.466439e-05	0.00038440505	0.000916957	9.795473e-05	0.992228	0.0061122044
a31	5.162817e-05	0.00013211153	8.263348e-05	3.3027314e-05	3.9493854e-05	1.5945011e-06	5.2622327e-06	3.6752003e-06	8.3813065e-06	6.272234e-06	1.1081529e-05	3.6353304e-05	0.000100659585	0.00021012638	0.74063915	0.2586386
a39	3.032459e-06	2.2024285e-05	2.624829e-05	1.5277761e-05	6.517063e-06	1.3148235e-06	3.5952528e-06	2.6968678e-06	6.641533e-06	5.747252e-06	1.4904552e-05	0.00014992805	0.0005900025	8.7458844e-05	0.98678905	0.012275537
