 	non	sono	ancora	vestita	</S>
a31	1.5168736e-05	0.0030398814	0.57073414	0.41716573	0.009044995
a23	1.8512078e-06	9.149315e-05	0.09498759	0.89771116	0.007207927
a31	0.0055514975	0.022614792	0.06287816	0.8720145	0.03694094
a7	2.149209e-09	4.854633e-07	0.025650308	0.9703451	0.00400414
a31	2.5106012e-05	0.0002223965	0.010995607	0.9096374	0.07911948
a13	2.684179e-09	4.5098008e-07	0.01177397	0.98110765	0.007117922
a31	6.228127e-06	5.9663827e-05	0.006848292	0.8238361	0.16924971
a37	1.0877704e-08	1.5506539e-06	0.0125351325	0.9727735	0.014689862
a18	1.00819825e-05	4.810597e-05	0.001980206	0.31011817	0.6878434
a31	1.630139e-06	5.2172004e-06	0.00036918695	0.19236787	0.8072561
a46	1.8382476e-06	0.0001046217	0.02030408	0.9242771	0.0553123
a8	2.2768288e-07	8.4204635e-07	0.00022885921	0.041374788	0.9583953
</S>	4.0804633e-08	2.89872e-07	0.00027581613	0.07022499	0.92949885
