 	che	vende	buon	pane	</S>
a17	9.200769e-05	0.0058076694	0.22259393	0.39695317	0.3745532
a31	0.09996398	0.32990718	0.39862895	0.11660949	0.054890405
a11	4.886544e-08	2.881467e-06	0.003003752	0.95401984	0.042973556
a39	8.264258e-05	0.00046962954	0.0123973815	0.86575496	0.12129532
a35	0.00047878153	0.002278969	0.02034766	0.6462596	0.33063498
a39	0.00332017	0.010595938	0.023278188	0.3280381	0.63476765
a31	0.035719838	0.11833329	0.0756353	0.15417469	0.6161369
a24	0.0055141975	0.043923005	0.17702152	0.5263378	0.24720347
a18	0.0064294674	0.019443786	0.019945124	0.12259014	0.83159155
a31	0.002494787	0.0060675526	0.0074394154	0.155304	0.8286942
a13	0.007597944	0.04429359	0.118499205	0.52801657	0.3015927
a31	5.017931e-05	0.00010792778	0.0003147215	0.1394144	0.8601128
a46	0.00011790878	0.00096679985	0.014411312	0.73114043	0.25336355
a8	2.9726866e-07	5.9656406e-07	4.618447e-06	0.070212945	0.92978156
</S>	1.3921287e-07	2.8592072e-07	2.8839377e-06	0.060920123	0.9390766
