 	non	aveva	da	stare	</S>
a37	1.073983e-05	0.0012195238	0.28345147	0.4059681	0.30935013
a38	0.023302356	0.04705155	0.06900088	0.21983194	0.6408133
a24	0.0129917525	0.027551122	0.04772303	0.2053042	0.7064299
a8	5.159892e-05	0.00013153433	0.0033568793	0.16839685	0.82806313
a17	0.016704895	0.009781635	0.018158764	0.21171468	0.74364
a31	0.012303709	0.008404988	0.016547019	0.21344683	0.74929744
a20	0.0003698152	0.008924978	0.23683119	0.37155706	0.38231698
a8	0.00045199148	0.00035867508	0.005867748	0.23299047	0.76033115
a31	0.00029079683	0.00033774096	0.0062315823	0.22604941	0.76709044
a20	6.0331316e-05	0.0031455574	0.26332504	0.43179932	0.30166975
a31	7.1434843e-06	1.42753715e-05	0.0025115039	0.26287585	0.73459125
a8	1.1462375e-05	0.0018753699	0.30433846	0.3941284	0.2996463
a31	9.712491e-08	6.3550726e-07	0.0017376024	0.29543668	0.70282495
</S>	8.199901e-06	0.0007004115	0.15794328	0.4113806	0.42996752
