 	allora	io	ora	sto	studiando	di	maestra	ma	ho	una	sorella	mia	sorella	studia	quest	anno	che	viene	per	medico	</S>
a31	0.076851904	0.00081482955	5.4706234e-06	8.937436e-06	1.6751006e-06	1.28917e-05	4.8766506e-06	0.055252407	0.0044852695	0.002272931	0.054796528	0.0054182196	0.030156942	0.14193317	0.006774457	0.007732838	0.0026281395	1.8304008e-05	0.00017063564	0.39892495	0.21173465
a17	0.015588886	0.0019161198	1.946154e-05	1.7031882e-05	6.4906053e-06	2.8714549e-05	3.7078535e-05	0.003697927	0.00142686	0.0010942953	0.004989734	0.0024591805	0.0046039843	0.01242502	0.0043667387	0.003947106	0.003534666	0.00012995716	0.0003860265	0.81801087	0.12131389
a31	0.0339078	0.030643964	0.0035902283	0.003378194	0.0010331321	0.0024831234	0.0015180252	0.039789896	0.017956953	0.014070931	0.023229118	0.008914232	0.0128932195	0.013890084	0.0060265134	0.005547987	0.0029555107	0.0004948612	0.0011775441	0.29578087	0.48071784
a17	0.00022168612	9.000131e-06	9.248207e-09	5.941644e-09	2.2756186e-09	1.19050725e-08	3.8652637e-08	4.4916383e-06	1.884622e-06	1.6223357e-06	1.4572268e-05	9.16684e-06	1.9443916e-05	0.00013295263	4.8143895e-05	4.3544187e-05	9.713442e-05	2.2396678e-05	0.00044877804	0.9455668	0.053358316
a31	0.020993691	0.018143885	0.0017100396	0.0015715973	0.0004590349	0.0011032309	0.000769691	0.018757444	0.008741582	0.007007124	0.011770669	0.0043418426	0.0064611165	0.0072891684	0.002880145	0.0026559026	0.0012664882	0.0002380814	0.0006656853	0.22353451	0.6596391
a34	0.00031250608	1.3519401e-05	1.295548e-08	8.265107e-09	3.1081646e-09	1.5663968e-08	5.3373643e-08	5.4495376e-06	2.3477496e-06	2.062537e-06	1.8288732e-05	1.1495958e-05	2.4393848e-05	0.00016769413	5.9566264e-05	5.327573e-05	0.00011222754	2.6838405e-05	0.0005476259	0.9413556	0.057287052
a1	0.021265198	0.0020501565	2.4596327e-06	1.9736053e-06	5.031928e-07	1.6685249e-06	4.8292986e-06	0.00030786518	0.00012786	0.00011320629	0.0006998951	0.00029521095	0.0006452048	0.0029870765	0.0006598377	0.00054540514	0.00033809745	3.0839867e-05	0.0008450768	0.69624764	0.27283007
a35	0.0062541584	0.003988104	0.00017338831	0.00016086252	3.8964758e-05	0.0001034582	8.4073465e-05	0.0027928692	0.0012672506	0.0010338516	0.002107705	0.0006760923	0.00112371	0.0015735464	0.00049433764	0.00047188226	0.00019979513	4.0696625e-05	0.00024424007	0.20417519	0.7729959
a31	0.015531248	0.012044404	0.00078604644	0.0007543875	0.00017426656	0.00045221293	0.00027911918	0.0095765395	0.0042686784	0.0034027128	0.0063331025	0.0019717172	0.003155706	0.003922225	0.001382407	0.0013859369	0.0006848197	0.00018089569	0.0008027879	0.27783105	0.65507966
a20	0.0014323712	7.294298e-05	5.9266178e-08	3.8999296e-08	1.3125667e-08	6.7504764e-08	2.3696344e-07	2.3569279e-05	1.0364822e-05	9.4071665e-06	7.9603844e-05	4.4386314e-05	9.86752e-05	0.0006346387	0.00019488098	0.00017706856	0.00027874496	5.35468e-05	0.00087022735	0.9288093	0.067209736
