 	io	la	casa	la	posso	pulire	ogni	sabato	e	mia	mamma	la	puliva	ogni	giorno	perché	lo	poteva	aveva	la	possibilità	di	pagarlo	ogni	giorno	</S>
a20	1.607199e-07	7.22225e-08	1.1580482e-07	1.6767815e-07	2.7301752e-07	6.2389765e-05	3.022745e-06	2.565877e-06	2.8157272e-06	1.9309928e-05	1.6601603e-05	0.00030384376	0.03109343	0.00012806349	0.00025593198	0.0005453721	0.00039823752	0.0020712896	0.00042044758	0.0016254373	0.017608346	0.0034750963	0.019864399	0.08108801	0.73032993	0.1106847
a31	0.00448487	0.002612126	0.0038421464	0.0030926308	0.0021635757	0.013735192	0.0018212082	0.0020550217	0.003180237	0.00973278	0.011449106	0.03742253	0.25015807	0.018846374	0.021770002	0.01994795	0.0151738925	0.030365547	0.013487414	0.024497695	0.058862593	0.022650765	0.025151156	0.03138048	0.3080104	0.06410624
a1	9.735927e-10	3.0665911e-10	4.771603e-10	7.420943e-10	1.819386e-09	8.2242883e-07	3.3317296e-08	2.0873543e-08	2.2023025e-08	1.5719804e-07	9.426266e-08	7.7371305e-07	1.0547499e-05	8.695473e-07	9.5102916e-07	1.9873826e-06	2.8730099e-06	7.5685352e-06	3.04159e-06	5.614185e-06	1.9620356e-05	2.1651806e-05	0.0006794772	0.1064526	0.8846782	0.008113101
a35	0.0002830435	0.00018703911	0.00028045836	0.0002622885	0.00023858203	0.0020847155	0.00031374325	0.0003725406	0.00040941892	0.0010796812	0.00074844196	0.0023611728	0.011136198	0.0011160445	0.0011799769	0.001115221	0.0008680364	0.0016018121	0.00076700223	0.0013029727	0.0028111243	0.0012140269	0.0014736832	0.010165369	0.6704466	0.28618085
a31	0.0010555477	0.0005719766	0.0008715785	0.00079939736	0.00068796135	0.007282238	0.0010571596	0.0011741319	0.0013962289	0.0039729006	0.0034998956	0.011077929	0.06156927	0.006119681	0.006074852	0.0055443686	0.0045111543	0.008853364	0.0039920807	0.006926975	0.01576817	0.007414538	0.011550079	0.035285063	0.59837943	0.19456407
a7	2.034359e-09	7.2166906e-10	1.1653164e-09	1.8582283e-09	4.4829047e-09	1.6441944e-06	7.584573e-08	5.0591556e-08	4.8583225e-08	3.1627295e-07	1.6372573e-07	1.2299823e-06	1.3849315e-05	1.4034788e-06	1.4112002e-06	2.7169913e-06	3.8304906e-06	9.518985e-06	3.971363e-06	7.038695e-06	2.2367454e-05	2.6281434e-05	0.00081408175	0.13345306	0.85646135	0.009175511
a31	0.00030843916	0.00020431116	0.00030299553	0.00025678726	0.00021702482	0.00170727	0.0002648437	0.00033220727	0.00033746322	0.00085596775	0.0005664523	0.0018150413	0.007915762	0.0007833571	0.00081318594	0.0007347683	0.0005442793	0.0009933264	0.00047777983	0.0008152079	0.0016850303	0.0007190608	0.0007548513	0.0064934134	0.58962333	0.38047785
a24	1.8874844e-09	7.8616497e-10	1.4065895e-09	2.6655087e-09	7.5449496e-09	3.2830044e-06	1.5668508e-07	1.052817e-07	8.897252e-08	5.5875006e-07	2.194933e-07	1.653048e-06	1.7005459e-05	1.8685847e-06	1.7554568e-06	3.3507263e-06	4.752316e-06	1.1588556e-05	4.8593056e-06	8.471976e-06	2.6087684e-05	3.175699e-05	0.000983889	0.15770581	0.8343348	0.006857862
a46	3.817019e-06	3.151185e-06	5.2608902e-06	6.1027745e-06	7.727634e-06	0.0005079378	4.695075e-05	5.808302e-05	3.4814584e-05	0.0001088874	2.0671463e-05	9.917942e-05	0.00061270635	4.1842573e-05	3.727996e-05	4.0469364e-05	3.3956447e-05	7.215146e-05	2.9624855e-05	5.3428226e-05	0.0001364659	7.347951e-05	0.00027619512	0.024197616	0.8102822	0.16321005
a24	0.00088887376	0.0006404525	0.00088946946	0.0006464934	0.00047820783	0.0021520082	0.00043586397	0.0005792593	0.00061609276	0.0013501573	0.00096857094	0.002615099	0.011325735	0.0011276883	0.0011391046	0.00092409516	0.00066877995	0.0011684822	0.00058000855	0.0009596939	0.0018865803	0.00077828753	0.0007559982	0.005866486	0.48429748	0.476261
