 	i	bambini	non	possono	mangiare	il	gelato	prima	che	che	mangiano	</S>
a8	2.6686292e-05	2.4719852e-06	4.1472963e-06	0.00019201207	0.000577133	0.0006847521	0.00019193855	0.0003292462	0.011488354	0.32587647	0.5055893	0.1550375
a31	0.086512454	0.024913067	0.026777487	0.06361118	0.031823125	0.015985493	0.029532857	0.060398173	0.05030838	0.11371234	0.44413266	0.052292775
a28	1.4501606e-07	1.5311747e-08	1.9371669e-08	1.51465e-06	1.0227207e-05	2.4568191e-05	1.4136776e-06	9.0584314e-07	0.00031310602	0.3386239	0.61615413	0.0448701
a31	0.018826613	0.005321781	0.0059015974	0.021487609	0.015602862	0.010379543	0.010132866	0.0142982	0.028559428	0.10141481	0.66710347	0.10097118
a20	6.1491214e-08	6.941308e-09	7.270045e-09	4.6554166e-07	3.1876928e-06	8.415384e-06	4.2235e-07	2.525777e-07	8.9445784e-05	0.1722018	0.7503542	0.07734184
a31	0.016296925	0.004743137	0.0052252663	0.016602086	0.011189331	0.007112996	0.006574827	0.010253122	0.016419403	0.073073424	0.6920535	0.14045595
a21	4.7691447e-08	5.505743e-09	5.559307e-09	3.6604385e-07	2.7131896e-06	7.576303e-06	3.219116e-07	1.8509803e-07	6.752228e-05	0.15476248	0.76162016	0.08353851
a31	0.024596872	0.007180455	0.008122819	0.024893904	0.016185442	0.010285106	0.011048017	0.018027114	0.027265206	0.09165218	0.6482573	0.1124855
a17	4.6898638e-08	5.6708807e-09	5.5843996e-09	3.6195576e-07	2.7878073e-06	8.06848e-06	3.2727306e-07	1.820967e-07	6.274987e-05	0.14909652	0.7634777	0.08735129
a29	0.014652017	0.0042013014	0.0048494143	0.016026068	0.010840689	0.0069513195	0.006199701	0.010324925	0.016102348	0.07679795	0.70213276	0.13092154
a24	0.0021018083	0.00044020056	0.0004825201	0.0036722776	0.004176628	0.0035136102	0.0019147982	0.001994358	0.010942718	0.07568634	0.7222956	0.17277914
a37	0.0008185876	0.00018083153	0.00022273693	0.00081860786	0.0005652417	0.00029718655	8.553142e-05	0.0002133221	0.00023394445	0.016307391	0.70271546	0.27754116
a8	0.0045534503	0.0012129305	0.0013948209	0.0039946456	0.0023081044	0.0011994003	0.0010488213	0.0022235534	0.0021767614	0.042155832	0.79552877	0.14220287
a31	0.0026784332	0.00073874404	0.00084558077	0.0017693953	0.00095222733	0.00051488786	0.00040157538	0.0010062462	0.00094669627	0.033337396	0.8138086	0.14300016
a24	5.153075e-05	8.968795e-06	1.2191129e-05	0.00019824452	0.0003381868	0.00028886413	6.316835e-05	7.701343e-05	0.00086891913	0.05377039	0.90930086	0.035021693
a31	0.00034522882	7.9947575e-05	9.9461264e-05	0.0003673491	0.0002658619	0.00014111701	3.0510168e-05	8.803658e-05	8.511406e-05	0.008830797	0.6788462	0.31082046
a17	6.028924e-06	6.4334955e-07	1.1111282e-06	6.633028e-05	0.00029492314	0.00037303296	9.601714e-06	1.3900732e-05	0.0009369064	0.17579573	0.7986331	0.02386868
a31	0.00025097094	7.251009e-05	8.971716e-05	0.00023682315	0.00014664003	8.079247e-05	2.3927052e-05	7.802549e-05	5.5804332e-05	0.005969027	0.7611483	0.23184747
a39	4.0198893e-06	4.1285108e-07	7.548036e-07	6.720697e-05	0.00042848187	0.00062104804	9.501055e-06	1.3303942e-05	0.001299523	0.2671039	0.7086824	0.021769429
a35	0.0002110797	5.9635677e-05	7.5586184e-05	0.0002184203	0.00014555661	7.87782e-05	1.8780021e-05	6.4547065e-05	4.930942e-05	0.0057080025	0.68343896	0.30993128
a8	0.00029532812	7.2537034e-05	9.668381e-05	0.00032493004	0.00022475887	0.00012638238	3.3269785e-05	9.7744414e-05	0.00011141279	0.011903217	0.7327662	0.25394753
a31	0.00027765235	6.5187545e-05	8.8856e-05	0.00026773306	0.00019184386	0.000119903045	3.078164e-05	8.399401e-05	0.00012691223	0.015424529	0.7904464	0.19287615
a37	1.1747249e-05	1.2140489e-06	2.2302004e-06	0.00015844093	0.0008068182	0.0009690885	1.7590231e-05	3.0127754e-05	0.0015335276	0.20355739	0.7634265	0.02948534
a38	0.00010160253	2.8359866e-05	3.6575617e-05	0.00010794882	7.8772966e-05	4.576293e-05	7.7835075e-06	2.71553e-05	2.3777431e-05	0.004270613	0.6373253	0.35794628
a31	0.00011276065	2.543131e-05	3.655451e-05	0.00013582374	0.00011103173	7.062737e-05	1.1169886e-05	3.175263e-05	5.3342494e-05	0.010474767	0.7286794	0.26025733
a0	1.4320544e-05	1.4046674e-06	2.6945459e-06	0.00022664768	0.0013222109	0.0016180766	2.032613e-05	3.6171787e-05	0.0018831012	0.19988237	0.7599759	0.035016716
a23	3.1682044e-05	8.5335505e-06	1.1446334e-05	3.89994e-05	3.4115423e-05	2.1838596e-05	2.3894925e-06	7.939986e-06	9.481455e-06	0.0031086481	0.58811635	0.4086086
a31	1.667896e-05	3.5454468e-06	5.6109557e-06	2.8163291e-05	3.1542684e-05	2.4320823e-05	1.9852678e-06	4.8470356e-06	1.489279e-05	0.006412302	0.68714267	0.3063134
a17	1.8189898e-05	1.8044806e-06	3.5488051e-06	0.0003131159	0.0019065968	0.0021799055	2.2344018e-05	4.338968e-05	0.0017008521	0.1781484	0.77657515	0.039086755
a31	5.704555e-06	1.5091109e-06	2.0888945e-06	9.044499e-06	1.0715461e-05	8.167518e-06	5.4039754e-07	1.4999853e-06	2.9677938e-06	0.0020006092	0.5649315	0.4330256
a28	2.0147414e-05	2.048698e-06	4.089785e-06	0.00038059	0.0024528536	0.0027302015	2.3370896e-05	4.6702247e-05	0.0015986096	0.16298294	0.7869721	0.042786296
a18	2.124437e-06	5.495186e-07	7.768782e-07	4.0734403e-06	5.932803e-06	4.7852336e-06	2.0935252e-07	5.700145e-07	1.4068561e-06	0.0015053968	0.4896525	0.5088216
a33	2.7791427e-06	4.829919e-07	8.1944887e-07	8.237997e-06	1.3996302e-05	1.1483623e-05	3.0815676e-07	7.441391e-07	3.6528845e-06	0.004702196	0.63156384	0.36369148
a8	3.92618e-06	6.629777e-07	1.2546096e-06	1.24466405e-05	2.1999953e-05	2.0313515e-05	6.5623624e-07	1.2732274e-06	8.195412e-06	0.005532471	0.62906295	0.36533386
