 	se	vieni	alle	sette	se	no	non	vieni	più	che	non	mi	ha	</S>
a31	2.0762957e-07	1.3403809e-07	1.5090203e-08	3.8988546e-09	1.1599863e-09	8.277187e-10	6.4832375e-09	9.619454e-09	3.2254002e-07	6.261878e-06	0.00078197866	0.9619383	0.020775022	0.016497727
a20	5.896874e-07	3.0553161e-07	2.7887406e-08	1.0292346e-08	2.1402937e-09	2.3542335e-09	1.5090656e-08	2.0487796e-08	4.6266646e-07	4.9684536e-06	0.00019853668	0.93747944	0.042968158	0.019347448
a13	0.0009131761	0.00058732834	8.308721e-05	4.1402265e-05	1.0647127e-05	1.7080814e-05	6.694894e-05	8.0446756e-05	0.00053373224	0.0020475946	0.006584206	0.3386081	0.3229458	0.32748047
a31	0.00013069046	8.035332e-05	9.066609e-06	4.1920916e-06	9.861247e-07	1.666278e-06	7.5576836e-06	9.098467e-06	7.955052e-05	0.0004066299	0.0024145606	0.38167486	0.3081105	0.30707026
a28	7.0997217e-09	3.26007e-09	2.544446e-10	8.641436e-11	1.6826738e-11	2.45273e-11	1.6798912e-10	2.2103412e-10	5.358937e-09	8.539918e-08	1.1880906e-05	0.6461192	0.27469388	0.07917501
a31	0.0002110859	0.00014128092	2.1633798e-05	1.1727907e-05	3.0544222e-06	5.7061397e-06	2.1022937e-05	2.2662816e-05	0.0001454055	0.0005031201	0.0013759544	0.06558777	0.3619009	0.57004863
a21	4.6312976e-09	2.151487e-09	1.7273732e-10	6.5967606e-11	1.3403436e-11	2.2495478e-11	1.5727883e-10	2.0038683e-10	5.0726308e-09	8.2430304e-08	1.4009946e-05	0.70449364	0.23821943	0.057272866
a31	0.00015009599	0.00011400236	2.1751177e-05	1.3591291e-05	3.823263e-06	7.0222727e-06	2.1645972e-05	2.2022541e-05	0.00012499915	0.00035612966	0.0006924009	0.02598841	0.30176863	0.67071545
a20	4.020415e-09	1.920404e-09	1.6028469e-10	6.7476545e-11	1.4460469e-11	2.6408728e-11	1.8362294e-10	2.3201803e-10	5.7763714e-09	9.33795e-08	1.7442677e-05	0.7527175	0.20119928	0.046065778
a28	3.9203613e-05	3.3470133e-05	7.041897e-06	4.799171e-06	1.3287261e-06	2.4423032e-06	6.4164665e-06	6.1800965e-06	3.2038246e-05	8.348989e-05	0.00014880035	0.006665192	0.19816944	0.7948001
a27	7.267277e-06	5.4209177e-06	8.448277e-07	5.1129996e-07	1.3834101e-07	2.3271414e-07	8.0340027e-07	8.3605767e-07	7.254086e-06	3.1595595e-05	0.00017238529	0.057096783	0.3317847	0.6108912
a17	4.82341e-05	3.8837145e-05	6.1717856e-06	3.974868e-06	1.050203e-06	1.8449664e-06	5.7917214e-06	5.394721e-06	4.210641e-05	0.00014485922	0.00039428653	0.035264734	0.24316348	0.7208792
a4	0.000283089	0.000281464	5.701744e-05	4.2317166e-05	1.2043462e-05	1.7521814e-05	4.1413638e-05	3.4496163e-05	0.00023982083	0.00065727206	0.001027672	0.041104626	0.2169644	0.7392369
a13	0.00032849703	0.00038887706	8.4389474e-05	6.887859e-05	1.8962723e-05	2.564646e-05	4.7265756e-05	3.6593876e-05	0.00021543566	0.00055726705	0.00095497083	0.041148737	0.14608972	0.81003475
a31	0.0016573786	0.001893757	0.00038467092	0.00026780728	7.126848e-05	8.9568195e-05	0.00017461054	0.00014183775	0.0008611804	0.0025378938	0.0041214316	0.086579405	0.16400915	0.7372101
a18	2.9020188e-05	1.4207373e-05	1.4775635e-06	6.424933e-07	1.7719121e-07	2.9505534e-07	1.650043e-06	1.6227613e-06	3.1150954e-05	0.0002758631	0.003980292	0.68633914	0.21076328	0.098561175
a36	7.388601e-06	8.576921e-06	2.8137997e-06	2.5358092e-06	8.417836e-07	9.4045146e-07	1.5365785e-06	1.1600064e-06	7.913723e-06	2.2345268e-05	5.7975078e-05	0.006249509	0.16933864	0.82429785
a46	2.0066253e-05	2.254578e-05	6.881034e-06	6.3433326e-06	2.0920106e-06	2.2137165e-06	3.656494e-06	2.6752937e-06	2.0099445e-05	5.9065133e-05	0.00016721967	0.0154927345	0.14765683	0.8365375
a31	4.351575e-05	4.8424456e-05	1.578801e-05	1.4590566e-05	4.890403e-06	4.641268e-06	7.350261e-06	5.3703807e-06	4.2443826e-05	0.0001281167	0.00038346392	0.028348435	0.14071538	0.83023757
a20	2.641272e-05	1.6514208e-05	2.723339e-06	1.3955906e-06	4.525292e-07	5.739215e-07	2.1321537e-06	2.0358893e-06	3.1116477e-05	0.0002523749	0.0034109482	0.49029905	0.29576692	0.21018727
a8	2.8204346e-07	3.487711e-07	1.7840142e-07	1.9593601e-07	7.7540875e-08	6.6019425e-08	7.953869e-08	6.066284e-08	3.980558e-07	1.2435645e-06	7.0180404e-06	0.0026425684	0.12527119	0.87207633
a31	4.686165e-07	5.16647e-07	2.79291e-07	3.1767865e-07	1.3451668e-07	1.0628498e-07	1.3312321e-07	1.0081917e-07	7.559434e-07	2.3433663e-06	1.43368125e-05	0.004642497	0.117323555	0.87801445
a24	7.159976e-06	5.768564e-06	1.4143243e-06	9.57689e-07	3.4417607e-07	4.3403415e-07	1.1130703e-06	1.0697058e-06	1.1109298e-05	9.041486e-05	0.0019546885	0.47811157	0.30277196	0.217042
a46	2.6416228e-07	3.3274728e-07	1.4522047e-07	1.4949256e-07	5.872319e-08	5.663999e-08	7.251609e-08	5.5774844e-08	3.76344e-07	1.3953556e-06	1.2036479e-05	0.012341811	0.21413967	0.7735036
</S>	3.2648902e-07	3.9650337e-07	2.3826723e-07	2.8714186e-07	1.2435714e-07	1.0577048e-07	1.1709981e-07	8.5638064e-08	5.390342e-07	1.5703113e-06	1.0437992e-05	0.004055079	0.10606752	0.88986313
