 	possono	essere	ancora	svegli	</S>
a31	0.00041025004	0.46256158	0.3371496	0.1795369	0.020341659
a20	0.0008447792	0.08041399	0.58650875	0.3235164	0.008715996
a23	0.0026913907	0.006437264	0.0029010565	0.8929827	0.094987646
a31	0.0012235816	0.0021442224	0.0016830732	0.8853544	0.1095948
a20	1.8348745e-05	0.019580934	0.54689354	0.43074596	0.0027612743
a11	0.0012588664	0.004104295	0.0018330789	0.82734007	0.16546376
a20	0.0021266895	0.013824407	0.003921843	0.85021067	0.1299164
a31	0.002216452	0.008661241	0.004644503	0.85631937	0.12815845
a37	0.0052052084	0.40124208	0.16778374	0.4053956	0.020373385
a31	0.0009915578	0.00801604	0.01025027	0.8397534	0.14098875
a11	0.0016124466	0.4619312	0.1757809	0.3477434	0.012932066
a46	0.00013689089	0.0018830908	0.01004003	0.8248396	0.16310036
a31	1.9146792e-05	0.00023355107	0.0033974494	0.80281734	0.19353248
a46	0.0009560458	0.22704227	0.13029312	0.60833037	0.0333782
a31	8.5698343e-07	3.467632e-05	0.0022028058	0.7627348	0.23502694
a20	0.00011419407	0.06950949	0.06872878	0.8288029	0.03284469
a28	7.172772e-08	6.942714e-06	0.0012904787	0.70035666	0.29834583
</S>	1.1017571e-07	1.7331156e-05	0.0025138	0.743281	0.25418776
