 	non	ho	cosa	a	fare	</S>
a8	4.3802506e-06	2.1513028e-05	0.00021574882	0.26018342	0.4337057	0.30586916
a31	0.05515355	0.087487414	0.060404312	0.25886354	0.38253158	0.15555957
a37	2.66806e-09	1.952189e-08	5.1848616e-07	0.028284697	0.84897274	0.12274208
a10	0.000113466886	0.00023315022	0.0003672334	0.016273709	0.6043557	0.37865672
a37	1.6674194e-05	4.0286053e-05	7.97514e-05	0.00875882	0.62331676	0.36778775
a10	8.412029e-05	0.00013298073	0.000101300015	0.002109735	0.26961154	0.7279603
a0	0.00016900024	0.00027708596	0.00019767799	0.0028354924	0.23673144	0.7597893
a20	0.00068550464	0.0008813107	0.00048657885	0.004603277	0.20059767	0.79274565
a17	0.00082724576	0.0010466117	0.0006388718	0.00661885	0.21945256	0.7714159
a20	0.0006872719	0.0008813085	0.00058127515	0.006843611	0.22186598	0.76914054
a8	0.0006348543	0.0008281751	0.00059360947	0.007221123	0.20736507	0.7833572
</S>	0.0002576439	0.00032390608	0.00022734435	0.003494418	0.18970358	0.80599314
