 	voi	avete	mai	mangiato	il	pasticciotto	</S>
a8	2.4343845e-07	2.9447363e-06	1.6906175e-05	0.0003817563	0.09973332	0.89799553	0.0018692545
a31	0.009190948	0.07595607	0.07590479	0.01360237	0.07325907	0.74621326	0.005873442
a21	6.2453964e-10	3.0028922e-09	3.1915558e-08	1.1610795e-05	0.080119215	0.9192402	0.00062901445
a37	0.00074991497	0.0044604316	0.0067469603	0.0050956006	0.06042128	0.91992646	0.0025994033
a8	6.6983455e-05	0.00044711505	0.0010533913	0.0025816546	0.048354845	0.94653994	0.0009561108
a31	0.0006868189	0.0049534487	0.00722207	0.0057125115	0.085931115	0.8923996	0.0030944946
a13	7.1137585e-10	2.538547e-09	1.7494456e-08	2.9644918e-06	0.019576987	0.9802428	0.00017732053
a20	3.9699382e-05	0.0002789196	0.000342976	0.0003117555	0.012524472	0.98435694	0.0021452894
a3	3.7978934e-05	0.00030407018	0.00036592127	0.00043847822	0.02110517	0.97533846	0.0024099073
a31	2.6354854e-05	0.00029266896	0.0002217432	0.0001475426	0.0062989644	0.9909285	0.0020842045
a29	1.5124483e-07	8.798226e-07	2.9541573e-06	2.2797707e-05	0.00233257	0.99749196	0.00014877715
a31	2.562628e-06	3.404188e-05	2.5734049e-05	1.9020064e-05	0.0023349342	0.9955031	0.0020805902
a3	3.458934e-08	2.7501193e-07	1.0481713e-06	2.076303e-05	0.011682118	0.9880364	0.00025932127
a31	4.0546234e-07	5.7093457e-06	3.387789e-06	4.027794e-06	0.0030977905	0.99129397	0.0055946903
a24	4.8936425e-08	4.889983e-07	2.1969727e-06	0.000106753796	0.097206555	0.9019051	0.00077889004
a31	5.4219882e-08	8.3681323e-07	6.8015436e-07	2.5451811e-06	0.008766873	0.9864238	0.004805213
a39	1.5313861e-07	1.990192e-06	9.216185e-06	0.000400715	0.15566294	0.84225297	0.0016720075
a31	4.0431697e-08	4.7811346e-07	2.3340799e-07	7.5833196e-07	0.0032667953	0.95713896	0.039592773
a33	5.34463e-07	5.6024573e-06	2.0738002e-05	0.0006322282	0.25778422	0.73870647	0.0028502792
a31	5.4855676e-09	4.514089e-08	3.9156e-08	3.7889657e-07	0.0046025515	0.9187405	0.07665643
a23	1.1915356e-06	1.1376887e-05	2.7823196e-05	0.0005322742	0.2765841	0.7180075	0.004835754
</S>	2.5855946e-09	1.8895925e-08	2.0184132e-08	2.9728074e-07	0.0043748044	0.89658177	0.09904305
