 	sto	ancora	cucinando	</S>
a20	0.0038565611	0.10930586	0.7767767	0.11006082
a31	0.40866807	0.14937156	0.3819708	0.059989538
a37	1.1013924e-06	0.00572142	0.9911773	0.003100179
a20	0.006092534	0.016237633	0.91852504	0.059144802
a31	0.0030204202	0.005031979	0.8960317	0.09591592
a30	5.0293403e-07	0.0012729487	0.9973273	0.0013992571
a46	0.00060132134	0.0010668748	0.7856832	0.21264854
a31	0.0002203681	0.00024493437	0.6180404	0.3814943
a39	7.4495642e-06	0.0016371063	0.99154437	0.0068110805
a15	7.638939e-05	0.00014425234	0.44974342	0.55003595
a20	1.4563345e-05	8.916018e-05	0.38695994	0.6129363
a22	3.9699153e-05	0.00032302004	0.39088696	0.6087503
a31	4.46644e-05	0.0004631821	0.35790652	0.64158565
a46	0.0027341112	0.0071849334	0.82359254	0.16648841
</S>	7.362208e-07	3.6218727e-05	0.36928073	0.63068235
