 	è	possibile	che	è	entrato	da	qui	</S>
a13	3.331938e-05	7.246246e-06	1.9861852e-06	0.000680312	0.060680702	0.041406974	0.82610005	0.07108942
a31	0.046482302	0.022080628	0.007028256	0.089801736	0.2968442	0.011811616	0.50983	0.016121274
a15	1.7599495e-08	1.7649214e-08	4.072872e-09	1.4423317e-06	0.00030238787	0.008493066	0.9873913	0.0038117238
a20	0.00040205702	0.0003059135	0.00012136168	0.0019168963	0.0124217365	0.006037056	0.9725802	0.006214681
a11	0.002444958	0.0020919498	0.00061827985	0.0059496714	0.020634742	0.0031464084	0.94917667	0.015937308
a31	0.082267426	0.04266803	0.011469543	0.09430983	0.24507308	0.014486613	0.48653615	0.023189297
a39	0.0008855285	0.00084373355	0.00029651902	0.01335712	0.25514987	0.049409963	0.6765006	0.0035566185
a46	0.0025831931	0.0023981004	0.00047186873	0.0048782555	0.01885195	0.00775298	0.9438887	0.019174905
a18	0.000390893	0.00042953208	7.595736e-05	0.0007767718	0.0028027154	0.0030767734	0.9574077	0.035039566
a31	0.00073837035	0.00075862306	0.00014538527	0.0016124515	0.006003295	0.005774342	0.9104654	0.07450193
a13	0.0040161167	0.0037430807	0.0007510245	0.021755256	0.19850767	0.04524554	0.71974766	0.006233701
a31	8.076643e-06	1.4808952e-05	2.3645293e-06	5.6465607e-05	0.0005242264	0.0024904911	0.97127414	0.025629595
a46	7.8270976e-05	0.00013351114	2.007883e-05	0.0012261578	0.024050934	0.022996178	0.94532937	0.006165503
a31	1.4248714e-07	3.8045954e-07	8.071826e-08	1.7498235e-06	2.3511051e-05	0.0005323432	0.95182824	0.047613516
</S>	6.425834e-06	1.8016162e-05	2.626282e-06	0.00017342862	0.0042964234	0.00673222	0.9797616	0.009009329
