 	guardando	le	nuvole	capisco	che	piove	</S>
a8	5.4173523e-07	1.6231379e-05	0.0012371498	0.066617236	0.61159927	0.30934867	0.011180961
a23	0.0024565414	0.011703973	0.022891348	0.008419481	0.03932729	0.90170825	0.013493124
a31	0.0016986233	0.0092235785	0.022674851	0.011613896	0.052961394	0.8885398	0.013287984
a17	4.677565e-10	7.1615966e-09	2.613885e-07	3.166039e-05	0.08168189	0.9160907	0.0021955133
a31	0.00039219417	0.0016299073	0.0031235556	0.0013664889	0.01037076	0.95070076	0.032416325
a10	5.986084e-11	8.016154e-10	2.6684392e-08	4.953685e-06	0.041124623	0.95652366	0.0023467236
a20	3.3838758e-05	0.00014805626	0.0003570125	0.00022456174	0.0022821634	0.934083	0.06287132
a8	1.7811688e-05	9.055723e-05	0.00021605207	0.00015282823	0.0031134903	0.92735165	0.06905762
a17	7.424928e-05	0.00031594516	0.0004884449	0.00020585852	0.0036471484	0.9211877	0.074080616
a13	5.2631065e-05	0.00025847013	0.00042375657	0.00018245526	0.0027968308	0.9200643	0.07622163
a20	0.00015161287	0.0007144024	0.0010756342	0.00036548424	0.0025568502	0.90628684	0.08884921
a31	9.2369024e-05	0.00045887794	0.0006421362	0.00025026695	0.0026377544	0.92908573	0.066832796
a37	1.00771595e-05	7.107637e-05	0.00044745873	0.0006883806	0.0029489263	0.9559776	0.03985636
a31	8.522975e-06	4.9639813e-05	8.502732e-05	2.9118384e-05	0.00038940003	0.8250135	0.17442478
a0	7.17701e-08	7.9256534e-07	9.629848e-06	4.2900527e-05	0.0029161468	0.98353255	0.013497918
a31	7.19253e-07	3.8535745e-06	5.7689617e-06	2.4820254e-06	0.00011201202	0.7284245	0.27145067
a10	1.0728811e-08	1.5445782e-07	2.8773381e-06	2.8855064e-05	0.011259124	0.9813703	0.0073386994
a39	1.8404255e-07	8.695433e-07	1.2689301e-06	6.3103e-07	5.9681333e-05	0.6609563	0.33898103
a46	4.0493795e-08	2.8274684e-07	6.157411e-07	5.201215e-07	8.252518e-05	0.75538874	0.24452722
a8	1.5892763e-07	1.0071537e-06	1.9617805e-06	1.8502516e-06	0.00012909081	0.73007995	0.26978597
a20	1.434573e-07	1.044768e-06	2.764422e-06	4.156765e-06	0.000263737	0.8124172	0.18731093
a8	2.7875987e-07	2.2376662e-06	6.4332385e-06	1.0405952e-05	0.0005458731	0.8474802	0.15195452
a46	2.5453735e-07	2.0458456e-06	6.287535e-06	1.0945908e-05	0.0005547064	0.85425675	0.14516906
a8	2.1015614e-07	1.8055629e-06	6.110401e-06	1.1390188e-05	0.00060026196	0.8453196	0.15406059
a31	1.3006151e-07	1.1384815e-06	4.283153e-06	8.937625e-06	0.00052475487	0.8419685	0.15749216
a20	8.513646e-07	8.6974605e-06	3.461639e-05	2.7016204e-05	0.0008710768	0.85091746	0.1481403
a31	1.09870815e-08	9.8197155e-08	4.1817475e-07	9.957156e-07	0.00012983671	0.67620814	0.3236605
a28	3.084428e-08	3.797569e-07	2.918148e-06	5.2688065e-06	0.0007812066	0.921019	0.078191124
a46	1.2434399e-09	8.544648e-09	3.4564234e-08	1.0672966e-07	3.0007559e-05	0.44843408	0.5515358
a23	9.853907e-10	8.092893e-09	4.8476753e-08	1.9924829e-07	5.3914304e-05	0.54865587	0.45128995
a39	2.6260596e-09	2.3056964e-08	1.5735793e-07	6.7321434e-07	0.00011742882	0.63898796	0.36089373
a31	7.104036e-09	6.957578e-08	4.804549e-07	1.9117e-06	0.00026255476	0.6969344	0.3028006
</S>	5.0232906e-08	5.7793545e-07	3.944609e-06	7.3275564e-06	0.0009840112	0.8913334	0.10767066
