 	i	genitori	non	è	che	li	dimentichiamo	mai	</S>
a31	2.8899247e-08	1.2087641e-07	2.8534465e-08	1.5957764e-06	3.180202e-05	0.034193255	0.96436787	0.0012728823	0.00013243261
a18	1.7700315e-05	7.4821975e-05	2.2841208e-05	0.00032165757	0.0012058255	0.035238758	0.91033906	0.05026273	0.0025166257
a24	0.00044630468	0.0004284253	0.00011219916	0.00030485314	0.0004335416	0.0010174358	0.011430238	0.8412359	0.14459115
a31	3.915332e-05	6.081681e-05	1.3096508e-05	7.484806e-05	0.00017292447	0.0020263388	0.047957018	0.778717	0.17093879
a37	7.452675e-07	2.1551821e-05	1.3224098e-05	0.00035080215	0.0022118802	0.109667696	0.8514455	0.035379454	0.0009092857
a0	0.00022352774	0.00025675382	6.918223e-05	0.00019564401	0.0003078106	0.0011027501	0.014288817	0.74371994	0.23983555
a28	0.00011502579	0.00014341332	3.5133082e-05	0.00014047069	0.00028491905	0.0014603208	0.026552318	0.83718574	0.13408267
a18	0.0004978792	0.00039753603	8.815602e-05	0.00034710683	0.00069226004	0.0028445947	0.041388944	0.8425427	0.11120079
a31	0.0005681499	0.00029037567	5.9129026e-05	0.00022562993	0.00043777688	0.001699329	0.03118211	0.84511244	0.12042501
a37	7.9651945e-05	0.00033266045	0.00013808967	0.0011981162	0.0055506816	0.1269802	0.78395313	0.07581214	0.0059552933
a20	0.0001658838	0.00017785044	4.417596e-05	0.00020466869	0.00048928114	0.0037957442	0.06853232	0.79242396	0.134166
a31	0.00012879564	7.520476e-05	1.7348686e-05	6.873917e-05	0.00013836469	0.0007539977	0.023860194	0.8347925	0.14016478
a24	0.00018822339	0.0005704479	0.0001988477	0.0015486185	0.0069796583	0.13573058	0.7131929	0.12835133	0.013239426
a31	0.00032546287	0.00014009998	4.3130232e-05	0.00017755738	0.00047749648	0.0033108213	0.1072545	0.7479207	0.14035028
a20	3.864177e-05	0.00032041405	0.00012903534	0.0016183074	0.008416826	0.21580845	0.57381755	0.18464522	0.0152055975
a31	3.37856e-06	5.1900793e-06	1.957635e-06	1.0277719e-05	2.4238214e-05	0.0002918021	0.01469511	0.7677031	0.21726502
a18	1.2214748e-05	0.00020294574	8.650768e-05	0.0014992579	0.006932131	0.14178339	0.2810257	0.5367037	0.03175417
a41	2.761015e-07	7.602859e-07	3.8402746e-07	2.3679302e-06	5.7626567e-06	8.7464156e-05	0.0058813696	0.74491626	0.24910526
a35	3.5620312e-07	1.0071744e-06	4.9162685e-07	3.1945146e-06	8.422278e-06	0.00012531418	0.009999988	0.7741772	0.21568404
a24	5.654159e-07	1.4969113e-06	7.578695e-07	4.1619946e-06	9.6239255e-06	0.00011286443	0.0127650155	0.7934116	0.19369394
a28	3.908935e-05	3.0777912e-05	1.4065162e-05	4.8459486e-05	0.00010370105	0.000491824	0.017592357	0.74996215	0.2317176
a31	1.7715523e-06	4.100061e-06	1.7894715e-06	1.1352742e-05	2.8029632e-05	0.0003406924	0.03709884	0.82905906	0.13345428
a11	7.491796e-05	0.00013974657	4.663266e-05	0.00035204945	0.0013109379	0.023141343	0.49048603	0.43482625	0.04962206
a31	3.606714e-07	2.0550447e-06	1.2678815e-06	9.4480865e-06	2.7266402e-05	0.00048812246	0.040831972	0.72289896	0.23574059
a20	6.1609217e-06	4.5574827e-05	2.0397663e-05	0.00029268686	0.0012152764	0.027507933	0.2943689	0.55122256	0.1253205
</S>	7.221117e-09	1.3953444e-07	1.2882066e-07	1.5490318e-06	4.4580283e-06	0.00011089949	0.008352923	0.6245651	0.3669648
