 	deve	che	entra	da	qui	</S>
a31	3.3252327e-05	0.0015926183	0.8812112	0.0013497195	0.105752096	0.010061147
a21	6.927364e-06	3.6341786e-05	0.0030179142	0.00088934915	0.993453	0.0025964775
a31	0.003084935	0.006392457	0.06706426	0.0060180603	0.9151443	0.0022960177
a20	7.615706e-08	4.929711e-07	0.00011686551	0.00013372909	0.99831957	0.0014292386
a11	0.00025571176	0.0004884137	0.0066852337	0.001202539	0.98734146	0.004026628
a31	0.007208108	0.019951785	0.3021645	0.0070557655	0.65273905	0.010880768
a37	1.6084043e-05	8.0323414e-05	0.008206697	0.00095634256	0.98915076	0.0015897265
a31	0.0089730695	0.012629985	0.1285063	0.0027660304	0.81953645	0.02758818
a8	6.377086e-05	0.000304058	0.03483656	0.0026396327	0.96090055	0.0012554569
a31	0.00018175106	0.00016588316	0.0013146024	0.00016258116	0.88322735	0.1149478
a46	0.00026695765	0.001015294	0.090129115	0.0047527645	0.9016324	0.0022033902
a31	1.2302278e-05	1.3095096e-05	0.0001583536	6.874079e-05	0.72145957	0.27828798
</S>	0.00058211986	0.0016116936	0.089957654	0.004552544	0.8994228	0.0038731662
