 	il	dito	si	gonfiò	</S>
a39	2.2660604e-05	0.07099806	0.9254989	0.0028458056	0.0006346121
a13	0.0003714056	0.003790885	0.99483633	0.0008309215	0.00017059446
a31	0.000111400834	0.0015330039	0.9974049	0.00081323634	0.00013747289
a20	2.7780136e-09	2.5277175e-05	0.9999492	2.2855635e-05	2.6033204e-06
a31	4.9034297e-05	0.00036153087	0.99516726	0.003587568	0.0008345821
a11	1.0312377e-09	1.51650665e-05	0.99996626	1.664612e-05	1.9273325e-06
a31	1.0826639e-05	9.858693e-05	0.9823387	0.014483963	0.0030678343
a39	4.4774224e-09	4.0539744e-05	0.99992764	2.820269e-05	3.567887e-06
a31	2.7401343e-06	2.8562115e-05	0.9022228	0.07783803	0.019907784
a41	5.7896408e-08	0.00015117247	0.9997477	8.6995366e-05	1.4007853e-05
a46	4.400925e-07	1.2323699e-05	0.69873464	0.21840395	0.082848616
a31	6.740032e-08	6.2039353e-06	0.6148455	0.26799846	0.11714974
</S>	7.665673e-06	0.0008073635	0.9923248	0.005221634	0.0016384989
