 	oggi	io	non	ho	cosa	da	fare	</S>
a46	1.536815e-06	9.436771e-07	2.745788e-07	9.517662e-07	1.5663438e-05	0.016399074	0.4715942	0.51198727
a27	0.0077451575	0.0038719596	0.0016012236	0.003692332	0.010785411	0.08922993	0.703262	0.17981198
a8	0.00066255307	0.00027244608	9.243302e-05	0.00025713933	0.0014610483	0.057283472	0.7348063	0.20516467
a28	0.005620623	0.0031745771	0.0013218658	0.0028673364	0.007578877	0.07004112	0.7135283	0.19586726
a31	0.0062633203	0.0035601186	0.0012789869	0.0028738703	0.008180994	0.060629524	0.6601136	0.25709957
a24	1.3570899e-07	3.796857e-08	9.630769e-09	3.660578e-08	5.862033e-07	0.000626454	0.81767726	0.18169557
a31	8.329876e-06	6.624185e-06	3.0145916e-06	4.5830247e-06	6.0206366e-06	9.894025e-05	0.18976009	0.8101124
a10	1.0343811e-08	2.7085074e-09	9.0143737e-10	3.4080159e-09	6.2476424e-08	0.0006911752	0.93959546	0.05971323
a20	6.0181756e-05	4.5591845e-05	2.4074709e-05	3.8604947e-05	4.8615093e-05	0.00030784582	0.28978083	0.70969427
a31	1.8758155e-05	1.8554138e-05	1.0080093e-05	1.3461899e-05	1.2316255e-05	0.000112144044	0.1991808	0.8006339
a39	1.2181459e-08	3.5070757e-09	1.3987378e-09	4.606079e-09	6.459922e-08	0.0005531504	0.9320916	0.06735516
a31	6.2339695e-06	7.816205e-06	4.8106685e-06	5.496131e-06	3.3142449e-06	2.1512868e-05	0.11256302	0.88738775
a18	3.5096377e-08	9.733075e-09	4.6566297e-09	1.5047677e-08	2.1933876e-07	0.0018843667	0.9282674	0.069847964
a31	7.745635e-07	1.4693153e-06	9.741328e-07	8.932652e-07	3.907824e-07	4.0662794e-06	0.064975314	0.9350161
a17	1.7208042e-07	5.613882e-08	3.070637e-08	9.0602896e-08	1.0328616e-06	0.0037647686	0.88634986	0.109884046
a31	4.6897934e-08	1.0483167e-07	7.1172664e-08	5.9419484e-08	3.1442575e-08	1.1757538e-06	0.05232354	0.94767493
a8	1.0531784e-06	5.299129e-07	3.194877e-07	7.8119115e-07	4.7872386e-06	0.0040994524	0.78552055	0.21037257
</S>	5.836884e-09	1.0900597e-08	7.818901e-09	6.778825e-09	5.4546843e-09	5.724038e-07	0.044319708	0.9556798
