 	se	aveva	visto	le	nuvole	le	nuvole	avrebbe	capito	che	stava	per	piovere	</S>
a46	1.2965122e-05	0.00021395544	0.00094959314	0.0009033747	0.0112226745	0.006332233	0.024570828	0.028576091	0.0139643205	0.0035830694	0.0010985794	0.0008327585	0.00026455245	0.907475
a31	0.03313892	0.09650938	0.15541981	0.087561	0.12603301	0.07391097	0.10198549	0.027252562	0.025128873	0.017197873	0.0007589575	9.945643e-06	9.856263e-05	0.25499463
a27	1.7262582e-08	2.4404105e-07	1.1233952e-06	1.8780239e-06	1.9695388e-05	2.0668105e-05	4.770825e-05	0.00020785669	0.0002409665	0.00013351289	0.0012148091	2.2858405e-05	9.233107e-05	0.9979963
a17	0.0024330604	0.0067356527	0.011677633	0.0072698197	0.009430509	0.006073965	0.0074951896	0.0026809252	0.0022075046	0.0014799186	0.00027714582	1.07115975e-05	7.1434326e-05	0.9421566
a31	0.0135600045	0.043669462	0.07711283	0.04745476	0.07085291	0.044952683	0.058925446	0.018016119	0.016894637	0.012219313	0.001229658	1.3264054e-05	0.0001494663	0.5949494
a24	2.5012106e-08	2.9466955e-07	1.1962159e-06	1.7397074e-06	1.3992326e-05	1.4473297e-05	3.042351e-05	0.00013069194	0.0001454276	8.451137e-05	0.0008074717	1.2575626e-05	9.854323e-05	0.99865854
a29	1.2795253e-05	7.604139e-05	0.00023849448	0.00019316468	0.00048405823	0.00035996173	0.00051780045	0.0006662597	0.00041062158	0.00017372334	0.00029837407	2.0054376e-05	4.9015172e-05	0.99649966
a38	0.004387045	0.011386896	0.017225338	0.008855716	0.011166386	0.0068751215	0.0086052	0.0031158347	0.002132119	0.0012485322	0.00019269879	7.195853e-06	5.7090434e-05	0.9247448
a31	0.015940735	0.03624843	0.050996378	0.024402557	0.029985338	0.017842816	0.022606606	0.0071199164	0.0050455513	0.0030567772	0.00033414498	9.556378e-06	9.506371e-05	0.78631616
a37	2.4422215e-07	3.2230885e-06	1.336411e-05	1.8370358e-05	0.0001126588	0.00011408641	0.00021298947	0.00091979385	0.0007678814	0.00038823663	0.0013169497	9.752042e-06	0.00012390448	0.9959985
a28	0.001655507	0.0044169067	0.0068984064	0.0038226398	0.004650194	0.0029775435	0.003585867	0.0013498311	0.000915478	0.00054385123	9.9355144e-05	4.6959153e-06	4.0111572e-05	0.96903956
a39	0.0034070262	0.00991312	0.015383891	0.00820378	0.011488855	0.0072515984	0.00927227	0.0038421913	0.0025011823	0.0013946936	0.00019816913	5.5463483e-06	5.0835926e-05	0.92708683
a18	0.0017048393	0.0054989657	0.009166778	0.0047019743	0.00701408	0.0043088053	0.0055875545	0.0025453647	0.0015122842	0.0007704621	0.00015510182	5.222226e-06	3.9339942e-05	0.9569892
a46	0.0056696516	0.015295137	0.023246	0.010885144	0.014544367	0.0085768085	0.011081467	0.004159662	0.002551197	0.0013430031	0.00020342904	6.661999e-06	4.835897e-05	0.9023891
a31	0.012813855	0.02986272	0.04220106	0.018838925	0.022970615	0.013397939	0.017215436	0.005860389	0.0036895175	0.001991399	0.00024867858	7.237488e-06	5.0609404e-05	0.83085155
a13	2.1758995e-06	2.755561e-05	9.955992e-05	0.00011759106	0.00055110274	0.00050137436	0.0008547805	0.0022430848	0.0015082485	0.0007040415	0.0007655603	3.716433e-06	3.6692403e-05	0.9925845
a39	0.00081228104	0.0023616182	0.0039580096	0.0020881973	0.0025901336	0.0016375232	0.0019858286	0.00085874525	0.0005361574	0.00029080373	9.4427975e-05	5.7352195e-06	3.2358395e-05	0.9827482
a31	0.0030425324	0.008547413	0.013512027	0.0063180747	0.008337365	0.004993794	0.0062920717	0.0026868607	0.0015333081	0.0007632188	0.00018168986	5.803256e-06	3.6302154e-05	0.9437496
a13	1.6545278e-06	2.6846072e-05	0.00012327483	0.00017138454	0.0009573381	0.00092644925	0.0016206544	0.005625108	0.0037221608	0.0016045956	0.0017037027	7.705434e-06	7.242967e-05	0.9834366
a11	0.0006818633	0.001808913	0.0030086897	0.0015757154	0.0018418396	0.001175525	0.0013962681	0.00063183013	0.0003971177	0.00021723035	9.134464e-05	6.99647e-06	3.502919e-05	0.9871316
a28	0.0012129983	0.004171828	0.007387764	0.0037694736	0.0054523717	0.0033885217	0.004298583	0.0023084087	0.0012609405	0.0005899528	0.00020053334	6.4006863e-06	3.4216475e-05	0.96591794
a24	0.002321499	0.0075978097	0.012916818	0.0061937254	0.008540305	0.0051008333	0.0066072163	0.002867196	0.0016649254	0.00082000374	0.00020210109	7.020063e-06	3.315779e-05	0.9451273
a18	0.0013026199	0.0028953694	0.0044551534	0.0017898757	0.0021811263	0.0012648371	0.0015269592	0.0006709253	0.00037401798	0.00019183452	0.00010487123	7.2459275e-06	4.8052072e-05	0.9831872
a31	0.0037127135	0.010208269	0.016582437	0.006981869	0.009385402	0.0053545763	0.007096672	0.0032240376	0.0018365921	0.00087189715	0.00026192563	1.0638015e-05	3.954591e-05	0.93443334
a13	1.4357306e-05	0.00017530708	0.00061232253	0.0006308919	0.0024012732	0.001988109	0.0031951729	0.0052669323	0.003086626	0.0013254508	0.0007000133	4.16807e-06	2.5042547e-05	0.98057425
a39	0.00022105848	0.00072405796	0.0013830966	0.000724611	0.00094922277	0.00060962554	0.0007420263	0.0004294806	0.00025344623	0.00012734966	0.00010829413	9.120771e-06	3.059153e-05	0.99368805
a31	0.00095213484	0.0029255704	0.005187941	0.0023968248	0.0031477076	0.0019141529	0.0023758004	0.0012949645	0.0007160095	0.00034045012	0.00021837733	9.570065e-06	3.425643e-05	0.9784862
a39	3.6121612e-06	6.203818e-05	0.00031978544	0.00044295023	0.0023161669	0.0021704098	0.0035807185	0.010384395	0.005823732	0.0021976342	0.0016065314	9.6337335e-06	5.8106165e-05	0.9710243
a17	8.913387e-05	0.00027525952	0.00055091083	0.00029898208	0.00038733205	0.00025815587	0.00030719925	0.00021643438	0.00012856092	6.463099e-05	9.864856e-05	1.3318356e-05	3.651839e-05	0.99727494
a31	0.00036763508	0.0011071143	0.0020952793	0.0010364562	0.001378347	0.0008945507	0.001119614	0.0008239345	0.0004979366	0.00024751294	0.00030285402	1.5302301e-05	3.366598e-05	0.99007976
a39	5.201595e-06	0.000117827956	0.0008154985	0.0013614662	0.008938926	0.008997367	0.015466024	0.05614325	0.030946616	0.010613799	0.0050685583	2.0966167e-05	0.000108381966	0.86139613
a31	1.6155747e-05	4.823054e-05	0.00010881584	6.842174e-05	9.931446e-05	7.337179e-05	8.7405715e-05	9.482907e-05	5.8285877e-05	2.939167e-05	0.00011288381	2.8682076e-05	4.743817e-05	0.99912673
a20	7.203948e-06	0.00016465416	0.0012510984	0.0021961762	0.015599622	0.016246714	0.028538788	0.10987935	0.059748825	0.019026453	0.007652904	3.0816074e-05	0.00011835314	0.739539
a31	2.3860705e-06	7.490778e-06	1.9731957e-05	1.6188076e-05	3.0605643e-05	2.6406167e-05	3.2775868e-05	6.4906126e-05	4.1991116e-05	2.0983898e-05	0.00019305527	6.664606e-05	5.736036e-05	0.99941945
a41	1.3713333e-05	0.00026613427	0.0019974068	0.0032837584	0.02269468	0.023133043	0.04104442	0.15771124	0.08024199	0.022806926	0.009085813	3.9849143e-05	9.980254e-05	0.63758117
a31	3.3323673e-07	1.2468266e-06	4.068875e-06	4.1324074e-06	1.1079405e-05	1.0716901e-05	1.4253779e-05	5.0002058e-05	3.0629693e-05	1.3250225e-05	0.00024608424	0.00012756849	6.3620675e-05	0.999423
a35	2.5513564e-05	0.0003760887	0.002595564	0.0038018816	0.0241427	0.023856709	0.042450648	0.17035063	0.08149116	0.020788528	0.010504122	5.6043536e-05	9.6929165e-05	0.61946344
a31	1.2179294e-07	5.1226397e-07	1.8440757e-06	2.2811112e-06	7.5819016e-06	8.142901e-06	1.1300427e-05	6.0210372e-05	3.7559686e-05	1.568191e-05	0.00043115407	0.0002112242	7.350843e-05	0.99913895
a1	4.696289e-05	0.0005509855	0.0034923514	0.004621474	0.02715789	0.025939696	0.046267956	0.18903323	0.08603653	0.02035148	0.011853851	6.730845e-05	9.2536946e-05	0.58448774
a3	7.129626e-08	3.1834816e-07	1.2808281e-06	1.6070302e-06	6.3117304e-06	6.8766053e-06	9.991386e-06	6.764305e-05	3.906689e-05	1.4226702e-05	0.0004676395	0.00022978673	7.513762e-05	0.99908006
a31	1.8271636e-06	1.1655574e-05	5.104339e-05	4.7388297e-05	0.00014777319	0.00012547904	0.00017341673	0.0005634199	0.0002809875	9.9643374e-05	0.0012049498	0.00010897661	8.6116874e-05	0.9970974
a20	2.7335165e-05	0.00030258758	0.0018822774	0.0024607223	0.013811335	0.013709821	0.024083616	0.114229985	0.054816958	0.013164359	0.013093443	0.000103941005	0.00014207877	0.74817157
