 	da	da	un	famoso	poeta	</S>
a31	0.0537945735	0.0312571346	0.015330166	0.89907297	1.224226455e-05	0.000532910375
a37	0.0299933225	0.0247242066	0.0495626176667	0.894949086667	0.00016966131455	0.000601106858333
a31	0.0658690498333	0.1281181742	0.184217325889	0.619877698889	0.000503300918183	0.00141443678611
a28	0.0859640959444	0.222822038067	0.406913615296	0.28156931963	0.00105564608606	0.00167524566204
a31	0.108989457981	0.234397332689	0.503588451765	0.149773484877	0.00142165692869	0.00182959465401
a20	0.25772956266	0.28636407423	0.358149343922	0.0827028422923	0.0048606238429	0.0101935407513
a13	0.402229230887	0.268072288077	0.179535746307	0.0647001664308	0.0204230376143	0.0650395185838
a39	0.460953616962	0.156768228359	0.0889808671023	0.12124709881	0.0425177678714	0.129532426195
a31	0.355192323654	0.133435498453	0.0881967357008	0.124100367603	0.0886514346238	0.210423632065
a35	0.220070382551	0.124184399484	0.0896186535669	0.178534330534	0.102914161541	0.284678057355
a31	0.202463167517	0.107836386495	0.0915592595223	0.240339856845	0.104630880514	0.253170465785
a17	0.212816865839	0.120268163832	0.101414876507	0.258389285615	0.107742540171	0.199368298595
a31	0.211296481946	0.127665369611	0.109509382169	0.258884508538	0.112433440057	0.180210852865
</S>	0.195332810973	0.145283049805	0.135456991084	0.213894944269	0.137613425028	0.172418821432
