 	vuole	pianto	</S>
a39	0.984499175	0.00831718475	0.0071836383
a31	0.986304341667	0.00906123441667	0.0046344347
a41	0.773801580556	0.223012587139	0.00318582403333
a31	0.467120126852	0.527236489046	0.00564339574444
a37	0.565324695617	0.427188141015	0.00748719234815
a11	0.817423585206	0.172312195005	0.0102642248827
a39	0.816232261735	0.134791985002	0.0489757549609
a31	0.729004520578	0.170538031667	0.100457444987
a46	0.582839373526	0.231364070556	0.185796538329
a31	0.423857324509	0.296786526852	0.279356122776
</S>	0.381375412255	0.314906228426	0.303718326388
