 	mio	fratello	non	mi	ha	mai	scritto	una	lettera	</S>
a23	0.139377045	0.03271245937	0.024626507975	0.12530332	0.136824425	0.011273498365	6.770286e-05	0.400192735	0.0828055815	0.046816737
a31	0.108817851667	0.0132772760367	0.00841087330833	0.0485154661333	0.054506098	0.00449062009833	2.86984947333e-05	0.513391025	0.172149873833	0.0764122423333
a28	0.067753593889	0.0392376370122	0.00872911843611	0.0367454628444	0.113001389	0.0102612427661	1.14795203111e-05	0.429171145	0.221493771278	0.0735951614444
a31	0.0506912026297	0.131567819004	0.0108571831454	0.0695943536148	0.293287699667	0.012703344422	8.1537131037e-06	0.2282884012	0.159281995759	0.0437198611481
a29	0.0610675202099	0.158734355001	0.00717689404847	0.104575842538	0.400048456556	0.0100530743073	1.34975433679e-05	0.0788991882667	0.135080560586	0.0443506170494
a39	0.08515686807	0.0951658113337	0.00512365721616	0.121231527513	0.392686922185	0.0125631314358	6.74286077893e-05	0.0302182767556	0.202766833529	0.0550195446831
a31	0.240728256023	0.135385148111	0.00845650460539	0.099171428171	0.282645637395	0.0109094004786	0.000243785302596	0.0123731589519	0.174536721176	0.035549975961
a39	0.477662602008	0.13961394037	0.00929770073513	0.0624583917237	0.141590859132	0.0103549348262	0.0025558213342	0.012527880684	0.121987740392	0.0219501647203
a41	0.498432100669	0.0600590544567	0.0112769057784	0.116494763908	0.113422243044	0.0142425736087	0.0103351355447	0.0320586195613	0.114840951797	0.0288377055734
a10	0.31956622689	0.0321683824856	0.0125157539261	0.179811361303	0.180376731015	0.0233870805362	0.0200041245149	0.0650429791871	0.119927532266	0.0471998618578
a31	0.181955062297	0.0423454551619	0.0107917499754	0.155249897101	0.190980652005	0.0471108395121	0.0190879861716	0.114147316396	0.178593577422	0.0597374832859
a18	0.181265220766	0.066728005054	0.0163518126585	0.115794527034	0.124969055668	0.060297916504	0.0346258190572	0.151862312132	0.158733050807	0.0893722904286
a31	0.214849360255	0.0821527716847	0.0413468648862	0.096841273678	0.0977441218893	0.0652441255013	0.0596772763524	0.133680400711	0.100467671936	0.107996110143
a3	0.207707056752	0.103227527228	0.0653631149621	0.0914358178927	0.0883652706298	0.0746066901671	0.0727081987841	0.111238878237	0.0903325239787	0.0950149100477
a18	0.180041665584	0.108825469076	0.0753298303207	0.0921356909642	0.0868130735433	0.080659798389	0.0856435695947	0.110157927412	0.0854276979929	0.0949653053492
a31	0.142251578528	0.104364973025	0.0878535204402	0.0969726569881	0.0935830665144	0.090009889463	0.0924054678649	0.103783494471	0.0924162259976	0.0963591537831
a23	0.142212399509	0.106962976342	0.0888565818134	0.096956301996	0.0934861861715	0.0902357011543	0.092554243955	0.10142629549	0.0917212853325	0.095588031261
</S>	0.159312209755	0.111635721171	0.0847454859067	0.095306677998	0.0904320160857	0.0864514475772	0.0903692969775	0.100931025745	0.0871512176663	0.0936648856305
