 	ho	cosa	a	fare	</S>
a23	0.64388403	0.31372695	0.02396413	0.00649842335	0.01192647705
a17	0.521083203333	0.34109441	0.109473276667	0.01503731045	0.01331177655
a31	0.307020207778	0.448762563333	0.221656032222	0.0163150026167	0.00624617281667
a8	0.384355205926	0.424212101111	0.178288475074	0.00979563200557	0.00334858133889
a31	0.645440525309	0.271871957037	0.072864782158	0.00625321333519	0.00356951007963
a13	0.811992008436	0.146052808012	0.0273801995193	0.0043498989784	0.0102250603599
a24	0.785484602812	0.076168069004	0.0220727565064	0.00919883652613	0.107075751453
a31	0.725817684271	0.0681787503347	0.0302983105021	0.0133066971754	0.162398597151
a13	0.614216754757	0.0671737821116	0.029180658834	0.0162794883918	0.27314930905
a31	0.382794961586	0.123090819371	0.074074247278	0.0661874394639	0.353852489683
a18	0.277501770529	0.188023966457	0.114863385759	0.107787663155	0.311823159894
a0	0.24358227351	0.191360762152	0.12769965192	0.123957251052	0.313400046631
a39	0.213818584503	0.186958050717	0.16175621064	0.157745587017	0.27972158221
</S>	0.203493232252	0.182584800358	0.17592973532	0.170331098509	0.267661151105
