 	quando	Giovanni	è	arrivato	è	arrivato	alla	casa	o	a	casa	ancora	e	cucina	</S>
a39	0.15267547	0.415488325	0.002340141595	0.0006449232705	0.00505083076	0.000585475557	0.0004466142485	0.000975562082	0.0145690925	0.0203340355	0.02523583465	0.0173030935	0.3194977575	0.0062004437	0.01865238
a31	0.0692761933333	0.228607025333	0.000865715361	0.000226519882833	0.00189226566	0.000211778489333	0.000167313579167	0.000346510026667	0.0142581945667	0.0209003341667	0.0251646100167	0.0171040526	0.587948019167	0.00787041503333	0.0251610463333
a8	0.0261685124111	0.083909340731	0.000504037219667	0.000308721239944	0.00291792888667	0.000264948412111	0.000135917060389	0.000680859153556	0.00571110962223	0.0211508357222	0.0166068964722	0.0681859989667	0.656802639722	0.0662911316778	0.0503611254444
a31	0.00959662103703	0.028379998297	0.000395324746556	0.000392113993315	0.00328933031222	0.000335364834037	0.000157344311796	0.000837525731185	0.00260060472408	0.0167326213274	0.0136085355907	0.107576911322	0.657590813241	0.106680213893	0.0518266801481
a20	0.00431441034568	0.010294620399	0.000623695622185	0.000383510021105	0.00348490435407	0.000342299714679	0.000242080168932	0.000943141357062	0.00121897204803	0.00713639466247	0.00642919436357	0.142685282107	0.68814137108	0.0918835679643	0.0418765783827
a31	0.00295602341523	0.00431282776633	0.000737011320728	0.000489535283702	0.00369634230469	0.00045810617156	0.000367431709644	0.00132895478569	0.00108266680601	0.00421609225416	0.00419923128786	0.145634195369	0.68665169036	0.106412265988	0.0374576451276
a13	0.00321887337174	0.00274320642211	0.000600371653576	0.000554570194567	0.00219369272156	0.000550133167187	0.000472227496548	0.00199083252856	0.001285176502	0.00290872935139	0.00294023479595	0.106518546456	0.739013196787	0.106586235329	0.0284239687092
a18	0.0187689377906	0.010612195874	0.00127342031786	0.000909763164856	0.00309371890719	0.000931847489062	0.000941584232183	0.00571425437619	0.00223271926733	0.00482824781713	0.00404569429865	0.094945752152	0.660701465596	0.126692038443	0.0643083475697
a31	0.0275606999302	0.015501278958	0.00306676893929	0.00373520312162	0.0059748752024	0.00376518436302	0.00356656214406	0.0094736391254	0.00730745542244	0.0119774486057	0.0120159131995	0.0915798040507	0.578528288532	0.158371762814	0.0675751558566
a20	0.0386079773101	0.0227080173193	0.0049791762131	0.00753738937387	0.00877756373413	0.00759473812101	0.00709618338135	0.0110976713751	0.0127661421408	0.0182703402019	0.0202426650665	0.0926072603502	0.520369449511	0.182592074271	0.0447534252855
a39	0.07346421577	0.0533211524398	0.00700675297103	0.012427579458	0.0113429669114	0.0126116633737	0.0116284257938	0.0142830167917	0.0187298653803	0.0248111730673	0.0281725190222	0.0745961824501	0.401477376504	0.207845694757	0.0482814557618
a13	0.10083233859	0.0837286728133	0.00903833532368	0.0177899908193	0.0138242566371	0.0181226457912	0.0164079129313	0.0180287855972	0.0263210007934	0.0338972206891	0.0389832780074	0.0749552574834	0.297984572168	0.203292248252	0.0467934802539
a31	0.07912351253	0.0729979862711	0.00999674944123	0.0275261806064	0.0144498072124	0.0283123155971	0.0231328389771	0.0183359228657	0.0371975125978	0.0423423788964	0.0494665916691	0.107891852494	0.267288587389	0.188106042751	0.033831687418
a18	0.0761855838433	0.086505898757	0.00981081714708	0.0359611768688	0.0135383200708	0.037481667199	0.027535173659	0.0161705962886	0.0467936661993	0.0471469986321	0.0572484175564	0.114575714165	0.220260822463	0.18704796425	0.0237371451393
a31	0.0790775276144	0.105986486252	0.0102625993824	0.0453608376229	0.0131794196903	0.049215385733	0.0292610828863	0.0150944864295	0.0667382540664	0.0541410652107	0.0770346538521	0.100540101388	0.151645460821	0.181691671417	0.0207709133798
a37	0.0537763422048	0.100263202084	0.0114827177941	0.0526619058743	0.0134781988968	0.0593401052443	0.0296099889621	0.0146806524765	0.0906705013555	0.0587025844036	0.102222162951	0.102661757129	0.111065601274	0.182288987139	0.0170952531266
a18	0.0492682320683	0.0962293073613	0.013734710598	0.0523744979581	0.0151116076323	0.0609188450814	0.0281198793207	0.0159817851588	0.111184090452	0.0574793084679	0.129484855984	0.0957021923763	0.075274693758	0.178494239046	0.0206417543755
a31	0.0461537593561	0.0998056524538	0.0189119751993	0.0511264106527	0.0199106468774	0.0598341583605	0.0297231091069	0.0205336223863	0.130092160151	0.0549971678226	0.163550161995	0.0904181141254	0.057816445586	0.134466113015	0.0226605497918
a20	0.047569920452	0.101241474151	0.0250343250664	0.0483982568842	0.0257533992925	0.0556402971202	0.0324102087023	0.0261417707954	0.135337376717	0.0508636879409	0.185588567332	0.0805016847085	0.0498501261953	0.107929807672	0.0277391449306
a31	0.0489410001507	0.0933167780503	0.0334763606888	0.0499133489614	0.0340384907642	0.0553192600401	0.0385373252341	0.0342963979318	0.125781132239	0.051555349647	0.182165742444	0.0735796249028	0.0497710053984	0.0937182825573	0.0355899116435
a29	0.0536582717169	0.0883062693501	0.0425867302296	0.0531351676538	0.0430190112547	0.0566834383467	0.0458212507447	0.0431851163106	0.109044840746	0.054177317549	0.161877797481	0.0688961816343	0.0537233137995	0.0819889628524	0.0438963628812
a31	0.058879017239	0.0783606197834	0.0501211514099	0.0569162962179	0.0504360214182	0.0592353777822	0.0521838235816	0.0505525437702	0.0955991352487	0.0576151595163	0.136715905827	0.0674190525448	0.0579026405998	0.0768272129508	0.0512360422937
a11	0.0623752107463	0.0747847399278	0.0553677591366	0.0598414400726	0.0556089031394	0.0613771625941	0.0567203645272	0.0556962082567	0.0861776614162	0.0603158395054	0.116237011942	0.0668943761816	0.0608326451999	0.0719785729836	0.0557920697646
a31	0.0646632522488	0.0704101246426	0.0587346213789	0.0618133123575	0.0589095817131	0.0628807408647	0.0596498848424	0.0589793707522	0.0803632584721	0.0621614878351	0.102270533981	0.0668451920605	0.0629103130666	0.0702323096612	0.0591760282549
a20	0.0652603427496	0.0687816728809	0.0605902794596	0.0629797674525	0.0607304552377	0.0638102169549	0.0612978282808	0.0607866035841	0.0774797174907	0.0632397672784	0.094900061327	0.0668981306868	0.0638394823555	0.0686846315537	0.0607210534183
a13	0.0627133519165	0.0578385729603	0.0531532138199	0.0585619768175	0.0534048950792	0.0605184323183	0.0546454444269	0.053567180528	0.0917605324969	0.0591956104261	0.125881700442	0.0735154202289	0.0709591974518	0.0693526555179	0.0549317954728
a20	0.0616737383055	0.0494156429868	0.0360478472733	0.0459915332725	0.0350992823597	0.0498546041061	0.0374236104756	0.035723348176	0.094755349499	0.0489665134754	0.134876980147	0.0955998034096	0.111858079151	0.105475251839	0.0572384021576
a31	0.0923442294352	0.0756721809956	0.0268261957578	0.0362670477575	0.0254093294532	0.0400552373687	0.0275676041585	0.0261841217253	0.0790483931663	0.0403252794918	0.113128596716	0.11518262447	0.137194856384	0.108850543946	0.0559437557192
a20	0.124451733145	0.0945341669985	0.0262685059193	0.0317851319192	0.0251869758177	0.0351793397896	0.0247903523862	0.0264559755751	0.0767471943888	0.0366995801639	0.117044885572	0.0980594588233	0.107380545461	0.101358941315	0.0740571852397
a46	0.0957090603817	0.0633395569995	0.0216480089731	0.0345326243064	0.0212968902726	0.0399903052632	0.0221737964621	0.0231444298584	0.0887129381296	0.0414865010546	0.125064385191	0.127995846941	0.10468161182	0.112521372438	0.0777026484132
a31	0.0795150927939	0.0578777856665	0.0202953243244	0.0377977001021	0.0208913437575	0.0435019914211	0.0243649658207	0.0220975862861	0.0928543960432	0.0434735860182	0.12826342173	0.17322124898	0.122554897273	0.083522066146	0.0497686061377
a46	0.115686560931	0.0750507172222	0.0305895107748	0.0393290467007	0.0314463222525	0.0427837261404	0.0319094476069	0.0323308900954	0.0835126770144	0.0425778103394	0.122119427243	0.130462502993	0.0998953524243	0.0659235820487	0.0563824487126
a31	0.114351881644	0.0728273257407	0.0461220619249	0.0496307112336	0.0470748874175	0.0514760420468	0.045935883869	0.0478000350318	0.0764247206715	0.0512695151131	0.104054365748	0.0856481009977	0.0785358474748	0.0638913256829	0.0649573149042
a15	0.090204398548	0.0681319935802	0.0548141673083	0.0573899270779	0.0552217348058	0.0585422900156	0.0550846109563	0.0555378143439	0.0757638735572	0.058165383371	0.0965142785827	0.0738721669992	0.0736718158249	0.0647220848943	0.0623634786347
a31	0.0817190881827	0.0658230228601	0.0581259557694	0.0602603073593	0.0583474482686	0.0611364510052	0.0585099826521	0.0585248091146	0.0750318891857	0.0607360527903	0.0925140228609	0.0699852639997	0.0722738486083	0.0650934482981	0.0619184278782
a22	0.0911009913942	0.0658448042867	0.0564959119231	0.0585353274531	0.0565950727562	0.0593543226684	0.056897494884	0.0567935703715	0.0729962243952	0.0593073392634	0.0908344376203	0.0690295846666	0.0773360295361	0.0674884380994	0.0613904559594
a31	0.0940139471314	0.0658027000956	0.056119629641	0.057979439151	0.0561755109187	0.0587285715561	0.0564826382947	0.0563789371238	0.0714482481317	0.0588423614211	0.0883245192068	0.0691401865555	0.0810503711787	0.0681115460331	0.0614013753198
a46	0.0766189990438	0.0662959486985	0.0611916002137	0.062179089717	0.0612216256396	0.0625598571854	0.0614142660982	0.0612986403746	0.0689406093772	0.062522273807	0.0773057197356	0.0694634055185	0.0795454500596	0.066209322011	0.0632331717733
a31	0.0707177130146	0.0659571162328	0.0636655480712	0.064278383239	0.0636864038799	0.0645074040618	0.0638167020327	0.0637200301249	0.0682988764591	0.0644311346023	0.0732086699119	0.0684786418395	0.0745499316865	0.0661408406703	0.0645426205911
a18	0.0688417843382	0.0658109220776	0.0643194793571	0.0648506827463	0.06433486996	0.0650424163539	0.0644621606776	0.064353943375	0.0681920654864	0.0649483382008	0.0722348866373	0.0682463722798	0.0733040305622	0.0662146502234	0.0648434268637
a31	0.0681255881127	0.0657402106925	0.0645279197857	0.0650571492488	0.0645419419867	0.0652449887846	0.0646755735592	0.0645564944583	0.0683205918288	0.0651376594003	0.0722531722124	0.0681034357599	0.0725057001874	0.0662834334078	0.0649261356212
a18	0.0682365360376	0.0658547735642	0.0645389565952	0.0650535964163	0.0645509073289	0.0652351829282	0.0646842945197	0.0645641014861	0.0682068972763	0.0651325831334	0.0720030340708	0.06807920192	0.0725642983958	0.0663552078026	0.0649404052071
a24	0.0702201240125	0.0608244145214	0.0578532368651	0.0597883388054	0.0578687647763	0.0604680059761	0.0584108098399	0.057910896162	0.0717969157588	0.0601248543778	0.0861160696903	0.0782200173067	0.0928412111319	0.0675173526009	0.060038991069
a31	0.0688836233375	0.0582965981738	0.054661977955	0.0571569729351	0.0546760079254	0.0580289803254	0.05538856028	0.0547251017207	0.0725706619196	0.0575877324593	0.0909527148968	0.0842080657689	0.108706127044	0.066745345867	0.0574115476897
a41	0.0746739557792	0.0632387710579	0.0596132303183	0.060737572645	0.0596072533085	0.0611384367751	0.0599237734267	0.0596342779069	0.0677968339732	0.0609621751531	0.0762560582989	0.0755826872563	0.094606864348	0.0648723636223	0.0613557305632
a31	0.0777513252597	0.0658692970193	0.0625075467728	0.0630592658817	0.0624935544362	0.0632636755917	0.0626442358089	0.062511773969	0.0666473896577	0.063185655051	0.0709561277663	0.0700168177521	0.080122880116	0.0652040712074	0.0637663555211
