 	l	ho	sentito	che	veniva	</S>
a41	0.744995665	0.0869723325	0.00012448222	0.0108655704	0.0425523649	0.11448955824
a31	0.470121508333	0.362358249167	9.00584810667e-05	0.00979548004333	0.0432030313	0.11443168957
a24	0.249043032778	0.692588573056	7.00497580889e-05	0.00356846843778	0.0165199955333	0.0382099001233
a15	0.323025220926	0.646318964352	0.00210754464603	0.00259438265926	0.0108627199444	0.0150911868178
a28	0.406540873642	0.482648151451	0.0263518606487	0.0127335825531	0.0315847043148	0.0401408522726
a0	0.393612014547	0.31763155715	0.0794210968829	0.0292769665177	0.0752662964383	0.104792087424
a31	0.552230894849	0.169945302383	0.078385945961	0.0274040318392	0.0720021168128	0.100031728475
a11	0.605708751616	0.103332394128	0.0538181503203	0.0260317902797	0.0664023169376	0.144706615492
a31	0.407630480539	0.112978584709	0.0903304214401	0.0714462900932	0.110112932313	0.207501295164
a39	0.302037446846	0.13687286157	0.123882323813	0.116343506698	0.135283767438	0.185580105055
a20	0.259606645615	0.142724530523	0.137389341271	0.133762355566	0.145687099146	0.180830061685
</S>	0.230498702808	0.150654905261	0.146550635635	0.144248042783	0.152206999573	0.175840765842
