 	deve	essere	bianco	</S>
a31	0.0050402819	0.00063825403	0.98334527	0.0109762635
a11	0.00310802798	0.00049562522	0.984640556667	0.0117558731667
a31	0.00229516874	0.000521357303333	0.980978135556	0.0162053743889
a37	0.00290296244667	0.00123800426778	0.966112528519	0.029746522463
a31	0.00357435684889	0.00358098455593	0.908292796173	0.084551870821
a37	0.014450043283	0.0345991219853	0.746879785391	0.20407104694
a31	0.0206145300943	0.0643316686618	0.59207094513	0.32298284898
a20	0.0580968833648	0.112411756221	0.47957993171	0.34991140966
a31	0.0910423777883	0.17741364874	0.39373551057	0.337808456553
a0	0.138113885929	0.209118392913	0.337862483523	0.314905225518
a31	0.201768318643	0.232549424304	0.287033001174	0.278649241839
a20	0.223268262881	0.243551118101	0.268337850391	0.264842760613
a18	0.253788704294	0.245537099367	0.251971086797	0.248703100204
</S>	0.270918737147	0.245767664684	0.243764513398	0.239549080102
