 	Marika	tu	hai	mangiato	</S>
a8	0.99745557	0.0009591955452	0.00018427817574	0.00019034597691	0.001210667305
a31	0.99516817	0.00161851521187	0.000142022742407	0.000410671150243	0.00266060007167
a24	0.98696989	0.00211117033729	0.000435494084136	0.00144931768341	0.00903410745722
a31	0.866023883333	0.0273028785458	0.0135154893114	0.0206484751611	0.0725092928191
a28	0.672075947778	0.0782903745153	0.0366223184371	0.0571772100537	0.155834194273
a31	0.589446982593	0.0808185681718	0.043346233479	0.0627667146846	0.223621521424
a3	0.634873794198	0.0527108867239	0.049413416493	0.0568550845615	0.206146779141
a18	0.639613964733	0.0617199395746	0.0610065621643	0.0635485531872	0.174110935047
a31	0.500273798244	0.106393219858	0.0999575540548	0.100550584396	0.192824811682
a23	0.362939176081	0.150509556619	0.148794248018	0.149105681465	0.188651310561
a31	0.281071682027	0.17544681554	0.173901266006	0.174024477155	0.195555750187
a20	0.232833574009	0.189594118513	0.190151138669	0.190228745718	0.197192426729
</S>	0.222870622005	0.192741959257	0.193158999334	0.193209022859	0.198019403364
