 	che	non	li	aspetiamo	</S>
a20	0.064728722	0.00090547915	0.00171557798	0.89402368	0.0386265145
a8	0.0569689011667	0.00132249235	0.00160719376	0.902374096667	0.0377273045667
a7	0.0344188258889	0.00688673758333	0.00160248092	0.941286615556	0.0158053562556
a35	0.0446553236296	0.0325718111944	0.0105370908733	0.887026215185	0.0252095917519
a46	0.11890980121	0.0842191037315	0.0836410729578	0.602183071728	0.111046938584
a31	0.20039501707	0.0984060095772	0.126462100986	0.348701480576	0.226035372861
a11	0.197541859023	0.105020688192	0.121656313662	0.237664295859	0.338116830954
a31	0.189739223008	0.157229896064	0.164869071221	0.14639980762	0.341762006985
a0	0.166688547669	0.218118958688	0.221683577074	0.120082253873	0.273426692328
a31	0.15498976589	0.233527016229	0.235114425691	0.129182042624	0.247186774109
a30	0.17622328863	0.22059532541	0.221316621897	0.163873554208	0.217991194703
a0	0.17997172621	0.218268881803	0.218560387299	0.174332224736	0.208866731568
a31	0.191393398737	0.208029277268	0.208133662433	0.189596821579	0.202846830523
</S>	0.196049254369	0.203873238634	0.203943531216	0.19518446079	0.200949545261
