 	oggi	io	non	ho	cosa	da	fare	</S>
a46	0.590530155	0.32459922	0.023863803	0.0303929545	0.0077469437	0.00303345785	0.01346431395	0.006369179985
a27	0.474895808333	0.221863273333	0.056849417	0.0821935411667	0.125535345033	0.00727793728333	0.02228235965	0.00910235766167
a8	0.281633049444	0.243856834444	0.0796824623333	0.126462363722	0.186843785011	0.0152659950944	0.0515328188833	0.0147226988872
a28	0.230264623148	0.454567411481	0.0451977547778	0.0725380082407	0.0883510006703	0.0155476216981	0.0634339329611	0.0300996146291
a31	0.189850634383	0.614734083827	0.0300744642593	0.0325190297469	0.0356679208901	0.00991500689937	0.0441625096537	0.0430763398764
a24	0.239746204794	0.532521117942	0.0466210234198	0.021572713249	0.0204374712967	0.0111691672998	0.0577922452179	0.0701400866255
a31	0.230480934931	0.539077182647	0.0578719228066	0.0246318677497	0.0166603330989	0.00955306793327	0.0560232870726	0.0657014232085
a10	0.257647754977	0.531700007549	0.0577046172689	0.0334705485832	0.023024800033	0.00800488681109	0.0475339276909	0.0409134704028
a20	0.302484278326	0.405074582516	0.0957002870896	0.0558570821944	0.034888498011	0.0116536502704	0.058244250897	0.0360974198009
a31	0.215888436109	0.508230160839	0.0935495256965	0.0770723407315	0.0353876850037	0.0098859047568	0.0409548689657	0.0190311358336
a39	0.205912568703	0.616899203613	0.0442753642322	0.0697394435772	0.0290635683346	0.00610412381893	0.0170838954552	0.0109218711779
a31	0.217424772901	0.589627017871	0.0350239337441	0.0782319845257	0.0377747321115	0.0111093438396	0.0154698502851	0.015338398726
a18	0.185275620967	0.611987072624	0.031230307248	0.0806181925086	0.0378604487038	0.0149968432799	0.0173072677617	0.020724282242
a31	0.146780040322	0.566903334208	0.0446828817493	0.0758818518362	0.0475053082346	0.03692238976	0.0378147772539	0.043509426414
a17	0.139213610107	0.485412554736	0.0612273672498	0.0770604472787	0.0618703994115	0.05660249792	0.0574278837513	0.0611852354713
a31	0.133765336702	0.406131641579	0.0764313224166	0.0854236057596	0.0756020964705	0.07283695564	0.0732404859171	0.0765685731571
a8	0.134862338901	0.304922470526	0.0927625174722	0.10117107192	0.0930036421568	0.08985773688	0.0902120353057	0.0932082290524
</S>	0.14412626945	0.308109935263	0.0900002037361	0.10188821596	0.0909971060784	0.08675739344	0.0867483476528	0.0913725795262
