 	hai	già	mangiato	</S>
a38	0.3258430424	0.22926332	0.00593230165	0.43896137
a31	0.1128953064	0.229819753333	0.00904863398333	0.64823635
a20	0.0618568861333	0.421175164444	0.0438635259944	0.473104436667
a31	0.0617034220444	0.691384834815	0.0694565639981	0.177455163222
a27	0.0673587740148	0.756263844938	0.061843954666	0.114533398741
a31	0.0687185613383	0.565906904979	0.226662031555	0.138712482914
a20	0.0660400071128	0.303550478326	0.335390757185	0.295018757638
a31	0.117977072371	0.218128872775	0.281269812395	0.382624235879
a39	0.17886899079	0.222295447592	0.261528160798	0.33730738196
a20	0.184752023597	0.208557155864	0.245818626933	0.360872183987
a10	0.147114203199	0.187490921955	0.282895212311	0.382499651329
</S>	0.1139692146	0.173853300978	0.310083736156	0.402093725664
