 	l	ho	sentito	quando	veniva	</S>
a31	0.914325295	0.082541045	5.74199645e-05	0.0006447298	0.0021428678	0.0002887126
a46	0.631843277333	0.365414068333	4.20927845e-05	0.00046356562	0.00201807208333	0.000218953666333
a41	0.369706328111	0.627255122778	0.0004373808815	0.000345600243333	0.00165720584444	0.000598383395111
a31	0.35166661937	0.628877274259	0.0105276558605	0.00168790556444	0.00525514828148	0.0019854417317
a24	0.47816459979	0.467850788086	0.0194424252868	0.00473975238815	0.0154110437605	0.0143914202439
a31	0.63393504993	0.245262762695	0.0317038950956	0.019565160796	0.0339807985868	0.0355523200813
a15	0.67162186331	0.162855896232	0.0377095960319	0.0287849792653	0.0422525148623	0.0567751266938
a46	0.63362998777	0.114310000744	0.0488348580106	0.0438378220884	0.0587767662874	0.100610538898
a31	0.43577139259	0.135904726915	0.0945612143369	0.0909054306961	0.102929353429	0.139927849633
a0	0.341327000863	0.147318362305	0.119572254779	0.117090996899	0.12495631781	0.149735079878
a41	0.312035296954	0.147977094102	0.126432391593	0.1247599623	0.131608135937	0.157187153293
</S>	0.272890553477	0.154663122051	0.135840380796	0.13444134115	0.140289937968	0.161874681646
