 	Marika	non	ha	mangiato	mai	un	rustico	</S>
a8	0.82329555	0.0487954845	0.0766807075	0.0033027786585	0.03599741245	0.0090328433	5.52061105e-05	0.00284000195
a31	0.776630396667	0.0549324545	0.109768565833	0.00114238877183	0.0180397071167	0.0374658326333	4.86839305e-05	0.00197200985
a20	0.493856005556	0.0511286098333	0.107472454711	0.000621320803943	0.0200771473722	0.317649287544	0.000371277656833	0.00882393218333
a31	0.340231488519	0.0225650332778	0.042553964337	0.000723030954648	0.0193199744574	0.548455919181	0.000747288852278	0.0254033497278
a37	0.261823191173	0.0556269227593	0.0347750914457	0.00150045230488	0.0778652618191	0.51150926306	0.00159156868409	0.0553083012426
a14	0.122882375391	0.0893768459198	0.0440326744819	0.00247531583496	0.129889038606	0.46660924102	0.00225188662803	0.142482667081
a10	0.0817742734637	0.113004780307	0.0511119221606	0.00350029214499	0.103510077535	0.30957859034	0.00207182820934	0.335448255694
a31	0.0863967628212	0.105462133436	0.0571587407202	0.006247653715	0.175514015845	0.223728380113	0.0147585824031	0.330733707231
a37	0.341109387607	0.070697827812	0.0465978302401	0.006308833005	0.192626238615	0.185500461704	0.019409559101	0.13774983941
a10	0.659568695869	0.060975836604	0.0313336857467	0.00454158210167	0.102036756205	0.0745259422347	0.0100687393337	0.0569487068033
a14	0.821726981956	0.034833074568	0.0213941707822	0.00317437287389	0.0557078315017	0.0319286303016	0.0059193601679	0.0253155128444
a0	0.924311977319	0.019372549556	0.0131646454607	0.0010958236493	0.0203917381339	0.0110766209805	0.00202336385697	0.0085632512548
a20	0.93008438244	0.0232660475187	0.0239148338202	0.000445016487767	0.0137684319113	0.00478982431683	0.000713080756657	0.00301838474827
a33	0.90926051748	0.0401778321729	0.0290932749401	0.000472311749256	0.0155187143038	0.00351646977228	0.000395060955552	0.00156584514942
a20	0.89177613916	0.0546374957243	0.0332414053134	0.000644648183085	0.0150222166013	0.00289958049076	0.000441969295184	0.00133658444981
a31	0.916634793053	0.0381662189081	0.0319843207711	0.000439313420362	0.0100182560338	0.00162655227025	0.000325571301928	0.000805012894603
a0	0.941903544351	0.0204148173027	0.0234623815904	0.000681265532787	0.00874573101127	0.00298942429675	0.000579620470843	0.0012232127762
a41	0.889116764784	0.0338817797676	0.0480440128635	0.00226108954426	0.0164329013371	0.00591813076558	0.00132126089028	0.0030240423254
a31	0.814146758261	0.0501098382559	0.0848079676212	0.00352977874809	0.030546207779	0.0119765065885	0.00151156429676	0.00337136877513
a37	0.81163333942	0.046379345752	0.0860051072071	0.0034719616827	0.0333491659263	0.0144183341962	0.00169384903225	0.00304887435838
a31	0.79748101314	0.0547792649173	0.0760977504024	0.0055619306609	0.0261285103088	0.0205747300654	0.0112873868441	0.00808940111946
a18	0.72705492438	0.0740842333058	0.0860960484675	0.011068971887	0.0360503357696	0.0310261246885	0.0192460082814	0.0153733597065
a8	0.661729928127	0.0726269967686	0.105753864489	0.0242537382957	0.0478727235899	0.0359499912295	0.0255541477605	0.0262586122355
a20	0.663300022709	0.0579004102562	0.118860901496	0.0296607727652	0.0420105151966	0.0320347830765	0.0276405155868	0.0285921004118
</S>	0.701990181354	0.0490442086281	0.119426700748	0.0251015853826	0.0350068560983	0.0247205480382	0.0221044037934	0.0226055647059
