 	tutto	il	cibo	vuole	girato	</S>
a31	0.0509252995	0.208874665	0.30117206	0.08821837	0.349009815	0.0017998376
a8	0.0483071581667	0.136692709667	0.201136611667	0.0847984813333	0.523944421667	0.00512064296667
a31	0.0593288237222	0.095844855889	0.132528238889	0.0443037544444	0.661304310556	0.00669005342222
a29	0.0558546599074	0.0691797194963	0.090858530963	0.0225188581481	0.758179610185	0.00340862646741
a20	0.228488318636	0.0542211726988	0.0421411246543	0.0391607683827	0.633884043395	0.0021045495158
a39	0.403547626212	0.0625331032329	0.0293533692181	0.0527219011276	0.449870047798	0.00197392487193
a31	0.457691328737	0.0912524800776	0.0407029390727	0.0474795420425	0.358446327933	0.00442737952398
a0	0.614651176246	0.106984890026	0.0459137410242	0.0431802913475	0.183563617978	0.00570630237466
a31	0.654821858749	0.128733746675	0.0542376936747	0.0460098994492	0.112238429326	0.00395839685822
a24	0.680901372916	0.138993085558	0.0608397398916	0.0435340304831	0.0716912837753	0.00404054148607
a36	0.685940577639	0.100456975186	0.109392105297	0.0255976364944	0.0705173652584	0.00809539682869
a11	0.587855609213	0.0905052197287	0.174342561766	0.0187562379981	0.118477571753	0.0100628066096
a17	0.456930846404	0.0801110579096	0.167543893922	0.015368369166	0.269811003918	0.0102348118699
a31	0.344072608801	0.121775679303	0.198067044641	0.026433392722	0.293468214639	0.0161830629566
a6	0.3218255696	0.130054450768	0.214245141547	0.0310518109073	0.282703071546	0.0201199549855
a31	0.4070863232	0.107732814589	0.168047213849	0.0304617636358	0.263646678515	0.0230252019952
a24	0.469111001067	0.15828574153	0.19800409795	0.0251943622119	0.122566816505	0.0268380059984
a6	0.409018420356	0.172654743843	0.27914366265	0.0173481470706	0.0730720395017	0.0487630519995
a31	0.443424500119	0.128190211281	0.238280830883	0.0368931260235	0.0907298448339	0.0624815753332
a46	0.46457982004	0.13395983376	0.211275910294	0.0413731913412	0.088888378278	0.0599229231111
a39	0.37075940668	0.178718284587	0.249524246765	0.0311597247804	0.069286289426	0.100552091037
a31	0.388047148893	0.165453494862	0.208124372255	0.0453407849268	0.0812010618087	0.111833203679
a41	0.372389906298	0.152129754954	0.232000927418	0.0451830666423	0.0806752716029	0.11762113456
a8	0.305670675433	0.162151074985	0.314259362473	0.0315930118808	0.0655187895343	0.12080712152
</S>	0.322662812716	0.157908787493	0.336038891236	0.0293181129404	0.0604754747671	0.09359593576
