 	i	piccoli	i	bambini	non	possono	mangiare	il	gelato	prima	di	mangiare	prima	di	mangiare	</S>
a23	0.199614695	0.00052321701268	0.002671446809	8.8200256225e-05	0.000404962070775	0.0157228341	0.02398724165	0.02319301535	0.0474373885	0.0010761911625	0.014224734	0.013925584	0.000593704428	0.0670608015	0.572290685	0.0171852535
a31	0.0805571935	0.000174816314897	0.000905183342233	2.9423799006e-05	0.000135571344975	0.00550279728333	0.00880823798333	0.00864681045	0.0341574568333	0.0003746649755	0.00878001013333	0.009339696	0.000236627551333	0.0663782236667	0.758621528333	0.0173517395
a37	0.0274480812867	6.15134425157e-05	0.000304612919511	1.01844200163e-05	6.23929441917e-05	0.00473605461111	0.0157837699944	0.00691046058333	0.0456664456111	0.0001903091715	0.00573738051111	0.0059593497	0.000197900353778	0.0307476687222	0.845674109444	0.0105097885
a31	0.00958223553557	3.72097171719e-05	0.000147260758704	1.97247822388e-05	0.000126275106397	0.00514188233704	0.0235215933315	0.0207700968611	0.0483249948704	0.000835027723833	0.00978489683704	0.0114280989333	0.00335564803126	0.0485860009074	0.809351683148	0.0089873985
a24	0.00338138819086	5.88890300573e-05	0.000136762292901	3.90570907463e-05	0.000282304765466	0.00287253001235	0.0155729756438	0.023869630487	0.0278108094568	0.00112289572128	0.0102045875457	0.0136907299778	0.00554363601042	0.0894170753025	0.793850141049	0.0121466361667
a46	0.00120453335595	5.59604113524e-05	0.0001099277193	3.49730022488e-05	0.000273933485155	0.00152500275745	0.0077830837146	0.011026683529	0.0192209999856	0.000535472727093	0.00795908511523	0.0094673449926	0.00330911645014	0.229572855101	0.69280302035	0.0151180610556
a31	0.00070418181865	4.05863341175e-05	0.0001694761681	5.76841140829e-05	0.000272514108385	0.00111160403915	0.00413795197153	0.00668666590967	0.0264054353285	0.000374800659031	0.0104269563717	0.0116891946642	0.00152733069671	0.2738602317	0.647188946783	0.0153464640185
a39	0.000767846506217	4.62228703725e-05	0.0003294916227	7.94129556943e-05	0.000370010969462	0.000995136279717	0.00253617952384	0.00474915133656	0.0329928564428	0.000341738046344	0.0122496594572	0.0158188078881	0.000809856808903	0.261541000567	0.640038282261	0.0263343340062
a8	0.000947770635406	4.68325777908e-05	0.0004643822909	6.90624728981e-05	0.000383113269821	0.000717807539906	0.00161388974128	0.00309515467885	0.0382686701476	0.000244849765448	0.0193428308191	0.019791463296	0.000457720346301	0.393095856856	0.487866014087	0.0335945446687
a3	0.0020553641118	5.04134755969e-05	0.000566617913633	7.54176242994e-05	0.00044452896994	0.000781323826635	0.00195469571376	0.00422919022628	0.0680576400492	0.000294335831816	0.0505709079397	0.0299658077653	0.0003677599821	0.455404065619	0.361552658029	0.0236292312229
a31	0.0021994962206	0.000131059350532	0.000892041237878	0.000158924321433	0.000895013156647	0.00321620560888	0.00767103757125	0.0143810103088	0.0904425920164	0.000790467920605	0.0666864033132	0.0438786409218	0.000951479694033	0.339490665206	0.41370048601	0.014514489641
a10	0.00212583905687	0.000147263928844	0.000839426789293	0.000176931546144	0.000956059878882	0.00380910262963	0.00881549280708	0.0157447630363	0.0831938126721	0.000883615040202	0.0572514817711	0.0418447689739	0.00107209896801	0.313871451735	0.44782832867	0.021439629447
a3	0.00706629955229	7.6786784948e-05	0.000465764533098	0.000170171477715	0.000694307586294	0.00167969263654	0.00361484368569	0.00642289284543	0.124335594224	0.000636376246734	0.11131741059	0.043525956658	0.000596356476003	0.372089833912	0.301157136223	0.0261506338157
a39	0.0143643605174	6.76743916493e-05	0.000396981784366	0.000250806215905	0.000874739928765	0.00118582102218	0.0022187325619	0.00382947084848	0.155561138075	0.000835077748911	0.17821781353	0.048453908886	0.000590536942001	0.341153801304	0.234159225408	0.0178399731052
a31	0.0118071836191	0.00012763940055	0.00107479047479	0.000459258671968	0.000975587896255	0.00189689181739	0.00395610672063	0.00932558161616	0.124250989358	0.0011960484163	0.135696598177	0.0473764876287	0.000929063014	0.309967260435	0.336787528469	0.0141730185351
a27	0.019297126653	0.00014197761185	0.00127927627826	0.000478825583989	0.000816823318752	0.0020325157058	0.00446101577354	0.0113661569387	0.113708593119	0.00120805891877	0.131476549726	0.0484173152096	0.000940969594667	0.299905710145	0.347944896156	0.0165241785117
a7	0.025392142551	9.83959356167e-05	0.000701805832753	0.000423977367996	0.00106304447292	0.00138969180193	0.00271132565785	0.00612782204623	0.12727027104	0.00133712128626	0.181692726575	0.0435008220699	0.000857333121556	0.335642693382	0.255692968719	0.0160978526372
a31	0.0123638181503	0.000204321845206	0.00168046109758	0.000829016402665	0.00138711439097	0.00223234973398	0.00480915341928	0.0117984590154	0.12195039868	0.00216881716209	0.128249701858	0.0427728530233	0.00161478804052	0.329839824461	0.327395212906	0.0107037240124
a20	0.0335386583501	0.000244647960402	0.00198809113253	0.000904242190888	0.00122754806366	0.00230072231133	0.00542674547309	0.0143803309051	0.166465251227	0.0024633320207	0.157007243619	0.0509430993411	0.00176895958017	0.251210911487	0.298889094302	0.0112411190041
a3	0.0496916237834	0.000198459635467	0.00120700144418	0.000817642353629	0.00157147578789	0.00190033500378	0.0041614201577	0.0100330252017	0.209789903742	0.00323507934023	0.247272937873	0.0526794081137	0.00192009986006	0.199054017162	0.206508614767	0.00995893716803
