 	non	ha	da	mangiare	</S>
a31	0.0119328298	0.162054135	0.0141596543	0.80705277	0.00480056015
a20	0.00554469466667	0.114480720667	0.00712903093333	0.870052036667	0.00279350020667
a31	0.0915916617556	0.169222272556	0.0248507986111	0.710755178889	0.00358012499222
a41	0.175004423919	0.337824657519	0.0482719478704	0.43068851963	0.00821046219741
a10	0.127822009973	0.452156419173	0.0451267976235	0.35712044321	0.0177742883991
a31	0.0668982816577	0.597444423058	0.0308253468745	0.27683148107	0.0280004264664
a15	0.0507753148859	0.516553881019	0.0431750482915	0.284318007023	0.105177720489
a31	0.0603955362953	0.274032003673	0.0838109427638	0.366684539008	0.215076953496
a39	0.0912829220984	0.278781094558	0.103038538921	0.290589039669	0.236308394499
a37	0.127701234033	0.330177181519	0.11796578764	0.193231236556	0.230924558166
</S>	0.140935302017	0.30937875576	0.13483030882	0.174327333278	0.240528304083
