 	la	donna	è	capace	pulire	deve	pulire	la	casa	ogni	giorno	</S>
a31	0.058426125	0.354382845	0.003539263365	0.246638755	0.0474672845	0.0001903308025	0.034905686	0.02635895135	0.00255746205	0.05571712315	0.00636374628	0.1634524345
a24	0.0350782559	0.260796963	0.001280029943	0.143436668333	0.0369568845	0.0009779278825	0.0673539383333	0.04407095035	0.0388465654167	0.166829387717	0.0102178020933	0.1941546315
a31	0.0128796982833	0.0954049625467	0.000512779885667	0.0831434244443	0.0312652873333	0.00151088979417	0.0760966879778	0.0505521483833	0.0593155888056	0.469603539239	0.0134708570311	0.106244162167
a8	0.0048317631111	0.0329682158956	0.000290040671889	0.0374812716481	0.0214881129444	0.00162470819806	0.0380435938593	0.0227057800611	0.0396772432685	0.69338916308	0.0131432334437	0.094356892389
a20	0.00240242463703	0.0122638460319	0.000228421697296	0.0288365830494	0.0183004843481	0.00141614151602	0.0243857039664	0.011471363587	0.0238876277895	0.759570271027	0.00765464941457	0.109582437463
a31	0.00387653544568	0.0075775295773	0.000168300220765	0.0250777240165	0.00700563224937	0.00113149888867	0.0107792825688	0.00663219599567	0.0122128382965	0.856788657009	0.00599180813819	0.0627579640543
a8	0.00517411491523	0.00664640012577	0.000266572105255	0.0453557436722	0.00369016121646	0.00106665348289	0.00678361965627	0.00546437646522	0.0089422740655	0.842594072336	0.00610362134606	0.0679123995848
a31	0.0117225878384	0.0105509823086	0.000383533835085	0.0617314502241	0.00388102810549	0.0019797099143	0.0112172014521	0.0103917510551	0.0123901309885	0.800199244112	0.00569538858202	0.0698570126949
a20	0.0179256509461	0.0143283241029	0.000675703945028	0.0572906590747	0.00415681283516	0.00296074790477	0.0156020281507	0.0159686980184	0.0147538060628	0.802904448037	0.00941036086067	0.0440228197316
a31	0.0179527693154	0.0153995190343	0.00105061238168	0.0499169203582	0.00462025861172	0.00906070123492	0.0310797797169	0.0364765690061	0.0217704347543	0.753633582679	0.0219335859536	0.0371053329105
a20	0.0324573241051	0.0252692243448	0.00190319176056	0.0444523681194	0.00639361873724	0.015458121745	0.045513203239	0.056708443002	0.0295858592514	0.663975350893	0.0374379736512	0.0408453813035
a41	0.058926410035	0.0427633361149	0.00416668555352	0.0529062357065	0.00891183191241	0.0214627495817	0.0592325610797	0.076722804334	0.0351806544171	0.538306473631	0.0461200962171	0.0553001904345
a11	0.103198780012	0.069599056705	0.00722119601784	0.0664580575688	0.0103339601375	0.0251630501939	0.0760651286932	0.0975314414447	0.043720238139	0.401594044544	0.044366783739	0.0547482424782
a6	0.107159226004	0.066857472235	0.0113451600059	0.181707442523	0.0150407028792	0.016382129198	0.0644002445644	0.0812641518149	0.046699552713	0.309013701515	0.0300890262463	0.0700411664927
a31	0.0571553513347	0.0349447224117	0.0135837036686	0.320433407508	0.0227283586264	0.00769129143267	0.0700545715215	0.088715278605	0.0470701522377	0.242107060505	0.0174443569154	0.0780717374976
a24	0.0622914737782	0.0422165074706	0.0150851652229	0.337568942503	0.0208483132088	0.00493269104422	0.0695362598405	0.0920147962017	0.0390498507459	0.240315296835	0.0117530611385	0.0643876544992
a31	0.0624178560261	0.0432041138235	0.0123090020743	0.228395270834	0.0158491224029	0.00930472868141	0.0609245892802	0.0736477954006	0.056987593582	0.385498682278	0.0134570020462	0.0380042836664
a8	0.0880181067754	0.194967057608	0.0072938763581	0.116037346945	0.0121531325676	0.0108111092271	0.0553327587601	0.0606293118002	0.057304296694	0.360959537426	0.0140587282487	0.0224347813888
a31	0.106697038925	0.250346123536	0.00725519411937	0.0758393456483	0.0110649709559	0.022024882409	0.0612162865867	0.0748406739334	0.054230116398	0.287206342475	0.0289559926496	0.0203230744629
a20	0.096602592975	0.331219205512	0.00660290060646	0.0501353042161	0.00952172905197	0.027090081803	0.0585917025289	0.0750515296445	0.053483089466	0.239513153492	0.0367453515499	0.0154433824876
a13	0.139266040992	0.549259615171	0.00612140433549	0.043814436072	0.00628487675066	0.0146281902677	0.0312157275096	0.0408167778815	0.0362527331553	0.094688987164	0.02317754185	0.0144736818292
a28	0.184539536997	0.523677721724	0.0105485540118	0.0506453276907	0.00801149325022	0.0153356747559	0.0252836588365	0.0324812209605	0.0425004510518	0.0577394940547	0.02510399795	0.0241329066097
a29	0.212726898999	0.351062237241	0.0175866733373	0.0652670425636	0.00906091275007	0.0211227665853	0.0261307562788	0.0337623169868	0.0459375183506	0.138800813018	0.0318299549833	0.0467121255366
a31	0.244318146333	0.170074996747	0.0184308894458	0.0911465995212	0.01225389525	0.0210593815284	0.0352083267596	0.0427012826623	0.0571443321169	0.225396564339	0.0343128539944	0.0479527095122
a37	0.266421515444	0.153566979916	0.0232746448153	0.125133668507	0.01336617975	0.0154412035095	0.0390712279199	0.0504665775541	0.066610084039	0.171658658113	0.0288394246648	0.0461498258374
a31	0.225897855148	0.143552237305	0.0292175242718	0.111670754169	0.0182331715833	0.0203500015032	0.0622521403066	0.078009973518	0.0703052146797	0.155261512704	0.0376815865549	0.0475680526125
a28	0.197640181716	0.139246959768	0.0350354287573	0.100571072723	0.0208385551944	0.0236026355011	0.0767657404355	0.096715514506	0.0633748395599	0.140544047568	0.044061881185	0.0616031798708
a31	0.185201770572	0.165357143256	0.0419464572524	0.096314223241	0.0252784710648	0.030570039167	0.0672294501452	0.090977611502	0.0562044011866	0.115357939189	0.054201294395	0.0713612149569
a24	0.179991610191	0.184486834419	0.0438679800841	0.092970796747	0.0288889246883	0.0349113700557	0.0625035540484	0.087584933834	0.0502540847289	0.104907284396	0.0580165181317	0.0716161066523
a31	0.15918383873	0.19551623814	0.045434662028	0.0919360855823	0.0310140558961	0.0400546226852	0.0553430793495	0.0751165629447	0.052440349243	0.110873999465	0.0699333260439	0.0731531588841
a20	0.142339568243	0.181537042713	0.048996322676	0.0869021018608	0.0395735729654	0.0494070672284	0.0564320121165	0.0714488573149	0.059246304081	0.119183541822	0.0800435666813	0.0648899962947
a31	0.133609656081	0.164624354238	0.058827360892	0.0935798239536	0.0505905586551	0.0563920207428	0.0632160373722	0.075737787105	0.062231051027	0.0967883159407	0.0748119335604	0.0695910687649
a17	0.126219562027	0.154979764746	0.061798640964	0.0863862613179	0.057593230885	0.0619691742476	0.0690666691241	0.0797877623683	0.066180969009	0.0926139099802	0.0759061478535	0.067497931255
</S>	0.142664876014	0.174987362373	0.059019916482	0.0899861406589	0.0545927624425	0.0570727931238	0.0699560545621	0.0846295811842	0.0607924345045	0.0755608269901	0.0661681739268	0.0645691381275
