 	non	aveva	da	stare	</S>
a37	0.00363373835	0.000368412924	0.0047482314	0.98425147	0.00699812955
a38	0.00136086537	0.000139780291	0.0022433625	0.989926906667	0.00632908907
a24	0.000727310476667	0.000103741084	0.000798160446667	0.996222805556	0.00214797471
a8	0.0216410234922	0.00380517473467	0.00515991646222	0.953187321852	0.0162065067033
a17	0.0571758078307	0.0102578922449	0.0194064324874	0.816610657284	0.0965491542344
a31	0.0504989804436	0.0092467927483	0.0202006774625	0.806874469095	0.113179068078
a20	0.0287824169812	0.0136165222494	0.0203027424542	0.815304356365	0.121993972693
a8	0.0301731506604	0.0231814120831	0.0313877108181	0.694440218788	0.220817517564
a31	0.0289432095535	0.022848713361	0.0291200979394	0.729764172929	0.189323806855
a20	0.0358741898512	0.037283693787	0.0409763269798	0.728816367643	0.157049429952
a31	0.0836022199504	0.088032917929	0.0904186923266	0.553231092548	0.184715106651
a8	0.13218374665	0.134207552643	0.135317830776	0.408992457516	0.18929843555
a31	0.160536082217	0.162343364214	0.163177173592	0.310849332505	0.20309409185
</S>	0.178034141108	0.178874402107	0.179227596796	0.264502286252	0.199361645925
