 	avete	cucinato	le	verdure	</S>
a20	0.80066055	0.00032259019	0.17423306	0.014308957	0.0104748361
a31	0.67835061	0.0003049360495	0.28867016	0.0212434466667	0.0114308059333
a37	0.464539273333	0.000148284469333	0.426527333333	0.0708802292222	0.0379048692111
a10	0.318869097778	0.000191847473111	0.284754956444	0.329233133074	0.0669509764037
a20	0.189966289259	0.00022641802437	0.166764632481	0.564587677691	0.0784549988012
a28	0.13684740642	0.00027007874479	0.128130875827	0.642205592564	0.0925460429337
a20	0.269906685473	0.00138308713493	0.122024975276	0.494905937521	0.111779287645
a33	0.554022048491	0.00631891437831	0.112377845092	0.218393642507	0.108887535882
a8	0.543941846164	0.0673681201261	0.113478451697	0.135139957502	0.140071618627
</S>	0.423392888082	0.124532775063	0.133225650848	0.126717158751	0.192131509313
