 	ho	finito	di	scrivere	</S>
a38	0.9129578	0.013177823	0.0356163165	0.000188950434	0.0380591585
a31	0.7944242	0.0138887793333	0.154434813833	6.8815352e-05	0.0371834233
a15	0.51698248	0.0543304511111	0.413308211278	7.9468752e-05	0.0152994004
a18	0.29589071	0.148999303704	0.531761930426	0.00391144396067	0.0194365923
a31	0.194124866667	0.344273894568	0.433368303475	0.00962402965356	0.0186088654667
a37	0.309401728889	0.352571518189	0.285245987825	0.0273710515512	0.0254096565222
a31	0.471609506296	0.18388326273	0.171429427608	0.0550425271837	0.118035215507
a0	0.375110585432	0.106416618577	0.108649402203	0.0851267990612	0.324696571836
a31	0.271228231811	0.0980581905257	0.113964008734	0.12425014302	0.392499413945
a18	0.26305003727	0.126061423509	0.134914422911	0.141479931007	0.334494161315
a31	0.24960085909	0.148061854503	0.15298786097	0.157889633669	0.291459793772
a39	0.25071474303	0.170189511501	0.173291803657	0.173710564556	0.232093384591
a20	0.280451037677	0.169938703834	0.170805014552	0.171371924852	0.207433304864
a31	0.253779262559	0.176169551278	0.199082354851	0.178633428284	0.192335404955
a8	0.252975024186	0.169565503759	0.19852965495	0.172999679428	0.205930144985
a20	0.263136951395	0.16982544792	0.18056081165	0.172347056476	0.214129704995
a31	0.226307723798	0.183523499307	0.203882563883	0.185862065492	0.200424088332
</S>	0.209855721899	0.186216314653	0.219487846942	0.189040257746	0.195399794166
