 	voglio	che	Maria	venga	domani	</S>
i	0.9743842	0.0058144806	0.009095521	0.0014364081	0.00834687	0.0009225525
t	0.9578307	0.0017076578	0.031036453	0.0011415293	0.003337939	0.0049456563
è	0.5981242	0.025119994	0.27445796	0.0055149775	0.090672225	0.006110704
l	0.9219516	0.03908189	0.0278989	0.0014620149	0.006428364	0.0031772493
o	0.3141561	0.6175229	0.030049711	0.010186412	0.00576561	0.022319226
i	0.03927134	0.8938184	0.0041940934	0.030850086	0.020003628	0.011862429
M	0.01186413	0.036319077	0.8845355	0.011868957	0.040516086	0.014896224
a	0.00729981	0.20700191	0.5128902	0.18964228	0.058039907	0.025125863
r	0.07524546	0.050741415	0.04607714	0.07641212	0.07459745	0.6769264
ì	0.0032075176	0.064266235	0.5862609	0.16025648	0.18207924	0.003929668
a	0.007865776	0.42242694	0.37982646	0.15903965	0.02197673	0.0088645
n	0.011826012	0.022152567	0.23144774	0.26976508	0.4483513	0.016457245
a	0.0012147797	0.0036991125	0.5681907	0.15653105	0.26870552	0.0016587657
r	0.012341062	0.022457913	0.025210697	0.23875053	0.08884935	0.61239046
t	0.00075205544	0.0027668832	0.2114016	0.3660411	0.40950814	0.0095302155
i	0.00028298213	0.0025579685	0.0008031557	0.02333775	0.0035157194	0.9695024
à	0.019363057	0.090820074	0.002834535	0.4750429	0.2976138	0.114325635
v	0.0012203085	0.002804022	0.021563517	0.035332944	0.9294634	0.009615873
v	0.0003787427	0.0003962261	0.00899534	0.058637608	0.9019691	0.029623074
r	0.00020043128	0.001053253	0.00047201922	0.035334677	0.02634504	0.93659467
i	4.1194173e-05	0.00021825265	3.284064e-05	0.003382866	0.007168975	0.98915595
</S>	0.0067313076	0.026186328	0.0069438135	0.12393121	0.34984002	0.48636734
