 	se	vieni	alle	sette	io	sto	cucinando	</S>
a	0.90910584	0.071363255	0.0046540666	0.0025312793	0.004812259	0.0022504092	0.0020852757	0.0031976043
n	0.35371864	0.03188779	0.007464437	0.0030219166	0.004107189	0.013982306	0.03785819	0.54795957
è	0.0027953745	0.95273143	0.004927736	0.0031619966	0.006156279	0.009531245	0.01640646	0.00428942
r	0.007338593	0.8971163	0.043663744	0.0035597566	0.0070646647	0.018586297	0.008694253	0.013976376
t	0.0055697355	0.946511	0.017450497	0.004818563	0.014937345	0.005735899	0.0032130387	0.001763989
i	0.048288602	0.1847409	0.4697779	0.03326075	0.015737047	0.1496861	0.08027694	0.018231723
s	0.012899487	0.2592012	0.52583367	0.05680439	0.055594612	0.07912162	0.009496845	0.0010481967
t	0.013875596	0.36091217	0.36026007	0.07583655	0.043632817	0.023719113	0.116443045	0.0053206705
e	0.028340545	0.008357265	0.81574434	0.06487137	0.014860448	0.04242589	0.020043338	0.0053568473
s	0.026376583	0.023650886	0.16702133	0.5391024	0.09958494	0.13174722	0.011111689	0.001405004
e	0.012100528	0.013784626	0.06420272	0.4803827	0.18602037	0.05312905	0.17650627	0.013873813
t	0.03463815	0.017075676	0.05415712	0.38142124	0.34261814	0.09199954	0.014554598	0.0635356
t	0.014109351	0.0034799415	0.00609728	0.4739672	0.33639383	0.07485594	0.08417471	0.0069217267
à	0.012132872	0.001777345	0.032457005	0.67232186	0.17597608	0.06779552	0.032417245	0.0051220325
e	0.0006711282	0.001036849	0.010966834	0.32087067	0.36831182	0.27679938	0.021142285	0.00020098941
v	0.050060816	0.037828945	0.020756567	0.056966696	0.6942548	0.075891696	0.031507093	0.032733344
ò	0.012795146	0.0015116642	0.0035847127	0.09591801	0.65869486	0.19293931	0.03284287	0.0017134766
s	0.00031012335	0.0024900606	0.00672275	0.011183319	0.5549333	0.38615543	0.03758126	0.000623786
t	6.1484505e-05	0.00020439205	0.0007038082	0.012894695	0.2758625	0.48861223	0.21740426	0.0042567025
e	0.00054308324	0.00064120407	0.013468167	0.016551884	0.2046721	0.44380808	0.1747159	0.14559965
m	0.0017138835	0.004295461	0.07737506	0.015066406	0.053067036	0.4645327	0.37510493	0.008844431
a	0.007945661	0.0003588582	0.0110976035	0.0080692405	0.06271957	0.54974675	0.28637764	0.07368459
r	0.0037875918	0.018534238	0.01488851	0.037284497	0.03741786	0.12968415	0.75720316	0.0011999452
è	0.0041758944	0.00011754171	0.0005743512	0.0005245853	0.007434468	0.060896218	0.8971094	0.029167544
o	8.760077e-05	0.00063598924	0.0011919155	0.0011527337	0.0071313777	0.033527788	0.95502627	0.0012463222
</S>	0.06977418	0.05401494	0.0802821	0.08942878	0.119409345	0.101406366	0.47678182	0.008902382
