 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.99145	0.0019645027	0.00010932274	3.444204e-05	0.00077188166	0.0025253813	0.003144423
n	0.99990904	4.606699e-05	1.8451098e-06	5.472873e-06	6.198539e-06	1.951521e-06	2.9610772e-05
a	0.99547887	0.0020239197	2.3616118e-05	0.0011422662	0.0004984838	0.000267326	0.00056529586
v	0.95100415	0.012586142	0.00130318	0.023582436	0.0096320575	0.0014232246	0.00046875884
o	0.42383033	0.5346443	0.004009153	0.0068833106	0.005955135	0.012663169	0.012014548
r	0.04501827	0.01654506	0.031337492	0.0752756	0.025845328	0.08447954	0.7214987
à	0.14747083	0.6365449	0.013881282	0.021629881	0.0460534	0.07590558	0.0585141
s	0.07038324	0.23037097	0.16435885	0.4941388	0.010831465	0.007646852	0.022269744
o	0.0012913498	0.039837513	0.7804189	0.045885943	0.018354626	0.024019206	0.0901925
t	0.048294988	0.0051962617	0.51947063	0.28995898	0.05789893	0.058898713	0.020281475
o	0.0015123145	0.0038459916	0.17994902	0.779678	0.01143091	0.018468635	0.005115133
t	0.11744891	0.0047348524	0.27217343	0.23615657	0.19504781	0.093290985	0.08114743
s	0.004886018	0.007965526	0.02200523	0.79714954	0.083753705	0.061982505	0.022257358
o	0.00044844937	0.0018743691	0.048834257	0.900608	0.018729012	0.023021892	0.00648396
m	0.05731156	0.008787738	0.03012313	0.3690654	0.19270022	0.25925413	0.082757875
ì	0.00039132437	0.0027760703	0.007534826	0.9032329	0.02666259	0.055599123	0.0038031403
k	0.0019741855	0.0015873829	0.0066041937	0.004268044	0.91324764	0.07023286	0.0020856683
a	0.0001458348	0.00080829987	0.008971916	0.0360104	0.5666466	0.38502264	0.0023943025
i	0.093978755	0.011438527	0.06098683	0.022104077	0.29514956	0.50725543	0.009086799
m	0.016883956	0.004808374	0.0047410624	0.009678396	0.07736235	0.856767	0.029758835
è	0.00035896752	0.003029176	0.002689067	0.053401213	0.047102623	0.8808438	0.012575082
r	0.029737523	0.00925322	0.003957091	0.0018132316	0.24169186	0.70733017	0.0062169204
i	0.00025239197	0.00037900233	0.00046106483	0.0007607577	0.08819013	0.9030385	0.0069181626
</S>	0.27570465	0.023749314	0.09690413	0.02366154	0.16540536	0.38064462	0.033930335
