 	non	ho	scritto	mai	una	lettera	al	mio	fratello	</S>
e	0.8529019	0.13065515	0.001964604	0.0012382811	0.0014092805	0.00043195678	0.0009663943	0.0014509897	0.0047563966	0.0042251004
n	0.0031068197	0.1975041	0.051271502	0.0017175415	0.003903762	0.0057660863	0.0016011796	0.0046895565	0.0053970804	0.7250424
è	0.0045065624	0.6950736	0.1410555	0.02062399	0.019984853	0.0023621414	0.008023161	0.05678969	0.030910682	0.020669749
g	0.004621188	0.9002441	0.027868934	0.006339837	0.007033513	0.014478219	0.0090878215	0.007287934	0.015037732	0.008000654
r	0.004008195	0.8849381	0.06306005	0.008829621	0.008461017	0.0014585716	0.0013435736	0.006397788	0.013692628	0.0078105493
a	0.0038368758	0.02193155	0.88083893	0.019155486	0.0019587595	0.035479236	0.014912766	0.006774087	0.014069632	0.0010426801
t	0.009375104	0.0702403	0.09962086	0.34161285	0.24631058	0.008400742	0.047143273	0.07723756	0.09889969	0.0011590271
s	0.0018461886	0.0034432185	0.8195214	0.13067174	0.011891777	0.00198136	0.003252882	0.016512008	0.00804446	0.002835026
a	0.01639399	0.003100985	0.627831	0.24739626	0.0064764926	0.06084073	0.013932841	0.009463922	0.010576184	0.00398767
m	0.018239848	0.05274089	0.009739684	0.6825344	0.12252836	0.010977777	0.021743318	0.018790614	0.062180914	0.0005241191
à	0.0076677427	0.0014229068	0.26115036	0.63597023	0.03917471	0.01832833	0.0060045635	0.009386368	0.011190284	0.009704465
i	0.0026402343	0.013726294	0.0030532167	0.5790811	0.31358212	0.035880383	0.016907284	0.024026614	0.009725197	0.0013775189
è	0.017041454	0.083058484	0.0012975777	0.07013295	0.67330104	0.004061793	0.02842074	0.04766827	0.07324758	0.0017701002
n	0.01077586	0.015231366	0.00022467916	0.021448135	0.76436967	0.00857552	0.07363676	0.029058956	0.060370594	0.016308382
a	0.00058984675	0.0019177253	5.6370027e-05	0.026541986	0.8892091	0.005087615	0.041688036	0.015568221	0.018592639	0.0007484349
g	0.016466435	0.062696464	0.0018274233	0.09288807	0.45896843	0.014771558	0.04774947	0.12620573	0.13631149	0.042114962
r	0.010316809	0.0037376478	0.005222329	0.03250131	0.6396756	0.05084928	0.17738461	0.046333037	0.031904593	0.0020748635
à	0.004379852	0.0029927173	0.0017515022	0.02371936	0.3757367	0.060632966	0.46691406	0.029991101	0.031258136	0.0026236703
m	0.0008196399	0.0008848413	0.0005267989	0.0036957348	0.18836936	0.022731964	0.6916995	0.075388856	0.015633252	0.00024991858
m	0.00074510946	0.00017952616	0.0002271411	0.0044187238	0.119915865	0.31249884	0.46258745	0.04397272	0.051949155	0.0035053678
a	0.0019611465	0.0011293236	0.0005430235	0.006027495	0.08510152	0.12593274	0.6754158	0.058079045	0.033572886	0.012236979
s	0.0051966244	0.009158068	0.0039144	0.010122403	0.081714116	0.020831129	0.5366463	0.2624072	0.06681264	0.003197053
o	0.0037824404	0.00043134706	0.01268416	0.0024089084	0.049223837	0.19900262	0.49410462	0.14991277	0.03049707	0.057952266
n	0.011078868	0.028878722	0.0055168066	0.008807924	0.021740288	0.002146772	0.09082263	0.42054754	0.4068502	0.0036102415
a	0.0023197418	0.00011760554	0.01139301	0.00032509718	0.0018184572	0.020609254	0.20088206	0.47267455	0.19025505	0.099605195
d	0.008060437	0.013480525	0.0019337356	0.0026991281	0.008862554	0.001201364	0.032007776	0.5482035	0.3821162	0.0014348604
e	0.011715547	0.00058793876	0.034302305	0.0013170391	0.0013858448	0.00811465	0.10939796	0.6593925	0.16006109	0.013725099
r	0.004354759	0.011551466	0.0011037316	0.0032563687	0.009317409	0.00061675627	0.017747222	0.39728454	0.55442065	0.00034709566
f	0.010888586	0.00033009826	0.030698305	0.0012338078	0.00055850233	0.0046689794	0.043880835	0.5115528	0.37739947	0.01878867
ò	0.002641731	0.0014350532	0.00030099205	0.0035608888	0.008051904	0.0033334948	0.3304993	0.41602296	0.23083663	0.0033170567
m	0.0013653901	0.001631717	0.0007664032	0.0017913224	0.009356678	0.009362288	0.024207832	0.5836188	0.3607545	0.007145006
m	0.00052308565	3.4566907e-05	0.0002436047	9.8126686e-05	0.00016699602	0.0052483776	0.024612721	0.31896353	0.6361649	0.013944022
u	0.0015015588	0.0009575364	0.00059073936	0.0013780709	0.0019897916	0.0074808965	0.03477731	0.5054857	0.40552014	0.04031827
</S>	0.035701297	0.041176558	0.032366678	0.027880881	0.09298281	0.2152065	0.069281176	0.266432	0.20572822	0.01324398
