 	ieri	abbiamo	deciso	di	andare	al	mare	tutti	ma	mio	fratello	non	voleva	venire	</S>
e	0.98852146	0.005820508	0.0032507326	0.00022848487	0.00013464355	0.00014934927	0.00011803395	0.00027785092	7.765811e-05	0.00010255007	0.00012880263	0.00014844898	0.0001771587	0.0002055065	0.00065880024
t	0.9704104	0.013361218	0.002998479	0.00037751562	0.000191446	0.00031583803	0.00023091432	5.5343484e-05	0.00028301496	0.000336191	0.00031659316	0.0043664156	0.0015886516	0.0030139978	0.0021538797
t	0.8008296	0.1068657	0.007966966	0.0022533752	0.0024966674	0.00058421824	0.00087485946	0.0023378604	0.00068374374	0.0022977006	0.0006547778	0.001100306	0.009356322	0.015944367	0.045753557
è	0.717198	0.1755469	0.0843592	0.0089901155	0.004976325	0.00064261316	0.000794932	0.00031281987	0.0001498597	0.0004940668	7.878395e-05	0.0010683762	0.0009671278	0.0029316938	0.0014891877
d	0.16543415	0.6715598	0.15822741	0.0012168178	0.0015274837	0.00062173157	0.00037880993	0.0001390541	9.275703e-05	5.1097315e-05	0.00019027207	0.00039477588	4.293107e-05	5.2636577e-05	7.0213806e-05
e	0.3732637	0.4521064	0.11908669	0.02266868	0.01700241	0.004505607	0.0026923972	0.000901721	0.00049129623	0.0013643319	0.00022091744	0.0002944413	0.0005886639	0.0014725786	0.0033401726
c	0.026376475	0.63596064	0.31488392	0.00544162	0.004284975	0.0049234442	0.001610209	0.0014847167	0.000830213	0.00042591832	0.002261633	0.00070721004	0.00011167588	0.00010455829	0.00059280446
i	0.003767591	0.65584904	0.2814545	0.038734417	0.005666295	0.0016001613	0.00036983256	0.0031619417	0.00021728317	0.0016501673	0.00024367419	6.2678126e-05	0.0013371352	0.0044430555	0.0014422418
d	0.007330774	0.8021957	0.1729848	0.007823098	0.0052617434	0.00070770225	0.00041201306	0.0002579773	0.00014343584	7.712771e-05	0.00030327702	0.0011574262	3.167628e-05	8.734882e-05	0.0012258556
è	0.0017689979	0.51499313	0.4078992	0.040444292	0.011199913	0.002570906	0.00035213953	0.0082335	0.0002405269	0.0014730616	0.0005323813	3.9155522e-05	0.0024015731	0.0054186857	0.0024325368
t	0.0012953682	0.32452083	0.6554579	0.01246707	0.004473886	0.0014566098	9.867468e-05	0.00012485229	1.4073262e-05	1.0523321e-05	3.108836e-05	1.5782649e-05	5.420652e-06	9.257e-06	1.8678711e-05
s	0.0005029913	0.33077407	0.39966604	0.20562294	0.053164035	0.0070789475	0.0019042848	0.00022216236	0.00010615946	0.00015710844	2.92362e-05	0.00010096705	7.378895e-05	0.00026638276	0.00033093308
a	0.00010713947	0.015534665	0.039271627	0.86033344	0.03700345	0.006768627	0.008327472	0.0006623687	0.0066751447	0.0048455363	0.0039714146	0.011347031	0.0012623994	0.0033380196	0.0005516748
m	0.012161191	0.13136247	0.40390548	0.11031383	0.09155232	0.20562798	0.016961908	0.01016231	0.0050086016	0.0035763367	0.0068042697	0.0009765419	0.00055218884	0.00063990126	0.00039471046
o	0.00021076076	0.008198681	0.023269745	0.57838786	0.3420592	0.033598784	0.0068667834	0.0016204464	0.0007623242	0.0010108656	0.00050483085	0.0002021949	0.00081906276	0.0023306173	0.00015785145
n	0.05494967	0.08695731	0.19095722	0.019026415	0.28721252	0.21123272	0.051903326	0.048698023	0.010877903	0.007976195	0.013852346	0.0017730951	0.0010554617	0.0020139432	0.011513828
a	0.0010397815	0.010267316	0.038369372	0.105465785	0.63108206	0.12084754	0.006391559	0.033655886	0.0022054452	0.008716128	0.0029607685	0.00021475703	0.0077933916	0.026548916	0.0044412226
p	0.023700844	0.10832034	0.39375016	0.0105160475	0.29647115	0.13842958	0.012965072	0.0061858636	0.0012495638	0.00060120743	0.0014809772	0.00054630754	0.0001853312	0.0004399312	0.0051576155
à	0.0012190444	0.0036566663	0.011216947	0.03583417	0.769031	0.13038658	0.0075371363	0.0199626	0.0009902598	0.0033761389	0.00094405236	8.795014e-05	0.0029826914	0.01136683	0.0014079988
m	0.013070809	0.04201427	0.16840273	0.0043984554	0.17733148	0.52002454	0.050625067	0.014756703	0.0027893328	0.001305787	0.0020209232	0.00076622464	0.00041191478	0.0009001144	0.0011816383
e	0.0002489999	0.0006263571	0.002106925	0.009538858	0.1150922	0.61484975	0.18066019	0.025243757	0.01556406	0.005012393	0.007969075	0.003996796	0.0058092377	0.011746891	0.0015344901
s	0.006044154	0.013881032	0.02905246	0.0016987191	0.036687575	0.74479306	0.11084072	0.034404214	0.0094142	0.0052742963	0.004941987	0.0003303102	0.00087584904	0.0012997307	0.00046171807
i	0.00060672447	0.0007570193	0.0022029974	0.010833594	0.67944324	0.22652106	0.046659496	0.0142730065	0.0025923834	0.0033459906	0.0005668529	0.00010712317	0.0023890354	0.009458881	0.00024262303
t	0.011077652	0.042565975	0.06839521	0.0035627973	0.054505106	0.5258794	0.20778008	0.04982427	0.012709653	0.0086466195	0.0069644284	0.0006303431	0.0011106058	0.0020577055	0.0042901193
à	0.0012388623	0.0014584472	0.00294682	0.00776427	0.49447826	0.26918298	0.06061664	0.11221107	0.009106539	0.01077763	0.0027945603	0.00022618544	0.0057826405	0.019111993	0.0023031048
l	0.009395635	0.022272704	0.060032386	0.0011836053	0.010053911	0.3535054	0.3966009	0.10375931	0.023004768	0.006827576	0.006973841	0.0010281963	0.0014571039	0.0024796647	0.0014250085
a	0.0007252356	0.0008256725	0.002020511	0.00054600404	0.06588613	0.35989407	0.5023242	0.04308239	0.01536319	0.0027567614	0.0005634763	0.00088583166	0.0008678328	0.0038365	0.0004221617
s	0.010394511	0.031654067	0.035329256	0.00453962	0.01444206	0.22236316	0.478101	0.102646075	0.04042571	0.02470968	0.01247393	0.00078924926	0.0069764582	0.009489788	0.0056654657
s	0.0018337023	0.001791762	0.0037304962	0.0050150882	0.17932197	0.26207846	0.36214185	0.10947726	0.03748833	0.01511945	0.0026029167	0.0006622727	0.0042280788	0.014097555	0.00041079547
a	0.0010261204	0.0026810628	0.0067597637	0.002908454	0.0045903153	0.19346465	0.5785744	0.042470973	0.10299018	0.013431451	0.019174255	0.01813604	0.004698121	0.0079387855	0.0011555343
ò	0.0024427979	0.0068475604	0.01564601	0.0014620287	0.0014046215	0.12295501	0.3657253	0.26910502	0.15058571	0.023282263	0.029469365	0.0020689913	0.0038447834	0.0043276446	0.0008328835
l	0.0013057371	0.0018954567	0.0032818667	0.00015556882	0.00022571367	0.0072796848	0.06480839	0.86491364	0.029901376	0.0076205614	0.006642235	0.00049011415	0.0058525773	0.0050841696	0.00054281746
i	0.0005937798	0.000248886	0.00087509427	0.00038855599	0.0094548045	0.10668719	0.3763558	0.26346144	0.16418177	0.037421893	0.0060615977	0.004970375	0.007135894	0.021814138	0.00034880207
m	0.0062892754	0.022857599	0.019773927	0.0063720224	0.0075037144	0.039718714	0.40044054	0.22135907	0.12734951	0.059877574	0.022017615	0.0031877803	0.018351233	0.028074935	0.016826522
a	0.00017160861	0.0004904809	0.00053997454	0.004840137	0.009135291	0.033089835	0.48732048	0.14423497	0.22817522	0.023981486	0.023854949	0.031685192	0.0038165683	0.006995755	0.0016680724
