 	la	donna	è	capace	pulire	deve	pulire	la	casa	ogni	giorno	</S>
e	0.96550393	0.027526347	0.0035744263	0.0009543582	0.00014537132	0.00026363722	0.00010483184	0.000100996134	0.00011249947	0.00020952466	0.00068253576	0.0008214217
j	0.67920035	0.24196765	0.013748121	0.0048991414	0.0007511178	0.002039514	0.00077817804	0.0010656618	0.004838026	0.010028898	0.014948928	0.025734376
i	0.058667973	0.8800822	0.030217057	0.004003018	0.00066754513	0.0010638924	0.00042532425	0.00044617063	0.000835097	0.0029672917	0.0008666476	0.019757802
n	0.041933484	0.6790767	0.013167396	0.0048139123	0.0038624546	0.0019199803	0.0032267228	0.0015744286	0.0025364002	0.010062059	0.004839817	0.23298673
è	0.018082367	0.5248842	0.36920702	0.02345619	0.0027201562	0.0029281776	0.0031127539	0.002818885	0.0033853294	0.013433286	0.0117106605	0.024260923
k	0.0026025102	0.9609699	0.034225352	0.0017772298	0.00014038183	2.8440829e-05	2.5297604e-05	5.7639986e-06	7.5763737e-06	8.437917e-05	1.3733636e-05	0.00011957307
a	0.0016706471	0.821878	0.15366787	0.015305903	0.005594249	0.00039769657	0.0005379872	0.000102671765	5.6100467e-05	0.00013227103	4.3980795e-05	0.00061257265
è	0.010706544	0.10753014	0.7159816	0.14351076	0.0051864865	0.010995897	0.0008598377	0.00040489333	0.00046910814	0.002119351	0.00015237041	0.0020830985
n	0.011097295	0.025657685	0.28380597	0.56059057	0.01845673	0.0055725854	0.004907787	0.0040750545	0.0051889475	0.029866854	0.011746305	0.039034232
e	0.0018666949	0.030441545	0.4068379	0.4873686	0.06676338	0.0040787277	0.0008856173	0.0002168843	0.00018475963	0.00090460246	0.00011944853	0.00033187424
k	0.012358074	0.018866371	0.089693084	0.79119813	0.038228624	0.030517116	0.0027776554	0.0013057378	0.0013710675	0.006059703	0.0004396746	0.00718476
a	0.001316362	0.009986355	0.038661465	0.5212953	0.3966796	0.021576768	0.0035248878	0.0018776136	0.0013292788	0.0016939797	0.0012235466	0.0008349223
p	0.005776125	0.012775218	0.027143221	0.797514	0.1003231	0.033296272	0.0024912616	0.0009994126	0.00081216113	0.004072631	0.00048362074	0.0143130515
à	0.0013819026	0.005729286	0.010343524	0.3975413	0.4946703	0.0709367	0.0064945123	0.003847908	0.002999021	0.0026535515	0.0016821442	0.0017199434
c	0.0019256048	0.007678927	0.006524769	0.405359	0.53454196	0.036678527	0.003646172	0.0005548365	0.00027220912	0.0017386039	0.00018749025	0.0008919046
e	0.000331818	0.0009986594	0.002396025	0.19260289	0.7638896	0.023624323	0.013160807	0.0013304955	0.00039235564	0.00077864394	0.00025135797	0.00024302535
n	0.0033849506	0.0023896038	0.01201617	0.09895909	0.5028954	0.29631904	0.037166223	0.019711304	0.012135236	0.009916604	0.001325323	0.003781059
a	0.00050706236	0.001616404	0.0014381381	0.07303945	0.7316944	0.13587223	0.036601525	0.010319272	0.005472476	0.001584172	0.0012661355	0.00058870664
p	0.004372876	0.00611955	0.01661044	0.06015094	0.34987563	0.4723319	0.036347233	0.012560083	0.0063171517	0.008371232	0.0014797192	0.02546328
u	0.0009453532	0.0040660705	0.0014622053	0.018771222	0.5888051	0.29981387	0.06038468	0.015328195	0.0058462806	0.0017897324	0.0016574875	0.00112984
l	0.0076866895	0.008847692	0.015812967	0.04697567	0.15933518	0.6560037	0.044227157	0.010513815	0.0043699346	0.013098483	0.0050429967	0.028085722
i	0.00067177374	0.0015269006	0.000934599	0.00804833	0.29311985	0.4646501	0.14679651	0.054303933	0.019956375	0.0022359672	0.0036975793	0.004058126
z	0.0032469926	0.0057457006	0.009530473	0.017102415	0.14631632	0.62917143	0.12111703	0.020382598	0.0062750373	0.012136117	0.002990113	0.025985716
z	0.0011355903	0.0064518177	0.0015785065	0.0044035777	0.21065438	0.44097787	0.24133553	0.06472004	0.02069429	0.0023628008	0.0027251528	0.0029605343
è	0.0027628327	0.007941513	0.004203594	0.011078877	0.4083545	0.31954446	0.19718628	0.031207602	0.010400533	0.003354411	0.0032537766	0.0007116712
s	0.00024605694	0.0002656467	0.00047903156	0.0016156109	0.030729938	0.4054902	0.41006345	0.107414134	0.029381989	0.011290685	0.0026956217	0.00032766224
s	8.93498e-05	9.245743e-05	0.00018331465	0.002883741	0.2428788	0.21658897	0.41401687	0.07023431	0.013652872	0.0052062315	0.030661745	0.00351132
i	9.8716715e-05	0.000206034	0.00042834503	0.00091999356	0.037064094	0.13893417	0.3744953	0.1526119	0.043292228	0.026021963	0.043846052	0.1820812
è	0.00079812313	0.00033315478	0.0029442303	0.0040942878	0.008553201	0.2207495	0.3250773	0.30804053	0.10910929	0.013056421	0.0047836956	0.0024603098
n	0.0019546335	0.0009542781	0.004895904	0.0076469947	0.0031253013	0.33594579	0.13556193	0.35826492	0.12039295	0.015120764	0.0093918	0.0067446805
