 	dovevo	comprare	il	pane	ogni	giorno	</S>
ì	0.9880234	0.0026343907	0.00012635769	4.499728e-05	0.0012001833	0.0036710587	0.004299625
c	0.9999651	1.9395542e-05	8.839349e-07	2.5849847e-06	4.077906e-06	1.3139953e-06	6.717933e-06
h	0.998946	0.00019997112	1.5274749e-05	0.00012895993	0.00010046486	9.27396e-05	0.000516611
a	0.98717505	0.0076114777	0.00073180336	0.0020528582	0.001645786	0.0007134645	6.953331e-05
n	0.9933055	0.0015960643	8.947139e-05	0.0036937199	0.0011428624	0.00015096548	2.1291768e-05
a	0.9316604	0.058845166	0.00097629806	0.0019727708	0.001392829	0.0024750603	0.0026773768
a	0.9363479	0.014007356	0.0017939163	0.037612036	0.00724179	0.0013864916	0.0016106277
g	0.89369535	0.0113596395	0.009465969	0.018952334	0.0044196323	0.0012051507	0.06090191
o	0.24821615	0.6309413	0.052887995	0.013523705	0.018278047	0.017916655	0.018236207
r	0.034274343	0.009577141	0.052383654	0.078776546	0.03669754	0.14263277	0.64565796
à	0.10661391	0.23928532	0.055137876	0.14342284	0.13115224	0.18052387	0.14386402
s	0.066782884	0.024805788	0.15396851	0.7073902	0.010801364	0.013824183	0.02242716
o	0.0013545647	0.0057536317	0.8670703	0.040707268	0.028350905	0.028098222	0.028665148
o	0.057747968	0.0027035407	0.41674107	0.33337587	0.084759	0.08597043	0.0187021
s	0.13912167	0.0067454726	0.0904791	0.33784217	0.19981003	0.07121056	0.15479095
s	0.008461419	0.0037309686	0.030265205	0.8414494	0.06888691	0.03420088	0.013005164
o	0.007526177	0.002174981	0.06804375	0.79029	0.043566793	0.081472255	0.0069259885
m	0.10252031	0.0041403733	0.027106557	0.09845623	0.2404409	0.4754471	0.051888548
ì	0.00047595703	0.0024911563	0.0076101827	0.85187185	0.039602425	0.09181936	0.006129001
k	0.0035452188	0.0013574855	0.0037409745	0.003398467	0.8544585	0.13074574	0.0027536196
a	0.00014176099	0.0005812087	0.004676436	0.019810636	0.48003462	0.4928183	0.0019370288
m	0.18713222	0.010560801	0.048428196	0.01699594	0.24137175	0.48767036	0.007840723
è	4.7614405e-05	0.0006526549	0.0014360675	0.061594125	0.04670789	0.87666553	0.012896136
r	0.019705754	0.008580087	0.0075036488	0.0012423464	0.29439142	0.6646435	0.003933213
i	0.00019253454	0.00033498497	0.0006512095	0.0017968515	0.09972727	0.8878793	0.009417814
</S>	0.41240785	0.020280732	0.085996956	0.02751876	0.1448298	0.28617224	0.022793684
