 	Marìa	però	sta	ora	sta	seduta	nel	giardino	e	non	può	rispondere	al	telefono	non	può	parlare	al	telefono	</S>
e	0.89142054	0.102422036	0.0012135307	0.0024458333	0.00034829136	0.00015002085	5.8203994e-05	0.00016272996	0.00010907807	2.0690113e-05	1.2147928e-05	2.5842302e-05	5.9290865e-05	0.00010726875	1.9695255e-05	2.9984745e-05	0.00023051364	0.0002690499	0.00020339964	0.0006918652
M	0.9470878	0.047919054	0.00058887084	0.00012435066	0.00011526183	4.081695e-05	8.873898e-05	5.036468e-05	0.0001072575	0.00014368554	0.000169945	3.1697367e-05	3.9154387e-05	6.837274e-05	0.0002364726	0.00031185165	0.0004639456	0.0005113862	0.0012916761	0.0006092166
a	0.039353132	0.9454243	0.010416918	0.0014396351	0.0005825617	0.000103178005	2.0680065e-05	0.000120914556	6.9227244e-05	3.66421e-06	4.6033188e-06	1.7616661e-05	3.2592226e-05	0.00032828512	8.346383e-06	1.0013863e-05	2.9918636e-05	0.00013312238	0.0007345675	0.0011667018
r	0.9369441	0.042403504	0.00059117994	0.0007981131	0.00025273254	0.00020113558	0.00025829647	0.00012836071	0.00016751855	0.00058772165	0.00052455225	0.00042174326	0.00024133094	3.254071e-05	0.001263188	0.0014623962	0.00085268525	0.0005952399	0.00013081853	0.012142894
ì	0.06840661	0.90333116	0.01196596	0.009202043	0.0002810179	0.0001172993	2.6253983e-05	0.00025381608	0.00022285474	5.479411e-06	5.4508596e-06	1.2237936e-05	3.4098593e-05	0.0003214436	2.2194536e-05	2.0876061e-05	0.000121390825	0.00018932042	0.0022919844	0.0031686248
a	0.18761632	0.7517394	0.05867411	0.0010726704	0.0005617002	0.00012890318	2.0892534e-05	3.3243137e-05	2.9368877e-05	1.0181139e-05	1.0259807e-05	4.1477606e-06	4.1820863e-06	1.1791354e-05	6.97151e-06	8.76091e-06	9.506297e-06	1.2033484e-05	2.2631833e-05	2.2816559e-05
p	0.03028756	0.9224055	0.008415691	0.003869822	0.0002824297	0.00043171705	0.0007278642	0.00034180627	0.00062131335	0.0014287911	0.0020819353	0.0018732949	0.0019685207	0.00023572377	0.006384333	0.0069664936	0.0035156773	0.002829789	0.0011163	0.0042154947
e	0.004943681	0.7227305	0.23369998	0.03134001	0.001530683	0.00023971565	0.0001729534	9.989872e-05	0.000104183804	2.0932821e-05	4.104334e-05	1.1511751e-05	2.749385e-05	0.00035133577	5.807939e-05	7.10213e-05	9.6737196e-05	0.00017534176	0.0031527644	0.001132064
r	0.04920181	0.6831967	0.13829963	0.08091416	0.001804496	0.0020192694	0.0013912783	0.0005375173	0.0007291331	0.0017829357	0.0022970831	0.0007714235	0.000700329	0.00014212437	0.007334399	0.008740945	0.005063789	0.0032010525	0.0008906762	0.010981158
ò	0.0017812481	0.28906658	0.4180638	0.26386783	0.019489825	0.00082735386	9.279149e-05	0.0009391148	0.00021380298	3.8466465e-06	4.249193e-06	2.172747e-05	5.8141733e-05	0.0011754534	9.783676e-06	9.971468e-06	3.9485378e-05	0.0001679736	0.0025380014	0.0016290819
s	0.0027108842	0.095205665	0.8388443	0.051041674	0.008939875	0.0013221682	0.00024182028	0.00019965162	0.00019019721	0.000111048495	9.987385e-05	4.465881e-05	3.3382163e-05	3.0867857e-05	9.518503e-05	0.000111680514	7.117807e-05	6.141922e-05	0.00013738118	0.00050707016
t	0.00087649055	0.077296115	0.78639436	0.07220563	0.04389563	0.014878528	0.0015653366	0.0012509491	0.0007420292	6.379673e-05	3.8881997e-05	7.719243e-05	2.065732e-05	0.00016604822	1.962902e-05	1.9254574e-05	1.43370735e-05	1.9576544e-05	0.00021290312	0.00024266349
è	0.00054797163	0.0066084038	0.7208006	0.048103385	0.081881545	0.04260096	0.023746042	0.00773177	0.014330995	0.0066752792	0.0026335919	0.00786689	0.0053797592	0.0028252956	0.0030996162	0.0027946378	0.003607844	0.0055286093	0.011527931	0.0017088973
i	0.0010184771	0.005073488	0.36868846	0.39734712	0.16115741	0.051336017	0.0043799393	0.0056923856	0.0019246085	0.0002657144	0.00013610533	0.00082729623	0.00021461838	0.00063047314	0.00020482622	0.00018885995	0.00016840635	0.00018902762	0.00042591593	0.00013081472
à	0.0026762893	0.006966403	0.042253796	0.83708376	0.052972544	0.017594935	0.0070233457	0.0027629468	0.0015145843	0.0009216834	0.0012534074	0.0035383124	0.003326277	0.002397489	0.0032002348	0.0033181473	0.0020118596	0.003407664	0.002224164	0.0035522694
