 	è	possibile	che	è	entrato	da	qui	</S>
i	0.97121835	0.016139457	0.0020119073	0.0028217146	0.0057026683	0.0007683405	0.00072844635	0.0006090839
s	0.31694487	0.36804962	0.013655642	0.006850829	0.0053991163	0.057431787	0.03465042	0.1970177
o	0.009492888	0.9707539	0.0043855486	0.0030977044	0.0009261801	0.0014511823	0.003189514	0.0067031314
g	0.11342852	0.5737086	0.060978997	0.024817152	0.04606291	0.05016909	0.012921762	0.11791295
g	0.0033585664	0.8217796	0.10520542	0.047960468	0.005729472	0.0010765266	0.0049669966	0.0099229105
è	0.0050045075	0.77780426	0.13614048	0.04778191	0.014051325	0.0056453296	0.010082197	0.003490066
s	0.0077850143	0.09494856	0.6621621	0.11174412	0.057479132	0.048800703	0.016601933	0.00047836005
t	0.0018231868	0.47171566	0.3664311	0.1019435	0.013431611	0.014583568	0.02579742	0.0042740298
e	0.0022235643	0.0042934124	0.32106993	0.100735694	0.25644267	0.13526891	0.08473259	0.09523322
k	0.012208435	0.0028393108	0.146991	0.18886815	0.15365559	0.40460622	0.089896284	0.0009349718
a	0.00077694794	0.02342168	0.11743659	0.51275146	0.16927597	0.027599102	0.14532216	0.0034161236
m	0.045350105	0.0046646674	0.11009908	0.21266977	0.086501814	0.3627142	0.14648403	0.03151631
b	0.0061093033	0.002792529	0.026742825	0.13977616	0.26123372	0.11796535	0.4386885	0.0066916505
ì	0.014282272	0.002869766	0.050535552	0.21489814	0.30748925	0.12671298	0.27875102	0.0044610365
k	0.002906669	0.000722002	0.0070959	0.029494127	0.03650522	0.7915419	0.130693	0.0010411583
e	0.0013328105	0.00016770874	0.008798614	0.091639	0.42022964	0.1347137	0.33464608	0.008472445
a	0.06547992	0.010101789	0.09000827	0.12886754	0.07168387	0.14636464	0.38361728	0.103876784
p	0.09402781	0.011336717	0.05894404	0.12791446	0.041527018	0.008429217	0.6423285	0.015492231
ò	0.0010971492	0.0002699507	0.0010095742	0.0024529118	0.006541516	0.0076810066	0.9808683	7.9566715e-05
t	0.001842836	0.00093246833	0.0021135989	0.005319618	0.0025089015	0.0065563843	0.97942275	0.0013033394
t	0.00015375577	8.584576e-05	0.00024129276	0.00060180767	0.00086416106	0.0017994713	0.9939535	0.002300218
u	0.0043981127	0.0016629619	0.010634064	0.027113952	0.023000177	0.014554711	0.44300678	0.47562924
</S>	0.032288283	0.014261693	0.047872163	0.11739166	0.0679645	0.15077169	0.4803749	0.08907508
