 	qualcuno	al	telefono	vuole	sapere	dell'	Anna	</S>
k	0.98088604	0.0049724104	0.0051557263	0.004300345	0.0009163205	0.0010112377	0.0012415149	0.0015164749
a	0.9634199	0.0040200707	0.0028019927	0.0022572048	0.0020403778	0.0006614094	0.005078672	0.01972034
n	0.9906088	0.0021325275	0.0018383258	0.0013952978	0.0026350336	0.000445728	0.0007102469	0.00023395561
è	0.65527993	0.2626179	0.028284734	0.020775793	0.00337664	0.004032195	0.02068306	0.004949759
n	0.9652789	0.024226233	0.0064698374	0.0034539592	0.00021884483	8.844002e-05	0.0002465081	1.7269302e-05
a	0.87706697	0.10199554	0.0052688043	0.0031376504	0.0032838157	0.0007803216	0.0065517947	0.0019150473
s	0.029238196	0.87471956	0.048530113	0.03309167	0.0049486784	0.005971623	0.0026328193	0.00086733483
t	0.016611207	0.78736347	0.07565767	0.020237312	0.001655743	0.0046287635	0.09263645	0.0012093347
o	0.025091141	0.86319184	0.02838188	0.006482956	0.01440992	0.0030952117	0.05870832	0.0006386566
t	0.06146762	0.60818285	0.2680874	0.033770554	0.018040197	0.00431634	0.002855428	0.0032796878
e	0.0018398004	0.22237296	0.5990677	0.05775414	0.0033829685	0.010984662	0.10166411	0.0029337131
l	0.036654893	0.028597463	0.79321575	0.079490595	0.004184891	0.0013440495	0.0029909294	0.05352145
è	0.0015497011	0.059132695	0.7750036	0.09595691	0.0071552596	0.011911305	0.043518696	0.0057718325
f	0.003849426	0.01765044	0.8891469	0.072335616	0.007584445	0.0024775644	0.005711219	0.0012444219
o	0.001213115	0.01922957	0.82403606	0.08530827	0.039951526	0.003743263	0.022413233	0.004104921
n	0.002056734	0.024958737	0.58856887	0.16656694	0.08726139	0.08616108	0.037176423	0.007249839
o	0.001773126	0.008091686	0.58785695	0.20794246	0.05190735	0.018432235	0.123093136	0.0009030411
t	0.0032884807	0.016287042	0.47532344	0.31259966	0.055576265	0.050667718	0.05963228	0.026625114
è	0.0019291347	0.0021137975	0.38014552	0.39761668	0.058063272	0.044769872	0.11255688	0.0028048474
l	0.00087338634	0.000994808	0.24652094	0.6208503	0.08475002	0.022122823	0.023179943	0.00070781074
i	9.9833465e-05	0.00044039058	0.2997619	0.364193	0.28078595	0.025484523	0.026228147	0.0030062776
n	0.0010059443	0.013701211	0.04105848	0.25313652	0.3292921	0.24376647	0.10767463	0.010364634
a	0.0015274242	0.0007412274	0.06455009	0.24812742	0.42696166	0.116862014	0.13923514	0.0019949686
t	0.002393373	0.010792887	0.02237888	0.2340697	0.15989538	0.2913089	0.26502156	0.01413935
s	0.0031342516	0.00078956125	0.010393494	0.13728622	0.30438384	0.28689235	0.25273398	0.004386328
è	0.0030125848	0.0008682605	0.015446095	0.15673319	0.6192271	0.10449906	0.086957395	0.0132563505
r	7.776909e-05	0.00045106476	0.0022200206	0.057608526	0.19278258	0.6883216	0.057409327	0.0011291939
i	3.669137e-05	0.00011602104	0.005867897	0.094808646	0.6104511	0.1813883	0.09709211	0.010239256
à	0.0015483368	0.013323925	0.0076258923	0.024757942	0.06793242	0.63190794	0.24090105	0.012002494
t	0.0008105724	0.0060158926	0.0074410085	0.026473569	0.013877605	0.8752029	0.0677166	0.0024618225
t	4.1929925e-05	5.4702472e-05	0.00060216204	0.007910469	0.047431547	0.4806355	0.4522647	0.011058934
i	0.00032544872	0.0016560018	0.0047835954	0.04741786	0.47393334	0.22797938	0.20794176	0.035962623
n	0.00019112529	0.0054499907	0.0038115906	0.010349981	0.048830464	0.6773108	0.24104644	0.013009609
A	0.0005714276	0.00014202352	0.00030975707	0.0013137303	0.03480644	0.15082864	0.7528505	0.059177447
n	4.828336e-05	0.00024609454	0.0005327238	0.0024748715	0.0046436735	0.30286044	0.6863602	0.002833663
n	3.2995173e-05	6.59627e-05	0.00016892151	0.0010360376	0.0048752064	0.113976106	0.8768056	0.003039148
a	0.0002669266	0.0012985053	0.0012981395	0.005082579	0.07256717	0.53885883	0.275103	0.10552491
</S>	0.0005249966	0.022878177	0.010847234	0.027426017	0.06641232	0.5587734	0.2950775	0.018060274
