 	ha	potuto	entrare	dalla	finestra	</S>
ì	0.98998475	0.005443966	0.0014737293	0.00069722073	0.000534669	0.0018655676
s	0.9877325	0.0097250445	0.0003699778	0.0018316513	0.00026305017	7.768165e-05
o	0.84204483	0.1327218	0.009174368	0.011983476	0.0029840397	0.0010914066
s	0.13278621	0.7424294	0.06698613	0.053572763	0.003435908	0.00078965834
e	0.013678983	0.6278562	0.2592443	0.028570253	0.06758318	0.0030671603
è	0.1315696	0.4614312	0.32022467	0.07715757	0.0034614187	0.0061555407
m	0.015121796	0.03827757	0.846747	0.055260822	0.020154878	0.024437949
b	0.001687563	0.020194015	0.8296268	0.017413829	0.111097306	0.019980509
i	0.0029789158	0.049348254	0.8385124	0.020535436	0.07276717	0.015857851
à	0.028378746	0.04702804	0.45315492	0.36225003	0.10401559	0.0051726745
t	0.057835847	0.033216797	0.048957568	0.6493686	0.17841153	0.032209665
t	0.0009060889	0.002988839	0.08437227	0.8403021	0.06984403	0.0015867618
i	0.007248613	0.042160332	0.06595974	0.13949986	0.4151343	0.32999718
f	0.0128243575	0.022745464	0.026710074	0.57986224	0.34747085	0.010387046
i	0.00034020309	0.0024919086	0.0035569859	0.38553688	0.5924775	0.01559654
n	0.06800022	0.104487896	0.04467281	0.41106352	0.3488764	0.02289907
è	0.00028653312	0.0021924318	0.0009713825	0.075594194	0.8962969	0.024658594
s	0.01279933	0.032360014	0.010480291	0.15068573	0.7920345	0.0016401244
t	0.00060312345	0.0010001926	0.00091711513	0.053798117	0.9346585	0.009022937
r	0.0041299723	0.013384621	0.005550308	0.041143164	0.83169246	0.104099505
a	0.00042726067	0.0015593647	0.00074199063	0.006515783	0.73674256	0.2540131
</S>	0.025610056	0.015357872	0.027869329	0.05827368	0.8607016	0.012187442
