 	il	muro	vuole	uno	specchio	</S>
o	0.93151194	0.038625766	0.013530307	0.00021070366	0.015660077	0.0004612512
t	0.6604096	0.098867066	0.1459419	0.010485003	0.037950143	0.04634628
ì	0.0049146623	0.8985965	0.059887383	0.00016338872	0.014124691	0.022313358
c	0.035313644	0.6385397	0.06383562	0.21239412	0.020907983	0.029008886
h	0.052173823	0.77801627	0.13006452	0.0018295138	0.016768321	0.021147478
o	0.010263595	0.19719018	0.0041146	0.77029365	0.005701725	0.012436189
t	0.03882354	0.30164742	0.2230251	0.29827455	0.13018987	0.008039559
è	0.00057044893	0.027811332	0.8746884	0.004050792	0.08606253	0.006816362
l	0.007801686	0.025463967	0.7513599	0.14626446	0.0654626	0.0036473647
i	0.0008896742	0.015100861	0.84760356	0.04025717	0.08621177	0.0099370275
n	0.02713771	0.08160466	0.112683974	0.08619226	0.6204394	0.07194191
a	0.00023410872	0.0008741436	0.7043687	0.010830039	0.27544424	0.008248659
n	0.01361028	0.058903296	0.15203288	0.023479838	0.40182257	0.35015115
g	0.00032449758	0.0005579792	0.07235807	0.007014869	0.91123027	0.0085142795
h	0.0066957623	0.0043794927	0.07007018	0.25105903	0.28823057	0.37956497
i	0.0011917138	0.0009451439	0.016086487	0.1863067	0.06798362	0.7274863
a	0.007817315	0.030649291	0.022767412	0.2015684	0.6384221	0.09877549
l	0.00061578443	0.015817443	0.032989405	0.0005768384	0.9460668	0.003933799
ì	0.000108886925	6.189049e-05	0.0006304711	0.0005518228	0.9860136	0.012633407
</S>	5.2314153e-05	0.0006571419	0.0027948725	0.0054292027	0.94487536	0.046191107
