 	il	morto	lo	piangono	lo	piangono	tutti	i	familiari	</S>
o	0.9642411	0.018388476	0.00073802605	0.0070052887	0.00041048435	0.0030297758	0.0037541531	0.0003030153	0.0017434882	0.00038628647
a	0.5041638	0.22959149	0.002764789	0.040004782	0.0018029229	0.029639928	0.013267558	0.007673388	0.14744107	0.023650264
p	0.0036732387	0.97830087	0.0006968006	0.008357109	0.00013889057	0.0037087447	0.000977488	0.00033381025	0.0026640503	0.0011490546
e	0.0003390707	0.9749776	0.00051896373	0.015080556	3.461687e-05	0.0040541394	0.0029725384	5.292819e-05	0.0016078027	0.0003617613
s	0.0071841925	0.9637627	0.004854846	0.011672266	0.0019906412	0.0020760025	0.00023808467	0.0062119532	0.00034408976	0.001665107
a	0.0002941768	0.95097524	0.0015197519	0.023767585	8.511537e-05	0.0073684584	0.01184297	8.684463e-05	0.0031311691	0.0009286066
m	0.0018814537	0.98613435	0.00191224	0.0074968287	0.00026044162	0.0011014681	0.00013877706	0.00042885463	5.0782273e-05	0.00059482903
m	0.0012976937	0.69384176	0.15151934	0.09313435	0.005829053	0.029054994	0.018359443	0.0011127839	0.003509823	0.002340786
è	0.010486054	0.61810523	0.10285759	0.16725332	0.01039898	0.07075406	0.008795743	0.0055561094	0.005509382	0.0002835731
n	0.008804696	0.33534908	0.6019378	0.024225377	0.019855404	0.002487048	0.0015483206	0.0039171767	0.00070340873	0.0011717135
o	0.000762208	0.5049564	0.4371897	0.027310353	0.015064955	0.0032184278	0.0009019097	0.0058228145	0.0032692587	0.001503915
o	0.012276493	0.074066736	0.6447955	0.066491	0.11038005	0.016137782	0.036876325	0.030867387	0.0033870952	0.004721621
k	0.004517096	0.05451041	0.12547052	0.7489152	0.028686928	0.025413986	0.0062798597	0.0021384277	0.0023008962	0.0017666897
l	0.00025523666	0.0103800725	0.05873733	0.8483231	0.012179831	0.055397023	0.011012909	0.000109222456	0.003416879	0.00018842689
è	0.0014099521	0.04489128	0.1003924	0.76901275	0.011892989	0.06377091	0.0063979607	0.0005078079	0.0010352969	0.00068865024
o	0.0011169626	0.0036179	0.21034868	0.336875	0.41356468	0.026363753	0.0038103503	0.0035200934	0.0005875324	0.00019508983
n	0.0022711093	0.012073618	0.01581283	0.2715435	0.100813635	0.17633678	0.40913823	0.0034946704	0.0038649454	0.004650695
e	0.0009479237	0.004282007	0.0012993027	0.4065659	0.016418857	0.5039362	0.054389525	0.0003509295	0.011030192	0.0007792572
o	0.0044408077	0.017578188	0.03236892	0.17808384	0.23497061	0.42142314	0.06096516	0.019194959	0.006200852	0.024773533
k	0.0060345307	0.012749007	0.00742705	0.025921332	0.1647119	0.3874301	0.05352401	0.2418423	0.020709703	0.07965006
l	0.0011050862	0.0043973248	0.0007085584	0.024695192	0.01008361	0.8133113	0.13927905	0.0007016863	0.004952355	0.00076585234
è	0.0014224859	0.024322016	0.0037237108	0.06125759	0.05322275	0.77984506	0.072053224	0.0009865623	0.0024807602	0.00068578735
o	0.00028269968	0.001336565	0.0058635846	0.011824265	0.10846888	0.5540408	0.22938645	0.07879187	0.0091158515	0.00088895793
n	0.00045086205	0.001901329	0.0033285613	0.00636638	0.00399462	0.06537571	0.90600824	0.002908674	0.0038839614	0.0057816436
e	0.0011274002	0.0016968037	0.00019885188	0.0034436125	0.0015161426	0.4841179	0.48314735	0.0027600243	0.020226955	0.0017648217
ò	0.002038883	0.010518473	0.03196929	0.059724536	0.044473544	0.38186866	0.32723334	0.07573813	0.045228817	0.021206196
l	0.00019103485	0.0012713952	0.000255056	0.0020939976	0.00038634363	0.010915005	0.9515662	0.012868349	0.010742418	0.009710266
i	8.90502e-05	0.0010712983	0.00038667553	0.002515245	0.0019357299	0.16908537	0.616771	0.04936161	0.14680041	0.011983603
i	0.0014178322	0.007892035	0.035229016	0.018689767	0.07900243	0.079200186	0.20824812	0.28888217	0.21017928	0.07125921
f	0.0074290126	0.011133905	0.0108222095	0.026132304	0.010601886	0.041811816	0.44941887	0.25885066	0.07983732	0.10396205
a	0.006571392	0.02124026	0.003813912	0.010749165	0.0022197217	0.04492715	0.57457465	0.02341562	0.30551094	0.0069772014
m	0.0012297797	0.011513079	0.009894932	0.08443798	0.0068303053	0.28430268	0.4673954	0.019108634	0.09901656	0.016270602
i	0.0011769928	0.0016885018	0.0064593325	0.0021360477	0.010415568	0.011214948	0.16457246	0.5179117	0.14339022	0.14103422
l	0.0015483339	0.0035748319	0.022706583	0.023639545	0.032860674	0.033513796	0.03605977	0.058434967	0.7823054	0.0053560254
i	0.000106276726	0.0001471845	5.6974004e-05	0.00012147674	8.018448e-05	0.000834788	0.02586062	0.007512211	0.94913095	0.016149355
à	0.00020407098	0.0006437397	0.0025545973	0.0040700077	0.004870418	0.00747777	0.0029395511	0.051150285	0.92305213	0.0030374853
r	0.0003871072	0.002271017	0.0030354809	0.007580464	0.003573389	0.0138675105	0.06284276	0.020459123	0.8062674	0.07971581
i	1.4290972e-05	0.00012748197	0.00013380831	0.0011896357	0.00022018382	0.0024669922	0.002294856	0.016324984	0.97594607	0.0012816748
</S>	0.00025980713	0.003928122	0.008072002	0.011935665	0.016308587	0.022052504	0.09105445	0.14402325	0.6670128	0.03535279
