 	ancora	sto	cucinando	e	non	sono	pronto	</S>
a	0.9931316	0.0039228876	0.00074910355	0.00039117713	6.175056e-05	0.00027440858	0.0007832781	0.0006857723
n	0.9766847	0.0060976604	0.0011538307	0.00044814474	0.0003667994	0.000516916	0.003083182	0.011648888
k	0.9148813	0.06425565	0.0064291316	0.0027532373	6.739905e-05	0.0011203834	0.0052255215	0.0052673765
ò	0.37251294	0.40089762	0.013005072	0.019178806	0.0035462359	0.015953489	0.1713564	0.0035494296
r	0.6264474	0.35092705	0.013437705	0.004361965	0.00045085888	0.0005300968	0.003763948	8.101861e-05
a	0.43488428	0.49274877	0.011534837	0.0122299865	0.0021941734	0.007972851	0.031497184	0.006937819
s	0.03070773	0.84067976	0.07247782	0.030719746	0.004524856	0.00687538	0.01346683	0.00054795574
t	0.0064979987	0.7002973	0.12502383	0.019243691	0.00022754422	0.0070132753	0.13940504	0.0022913911
e	0.005784067	0.6964422	0.065052785	0.032246783	0.03487663	0.029098514	0.13388753	0.0026114502
m	0.029325673	0.28232458	0.63493085	0.03565874	0.0030268778	0.0034479296	0.010769886	0.0005154336
a	0.0016977172	0.106800556	0.66957545	0.038625535	0.006172752	0.0133418925	0.14542824	0.018357914
r	0.03860437	0.026065227	0.53811175	0.13122416	0.08706146	0.05436296	0.056860566	0.06770947
è	0.0009008508	0.011781596	0.65685433	0.15814236	0.0007287093	0.014741508	0.1541348	0.0027157872
o	0.0015139489	0.005996659	0.5758685	0.3757665	0.017443161	0.010994127	0.012074842	0.00034227895
c	0.0080723455	0.019153837	0.4295148	0.36765158	0.008838469	0.041265085	0.12209878	0.0034050548
e	0.0017728478	0.0031264687	0.25291187	0.5227573	0.00836475	0.0320623	0.17782693	0.0011774715
e	0.022928033	0.019908521	0.13051921	0.43771753	0.014725502	0.10111331	0.2644856	0.008602393
n	0.023680704	0.010794554	0.012404311	0.20134771	0.09511725	0.33127987	0.09074985	0.23462579
ì	0.0028826133	0.0046807784	0.020621173	0.14810473	0.0073152683	0.34870568	0.45711666	0.010573024
n	0.0015945776	0.0026882233	0.0057654534	0.079609446	0.0024074004	0.28650656	0.61907667	0.0023515804
e	0.00018629926	0.00015133923	0.002556695	0.07835332	0.008782975	0.67346424	0.2276989	0.008806221
p	0.010470622	0.032732964	0.035024144	0.06753031	0.004515893	0.21627814	0.6120667	0.021381253
r	0.0003573598	0.00042782034	0.0009251457	0.006865212	0.009935124	0.38532236	0.58792526	0.008241724
ò	0.0005405587	0.0007744283	0.0016476545	0.023187133	0.047709193	0.43798292	0.46868855	0.01946959
n	0.00011780525	0.00030665245	0.0009502595	0.003634214	0.004486136	0.0855919	0.8975777	0.007335306
t	2.7262166e-05	3.1353342e-05	0.00012448191	0.0012899344	0.0052219136	0.18622325	0.7693297	0.037752166
o	0.00019821958	0.0007530681	0.0007115325	0.008741485	0.043548986	0.17518286	0.48353997	0.28732383
</S>	0.006028101	0.031900957	0.04570318	0.07108152	0.061376136	0.19942586	0.5654062	0.019078033
