 	le	buone	canzoni	si	scrivono	alla	notte	</S>
t	0.945416	0.051775157	0.00086906	0.00055149273	0.00037757933	0.00033810438	0.00024916444	0.00042344423
a	0.9196564	0.052036434	0.0018081272	0.00060813077	0.00022901542	0.0007496312	0.0017288435	0.02318344
k	0.8679102	0.09895267	0.0009789005	0.0010940469	0.00054195727	0.01281788	0.016417729	0.0012866213
à	0.05739544	0.93429583	0.003435049	0.0018190367	0.0007899335	4.620241e-05	0.0013231351	0.00089532067
j	0.1488634	0.8396149	0.009177464	0.0014069509	0.00032153743	0.0003335589	0.00023027693	5.18112e-05
o	0.088130645	0.73825604	0.12058734	0.010053192	0.0041535553	0.011311405	0.015363721	0.0121441195
t	0.09938499	0.16351667	0.39098424	0.121237	0.16241486	0.015836202	0.011264846	0.03536119
r	0.0061726393	0.053582016	0.8660566	0.046755888	0.0024985494	0.0006890681	0.023424938	0.00082019344
a	0.011581689	0.024318824	0.7027917	0.049137615	0.0074049574	0.10840491	0.09323418	0.0031260962
v	0.011856937	0.011079187	0.9350107	0.031513274	0.0045381337	0.0043996703	0.0011701362	0.00043198364
ù	0.0011452801	0.002361674	0.7377333	0.22058177	0.011087411	0.0007893171	0.025685456	0.0006158319
d	0.0006726912	0.00070794177	0.9047369	0.086548716	0.0059053553	0.0008658648	0.0005052725	5.7257384e-05
i	0.00018741026	0.00038291808	0.8549719	0.12907912	0.006522436	0.0033672266	0.0044763987	0.0010126077
a	0.0041320426	0.009316361	0.20514269	0.4849764	0.27145803	0.010029561	0.00863086	0.0063140686
i	0.03103531	0.02720982	0.119886704	0.3695693	0.27397868	0.07688358	0.035591636	0.06584496
g	0.012157568	0.015697958	0.015704527	0.101081215	0.620777	0.031498767	0.033200763	0.16988222
r	0.094353266	0.0355638	0.05269756	0.37810242	0.23813654	0.08540133	0.08889743	0.026847705
à	0.004559503	0.0052719587	0.098625146	0.4922789	0.36160824	0.008370233	0.028239101	0.0010469558
f	0.00028252506	0.00062455906	0.00987983	0.054375254	0.89817154	0.013837347	0.02257848	0.00025040648
u	7.563088e-05	0.00024907294	0.006573387	0.11265251	0.34541416	0.2630044	0.26606372	0.0059671514
t	0.0046159034	0.019190772	0.036359176	0.14093286	0.52302444	0.055102035	0.17500964	0.045765176
t	0.0016734088	0.0008324816	0.0016862408	0.011694331	0.18225713	0.4661685	0.3325384	0.0031494922
e	0.00056071556	0.00083124207	0.0040930817	0.013500801	0.1151113	0.15977156	0.6914085	0.0147228325
a	0.0030176814	0.008335245	0.06391701	0.11155157	0.41626573	0.04943016	0.32920477	0.018277805
t	0.032906156	0.051487908	0.075662546	0.15987605	0.38599703	0.061250042	0.0948075	0.13801272
s	0.0019937283	0.0007288778	0.0008651243	0.0026768742	0.0064684367	0.13597588	0.8470821	0.0042090537
è	0.00053267146	0.0008621571	0.0023029456	0.0068431837	0.022046523	0.03490558	0.9298319	0.0026750492
n	0.00015367397	0.0007154827	0.006977268	0.019539766	0.06516222	0.064348914	0.81581324	0.027289476
ì	1.8474725e-06	5.5903074e-06	2.1289612e-05	7.1670605e-05	0.0002882478	0.028845599	0.9623277	0.008437922
t	0.0011567202	0.0055336207	0.005672442	0.036822073	0.039675843	0.039302804	0.8541127	0.017723924
t	1.14973145e-05	3.9301445e-05	0.0001704283	0.00046189755	0.0009569042	0.02093657	0.9675153	0.009908126
a	0.0005430386	0.002084436	0.0030947207	0.01967264	0.021696907	0.05508818	0.71294814	0.18487187
</S>	0.0016837119	0.011973374	0.021832054	0.1140646	0.3794709	0.10347267	0.24890879	0.11859396
