 	il	ladro	è	entrato	da	qui	</S>
o	0.9417035	0.028238956	0.010040703	0.0143992575	0.0021139716	0.002739792	0.00076386443
l	0.14955992	0.77130944	0.0070457878	0.0041163303	0.020682981	0.008921128	0.03836444
à	0.0033486956	0.9905393	0.0027240142	0.0008850675	0.00034509407	0.0012218615	0.00093587284
d	0.016190553	0.945276	0.0055320514	0.01663251	0.006362293	0.0030392932	0.00696724
r	0.015188803	0.9541439	0.0057706526	0.006386519	0.0042339554	0.007882914	0.0063932464
o	0.016722858	0.039641548	0.016132528	0.30060375	0.27252606	0.12217485	0.23219843
i	0.03877715	0.041903924	0.095167175	0.2529609	0.409713	0.12380718	0.03767062
m	0.011588971	0.1994088	0.35588267	0.26209617	0.07640341	0.04407479	0.050545275
b	0.0009403135	0.10777905	0.5411761	0.15145057	0.039585356	0.15820605	0.000862568
ì	0.0027836482	0.053801898	0.21260284	0.4708972	0.09393834	0.15462404	0.011352026
k	0.002185455	0.012245525	0.31532785	0.09770479	0.50714135	0.0647872	0.0006078222
e	3.4250585e-05	0.00645046	0.16177352	0.6922321	0.044703387	0.09143351	0.0033727703
a	0.026220374	0.007228078	0.052647274	0.08609076	0.41523576	0.35931256	0.053265132
p	0.0034672606	0.07548602	0.17548138	0.053988975	0.021971084	0.6299946	0.039610796
ò	0.00023331695	0.003214169	0.0147079965	0.012281627	0.025887039	0.9435547	0.000121156765
t	0.00022098908	0.0041259765	0.009689736	0.004612175	0.023766827	0.9564317	0.0011525908
t	1.7027573e-05	0.0001919673	0.00041992858	0.00089481706	0.005593284	0.9903442	0.0025387541
u	0.0002433135	0.00084690005	0.006284109	0.01796361	0.015017389	0.42396423	0.5356804
</S>	0.007069904	0.020388264	0.11899975	0.07753959	0.19289298	0.545993	0.037116494
