 	il	medico	mi	ha	detto	di	non	mangiare	dolci	però	a	me	mi	piacciono	e	li	mangio	</S>
o	0.95259506	0.02547173	0.010406702	0.0063550253	0.00089208997	0.00017767833	0.00011074306	0.00040926997	0.00070064224	0.0004274628	0.00029582076	0.00022778087	0.00028401637	0.00033300172	0.00033951033	6.174028e-05	0.0006147779	0.0002970041
m	0.21129504	0.04293122	0.0066043423	0.014408629	0.008822614	0.003087486	0.001411057	0.0034938117	0.015106422	0.0048113964	0.0066558993	0.008758031	0.008948074	0.040019047	0.0840014	0.05187413	0.42277548	0.06499599
e	0.020368163	0.64708316	0.026164537	0.015752705	0.02441854	0.0034091373	0.00040800843	0.0063211336	0.005566705	0.0010443551	0.0009679324	0.00061701273	0.0033836719	0.061602917	0.014686805	0.013153684	0.030087296	0.12496423
s	0.018963259	0.115645215	0.27629352	0.015409311	0.01477175	0.04933237	0.022516325	0.0104774665	0.004854261	0.001277746	0.0036267613	0.004983334	0.0006730305	0.010240468	0.002167694	0.24249178	0.005603116	0.20067261
s	0.00031606795	0.82260644	0.1055132	0.0500309	0.001261302	5.0292638e-05	2.102658e-05	0.000546747	0.0010876255	0.00052418926	0.0003577764	0.00015572424	0.0003175054	0.006548387	0.0030439515	0.0003584909	0.0028782815	0.004382111
è	0.0044862884	0.9178643	0.037009895	0.018134179	0.0078569725	0.0034754474	0.00022664081	0.0018850953	0.0012547277	0.00010353163	0.00018673373	0.00011852494	5.0790895e-05	0.0053595207	0.00048464205	0.0005646542	0.00043617637	0.0005020003
r	0.0027797602	0.79143983	0.074210115	0.11035673	0.017024646	0.00038741535	0.00015534092	0.0010768416	0.0015344077	8.3683786e-05	5.632808e-05	2.0263416e-05	1.6431803e-05	0.00057497335	1.3266432e-05	0.00022740931	1.557635e-05	2.6839263e-05
e	0.0024797423	0.8067126	0.09702891	0.05214082	0.01797282	0.0056890114	0.0016320973	0.0038318534	0.0013744719	0.00016269302	0.0004155978	0.00015327398	3.195651e-05	0.009127435	0.00023252972	0.0001797699	0.00021365412	0.0006206975
m	0.020551335	0.15289284	0.19282928	0.5308921	0.06061294	0.0043051704	0.0023526265	0.008226284	0.017238818	0.0021402165	0.0014413516	0.0006934675	0.00036850508	0.001054552	0.0001849907	0.0027159748	0.000107528555	0.0013920387
u	0.003233114	0.09902882	0.070460394	0.5765893	0.21054785	0.01060284	0.0050722193	0.006790406	0.0061559184	0.0017592132	0.001755902	0.00042334534	0.0011037027	0.004628191	0.0005538068	0.00032864438	0.0006562246	0.00031018793
p	0.03956863	0.03340761	0.058675785	0.76074	0.065955564	0.00464708	0.008186134	0.0052023665	0.007818593	0.0006014095	0.0005657392	0.00045880413	0.00021080679	0.0014745042	0.00020585315	0.0063960548	0.0002732659	0.005611865
e	0.0007052313	0.022215674	0.054390963	0.656407	0.21442984	0.0069641876	0.0015480452	0.00561694	0.0076327934	0.0019214604	0.0006689013	0.00022093329	0.001397915	0.014411985	0.004520198	0.00036242334	0.0050402265	0.0015453532
n	0.008544117	0.02488823	0.028959543	0.7496685	0.15619896	0.007970664	0.0106848935	0.0023018802	0.0018200637	6.874222e-05	0.00014486359	0.00012492466	2.0485042e-05	0.0010134466	5.3203923e-05	0.0027396493	0.00016208674	0.004635909
a	0.000654392	0.013871902	0.025981408	0.44769037	0.4351806	0.014048463	0.0052648587	0.011267434	0.006542931	0.009815291	0.0012542399	0.00047533994	0.006518141	0.0031196885	0.0064261467	0.00025015997	0.007437134	0.00420148
m	0.0068314737	0.023311937	0.024065714	0.5452373	0.3511143	0.017945737	0.015111913	0.004502931	0.0028290474	0.00017422698	0.00014291845	8.893588e-05	2.6413916e-05	0.0012771864	6.7132e-05	0.0017336364	9.639886e-05	0.005442782
i	0.0024428563	0.002009656	0.0014109227	0.082623675	0.7580918	0.11407184	0.018189717	0.009149292	0.0033308577	0.0014479029	0.00054065906	0.0001628955	0.0021698978	0.0028507865	0.0004541639	0.00016274986	0.0005129674	0.0003772616
n	0.013536572	0.015559637	0.014014	0.2924753	0.5533123	0.010455794	0.040148586	0.013944842	0.019550955	0.0023300448	0.0012033277	0.0006883941	0.00078082114	0.00095980614	0.0004969259	0.003336548	0.00048411507	0.016722068
f	0.0011296392	0.0053101685	0.00935683	0.18367426	0.60029006	0.042587057	0.021004265	0.041821618	0.016220046	0.021645123	0.0030733966	0.0013005305	0.008027514	0.006023573	0.008916093	0.00086503976	0.024068527	0.004686196
à	0.0005409624	0.0023177422	0.0023166402	0.069148526	0.792658	0.07732449	0.035937097	0.01142669	0.004426767	0.00026381668	0.00023595006	9.423734e-05	0.0002614413	0.0012825112	0.00039749139	0.00013594644	0.00092709676	0.00030461495
o	0.0016419996	0.003721044	0.016275443	0.037690036	0.46531844	0.11085023	0.1644711	0.14501248	0.03380744	0.010401604	0.0037510889	0.0011800127	0.00044582383	0.0037465286	0.00045348477	0.0008546472	0.0003009252	7.7757795e-05
g	0.009481416	0.0698801	0.16412263	0.06837237	0.23369971	0.011560634	0.032339443	0.12032307	0.09883659	0.08104062	0.023952402	0.010376453	0.013562947	0.02319975	0.0208025	0.0050666775	0.005415547	0.007967072
l	0.002409134	0.0097058425	0.0043548024	0.04335272	0.67028975	0.09278722	0.02673193	0.058305398	0.03981616	0.01105647	0.0027707736	0.0015947529	0.0023483809	0.006930654	0.008614672	0.0010948667	0.016828261	0.0010082326
i	0.0017410798	0.0077414103	0.023612173	0.018786833	0.25443223	0.06322773	0.29813522	0.19255695	0.08188927	0.012104032	0.012848384	0.0056636827	0.0030822288	0.013167558	0.0027730074	0.002539187	0.0051884893	0.00051050226
c	0.008373396	0.019060832	0.11174295	0.014875073	0.038107	0.008482402	0.019831453	0.43350282	0.17902306	0.11702277	0.022264859	0.007453669	0.0029909636	0.005540642	0.002098607	0.006364523	0.0011849261	0.0020801337
è	0.00035722158	0.00078752753	0.00056798104	0.00164773	0.17337185	0.018449156	0.009043508	0.5200675	0.1477225	0.07603863	0.007830973	0.0011626079	0.0116287675	0.008937403	0.006011142	0.00020961078	0.015276729	0.0008892165
a	0.0014773227	0.031545054	0.044855043	0.028576171	0.03982864	0.0010672723	0.0059874235	0.28853604	0.37054607	0.15662706	0.014127402	0.0034385435	0.0014674128	0.00444253	0.002282215	0.0016043526	0.0009789901	0.0026124893
t	0.0007637983	0.031482894	0.03791714	0.007777989	0.008489967	0.00040120614	0.0015328466	0.07969396	0.17960975	0.5619688	0.02494342	0.006825678	0.02343877	0.0033028973	0.017582413	0.0011417408	0.004170237	0.008956462
a	0.0009126127	0.00559215	0.0069500883	0.0038324702	0.034430034	0.0021790406	0.0031166333	0.31000838	0.42555335	0.140242	0.026936581	0.0070883124	0.004257725	0.0046841186	0.0045693605	0.002310234	0.016739808	0.0005971015
p	0.00274643	0.007588077	0.020190729	0.010371112	0.008720947	0.0008576143	0.003683382	0.13476516	0.35779163	0.36090988	0.048562974	0.008745517	0.007832021	0.006705587	0.0061139315	0.002866295	0.0025873675	0.008961351
e	0.0010470055	0.0022098748	0.001165671	0.0009831393	0.023411376	0.004575802	0.0021880234	0.4370281	0.33696982	0.10828213	0.032741632	0.0057422924	0.011728014	0.014904075	0.004533186	0.0005246956	0.011401715	0.00056343555
r	0.0017221939	0.008820988	0.019943343	0.01004979	0.006495755	0.00046390362	0.0013799767	0.046627216	0.43853065	0.3582393	0.06142584	0.011339348	0.008045439	0.0057421657	0.005730016	0.0032521905	0.0031576387	0.0090343105
ò	0.0010095423	0.0017029163	0.0008356758	0.0004834187	0.009445535	0.0019504342	0.0004979846	0.40647054	0.2821792	0.17768827	0.039562486	0.0064100893	0.03887434	0.008808855	0.0047360696	0.00070198823	0.01624981	0.002392926
e	0.0003912254	0.005060489	0.018452127	0.003950837	0.002491562	0.0003442396	0.0013814515	0.02237465	0.38409352	0.40316662	0.10184369	0.02763878	0.0067820363	0.0068705063	0.007951031	0.0015221001	0.0028562304	0.0028289359
m	0.00072101905	0.012064019	0.027488345	0.001958443	0.003206512	0.00078668894	0.0013501786	0.0129011	0.12413362	0.5500615	0.12324383	0.04484594	0.054915708	0.0060107736	0.017614154	0.0017071713	0.004379149	0.012611865
è	0.00013385307	0.0024420945	0.007853002	0.0006825904	0.0014260691	0.0027155287	0.0043103867	0.036969513	0.10844887	0.49969137	0.16500986	0.07066958	0.0252089	0.005929077	0.010715044	0.0064211707	0.048735853	0.0026371565
