 	mia	sorella	quest'	anno	che	vienne	studierà	per	medico	</S>
i	0.91637534	0.05876183	0.005752112	0.011817446	0.0009023897	0.0004065679	0.0028911575	0.0006432204	0.0015306269	0.00091924926
a	0.13750581	0.44442126	0.01692308	0.014078138	0.04228618	0.0027776859	0.040389065	0.02299163	0.16976926	0.10885783
d	0.0040569175	0.91991276	0.011943144	0.0014905578	0.025932511	0.008772233	0.004477453	0.01000539	0.0055274353	0.007881644
e	0.00096075324	0.9527846	0.030465998	0.0066110212	0.0010938912	8.512399e-05	0.0056307865	0.00051873556	0.00033502848	0.001514123
r	0.0128724305	0.9241223	0.015565084	0.012169306	0.00618207	0.0034160013	0.002853305	0.008210296	0.00063492183	0.013974391
f	0.00035252236	0.8890432	0.07870978	0.018152762	0.0009673826	4.1962834e-05	0.010575233	0.0005639597	0.0006485734	0.00094470877
ì	0.005959321	0.8722618	0.08194637	0.0055401092	0.005531778	0.00096421427	0.02140797	0.0029537163	0.0021466643	0.0012880992
m	0.0049761897	0.8350551	0.1338934	0.0036983676	0.01593922	0.00052247767	0.0046062847	0.0012462864	5.075841e-05	1.1896611e-05
m	0.003624565	0.88544524	0.04386297	0.0096718455	0.00760446	0.01599458	0.007488921	0.0183037	0.0025522301	0.0054516005
u	0.0080028605	0.2676478	0.15748613	0.07855192	0.041963633	0.09417227	0.06786795	0.19234847	0.089338064	0.002620948
f	0.00645188	0.05631329	0.46287858	0.21470913	0.09102309	0.003879967	0.12538524	0.0372476	0.0016723998	0.00043891656
è	0.0016715041	0.015490307	0.78590083	0.13173333	0.020785177	0.0035125508	0.01982097	0.0054698996	0.013511717	0.002103731
t	0.0030237187	0.016448313	0.67281884	0.19124894	0.07568378	0.0073900437	0.023095379	0.0095936945	0.0004353044	0.00026190086
i	0.0043964502	0.022023594	0.55235374	0.14790376	0.0667732	0.16124484	0.011410832	0.020586371	0.007341767	0.0059654396
p	0.005819441	0.033983078	0.23068076	0.38985673	0.12592664	0.013179642	0.17904058	0.017246908	0.0021930716	0.0020731047
ò	0.0029321846	0.0018059962	0.4621724	0.3598966	0.13849026	0.013722214	0.012319695	0.0026953134	0.0054669622	0.0004984036
r	0.0026934494	0.0068918834	0.3089631	0.30602577	0.32324597	0.018229868	0.028372684	0.005028866	0.0004001094	0.00014832348
k	0.0006005822	0.0028771206	0.2690699	0.19647464	0.2889095	0.21472839	0.013703785	0.006434364	0.0046094838	0.0025922908
e	0.0040450427	0.0030103233	0.08025363	0.20472708	0.096674226	0.35309425	0.03209597	0.07034695	0.08105986	0.07469269
t	0.0012273089	0.00915599	0.011513887	0.32375923	0.3066108	0.06164233	0.26236567	0.020161543	0.0032521705	0.0003110496
e	0.0019342547	0.00049223966	0.041740276	0.43368638	0.22175916	0.23663159	0.033988304	0.0073381057	0.020470303	0.0019593914
e	0.027558051	0.03237486	0.03700689	0.018643446	0.63711655	0.09298173	0.072378136	0.040564947	0.0120432805	0.02933209
n	0.016383216	0.008021601	0.0045839804	0.19312643	0.07279157	0.39097574	0.20692126	0.0740503	0.0050454736	0.028100442
a	0.006838014	0.0030833117	0.0056806076	0.25917503	0.2966023	0.11253797	0.29781407	0.0074580293	0.00935516	0.0014554979
s	0.021549458	0.05202952	0.0431827	0.012558957	0.41998252	0.13619372	0.20915203	0.054953523	0.028710991	0.021686591
t	0.012144481	0.002046361	0.004102503	0.056872394	0.1933563	0.26107165	0.42034295	0.025634704	0.019730885	0.0046977466
u	0.0009778535	0.002357513	0.002115614	0.0059063635	0.12093832	0.7111815	0.11651358	0.020411955	0.017604293	0.0019928694
d	0.0013088345	0.012331297	0.0026746239	0.012842909	0.016844029	0.039438933	0.88628286	0.017596506	0.0073857927	0.003294173
i	0.005028375	0.0004496484	0.0009925916	0.012004869	0.04580498	0.48019043	0.30014622	0.06681136	0.08178143	0.0067900517
è	0.039273996	0.02406837	0.020655017	0.0031731064	0.09995646	0.107694514	0.3352226	0.23276052	0.11740484	0.01979054
t	0.0006403792	0.0013207771	0.00042657333	0.004792721	0.0010989821	0.008726666	0.9631419	0.010766442	0.008144098	0.0009414405
s	0.0006005967	0.0003734539	0.00063385285	0.0007512767	0.008040215	0.27267197	0.26426762	0.12465209	0.32181755	0.006191357
i	0.00072993257	0.0009599267	0.0008334017	0.00059797894	0.015208583	0.5742668	0.072617	0.068087116	0.19438694	0.07231232
j	0.00038213583	0.0074629216	0.001657804	0.008207125	0.0064368714	0.020529702	0.8258386	0.043064103	0.08148528	0.0049355207
a	0.004593618	0.00043750124	0.00017257998	0.0018656815	0.0020521912	0.5798237	0.17826644	0.13065238	0.08035138	0.021784578
m	0.014249515	0.023383258	0.011700736	0.0053944737	0.04543989	0.03928074	0.10511273	0.28883684	0.4619532	0.0046486333
è	0.027011279	0.0016383614	0.0007697146	0.0028437362	0.0031317694	0.22944166	0.08619593	0.3611871	0.23645005	0.051330373
d	0.00044872382	0.0013344744	0.0008663383	0.0008129028	0.0037679623	0.00524082	0.08871533	0.39854053	0.49680075	0.0034721415
i	9.9234654e-05	0.00015058664	0.00031240447	0.000112075875	0.0009387006	0.010915719	0.08072096	0.20541231	0.67673326	0.024604725
k	0.0053712884	0.045091946	0.017889105	0.037563745	0.053388868	0.0429275	0.33045584	0.14400066	0.31083342	0.012477708
o	0.007923916	0.00065766415	0.00027392208	0.0014869056	0.0006044624	0.06337203	0.05868719	0.20325938	0.583502	0.0802325
</S>	0.019463131	0.023227226	0.013468821	0.009809645	0.039913062	0.0657473	0.055599917	0.1999158	0.5701742	0.0026809191
