 	guardando	le	nuvole	capisco	che	piove	</S>
k	0.9552602	0.0041620377	0.020988986	0.011102462	0.0019480161	0.005012222	0.0015260603
a	0.96226126	0.0027080367	0.005781554	0.0041103764	0.001957933	0.004704442	0.018476447
n	0.97657645	0.008074258	0.002567699	0.0032824334	0.0077039083	0.0008309223	0.00096446875
o	0.6686995	0.13141869	0.1269537	0.049883276	0.008445426	0.0069444478	0.007654915
n	0.93034816	0.016661605	0.005680686	0.0075046504	0.0045794803	0.0019399155	0.033285324
ò	0.059146836	0.44201726	0.40193045	0.054459166	0.015651517	0.012723609	0.014071373
n	0.7783587	0.17108421	0.021850629	0.021886239	0.003143153	0.0004096947	0.0032674507
t	0.15780593	0.80120426	0.024277445	0.0072019864	0.006636008	0.00075484015	0.0021195186
a	0.01371034	0.76172984	0.021525795	0.0031802384	0.09400622	0.08855451	0.017293077
t	0.016938679	0.8422376	0.10012168	0.008527801	0.030711945	0.0011226129	0.00033971123
a	0.00592743	0.3837211	0.5390076	0.05029235	0.013855308	0.0055205217	0.0016756204
s	0.07862207	0.2568778	0.47845703	0.044942077	0.08639305	0.010076736	0.04463122
ì	0.0016523871	0.026937224	0.9084534	0.05065802	0.008545182	0.002112037	0.0016417953
n	0.016600557	0.04175527	0.8794165	0.024698928	0.033738695	0.0018827468	0.0019072605
n	0.003262057	0.07361693	0.864226	0.021072645	0.016295064	0.011897878	0.009629288
e	0.0017534117	0.04361398	0.32447004	0.006899233	0.13403639	0.42312735	0.066099584
f	0.014780032	0.049033556	0.3677674	0.08131546	0.42981574	0.053067792	0.004219916
a	0.002111472	0.003238163	0.53601	0.3565027	0.059428226	0.038446274	0.0042631617
n	0.008302867	0.012771295	0.11647443	0.19285177	0.55723417	0.04459674	0.06776865
o	0.002472338	0.0013548612	0.11180148	0.6222082	0.19540837	0.060096227	0.006658591
ò	0.0040527023	0.0072077797	0.053547405	0.35902336	0.53275687	0.026496591	0.01691533
k	0.0016021591	0.002994275	0.03848815	0.39457896	0.5083088	0.03227424	0.021753406
a	6.27632e-05	0.00016135113	0.00819216	0.2754179	0.5334713	0.17726862	0.005425822
v	0.0026626107	0.010959295	0.037934173	0.19430631	0.6083558	0.10808749	0.037694395
r	0.0056479285	0.0018725803	0.0058422033	0.22012298	0.46307048	0.28991255	0.01353135
è	0.0013979105	0.0013058048	0.005636479	0.027848175	0.2816614	0.65385765	0.02829255
c	0.00013708504	0.00031917985	0.0024316441	0.016117651	0.17387097	0.79752254	0.0096008945
h	3.800365e-05	4.2260017e-05	0.000983254	0.01406264	0.13607743	0.8217899	0.027006503
i	2.2130107e-05	9.959426e-05	0.00034987828	0.0023999598	0.10078147	0.729657	0.16669004
</S>	0.0009665414	0.0056067444	0.02782404	0.022019949	0.21556278	0.61343235	0.11458759
