 	non	è	li	dimentichiamo	mai	i	i	padri	e	le	madri	</S>
e	0.8677953	0.10266671	0.0014796443	0.0005439358	0.0014419745	0.0009909195	0.000807712	0.0019591076	0.0015239586	0.001860091	0.007859159	0.011071508
n	0.001493825	0.6226771	0.007897489	0.0007474316	0.00076277764	0.0002890286	0.0003136876	0.0006330298	0.0013862621	0.0023906818	0.053418927	0.3079898
è	0.0038597905	0.7936656	0.019284675	0.001030428	0.021324174	0.001689838	0.0010729029	0.017955454	0.037060402	0.040204253	0.04217987	0.020672642
n	0.0008973568	0.9857168	0.0039405646	0.000568217	0.0016222695	0.0007538335	0.0005972585	0.0007048938	0.0006185621	0.0014145841	0.0024513556	0.0007143961
a	0.001248262	0.9775056	0.005388618	0.00029660133	0.0074222856	0.00035948606	0.00043032685	0.0030193096	0.0019713885	0.0009861963	0.0005149221	0.0008569317
l	0.06805274	0.38694218	0.037297223	0.008563953	0.12973395	0.015317089	0.011146082	0.2493252	0.028353924	0.04276524	0.017699376	0.0048029968
l	0.0113708805	0.50971955	0.12205813	0.017620662	0.096667275	0.0032225035	0.0032861556	0.07187951	0.08006058	0.031429335	0.032305747	0.020379692
i	0.03782406	0.015623599	0.4118646	0.32717782	0.08320116	0.017236918	0.033458978	0.013831378	0.017907673	0.016904738	0.018733522	0.006235461
m	0.15795223	0.20124806	0.014270332	0.0739846	0.26722574	0.04745237	0.0340346	0.14664683	0.013260659	0.025127187	0.013996388	0.004800907
o	0.022344554	0.01976197	0.049677014	0.57809657	0.15353058	0.031951256	0.037272993	0.026905807	0.02342998	0.021335682	0.02003464	0.015658937
n	0.099012315	0.16877091	0.009833914	0.06926881	0.042725496	0.04397837	0.033083454	0.051873475	0.02584603	0.05089128	0.064656965	0.34005898
ì	0.012975912	0.012232066	0.001808528	0.040156387	0.6581751	0.015117562	0.0087484345	0.10318731	0.044492163	0.027079841	0.068724416	0.0073021953
s	0.0027965396	0.003942059	0.00042643823	0.033802863	0.83853245	0.047985252	0.042437337	0.02630535	0.0024414903	0.000927676	0.00019691957	0.00020567166
u	0.0011912487	0.0006186075	0.001745784	0.278061	0.32690775	0.20986493	0.16834101	0.005583286	0.0014494011	0.0013618058	0.0026443365	0.0022307972
m	0.009278399	0.0099721365	0.0017495552	0.0034991223	0.63353974	0.0756822	0.08647421	0.14490567	0.023923554	0.008993155	0.0009130631	0.0010691565
e	0.0015286426	0.0006944106	0.00024339832	0.010312952	0.88156736	0.035370816	0.040750585	0.023680568	0.002613687	0.0016086334	0.0012544477	0.0003744662
m	0.041866817	0.22765274	0.004220353	0.0015110804	0.14910173	0.07453288	0.052893937	0.26427782	0.08438103	0.076449625	0.008956739	0.014155222
a	0.01123257	0.0017071005	0.0020325326	0.021246994	0.60169685	0.123721	0.19233316	0.030659126	0.006007015	0.00308089	0.005353999	0.0009288185
i	0.03171629	0.20918556	0.0051919483	0.0009232942	0.08384596	0.039680716	0.041095983	0.30317253	0.11747677	0.11074323	0.0325016	0.024466192
t	0.014288758	0.05369597	0.0005790462	0.0008697828	0.12469192	0.0759905	0.16148648	0.52569354	0.021472028	0.007230937	0.007761322	0.006239771
u	0.004605218	0.00332098	0.0005101166	0.00044531364	0.3306406	0.014871486	0.029670192	0.54966855	0.055804227	0.006660374	0.0033985937	0.0004044285
s	0.023187906	0.11389805	0.0011684473	0.00033699485	0.020645544	0.015466825	0.018448722	0.6048575	0.106980585	0.06679286	0.015874917	0.012341578
t	0.010280377	0.0015163368	0.0007006561	0.00062270346	0.05115672	0.010224421	0.038964484	0.6193458	0.20100513	0.018124579	0.04078161	0.0072772503
a	0.00810423	0.0062598847	0.00066120864	0.001426856	0.20064545	0.030377202	0.09266304	0.5512535	0.0848816	0.011824084	0.011064774	0.00083810254
c	0.015143194	0.017889958	0.002682858	0.00054535695	0.024100713	0.009533044	0.016076848	0.70464385	0.15401012	0.044040743	0.0063058594	0.0050275247
i	0.0038885116	0.0009643153	0.00051131775	0.0007337597	0.020965045	0.006167255	0.02784524	0.26264668	0.5298995	0.06252868	0.07691919	0.006930554
ù	0.019028105	0.047691822	0.00106314	0.0001616355	0.0075682406	0.0021691923	0.0021331746	0.4841778	0.2620009	0.12742044	0.042001676	0.0045838626
r	0.008396952	0.0112927	7.904179e-05	0.00012112676	0.0038752411	0.0010025747	0.0019979256	0.3925548	0.4916643	0.073180325	0.0050545037	0.01078056
i	0.00045067933	0.0020779695	0.00014811604	8.2200175e-05	0.0011815142	0.0010579169	0.002529985	0.10618565	0.43371636	0.30593005	0.14449376	0.0021456822
a	0.018422375	0.032533273	0.023195038	0.001818451	0.014613464	0.01859903	0.019898383	0.22668175	0.28613696	0.2999097	0.0436672	0.014524347
m	0.17396246	0.06012023	0.0031182019	0.0032676512	0.025479	0.011406213	0.015136162	0.14360023	0.21297067	0.20706865	0.08848851	0.055381898
a	0.038400102	0.005311914	0.0056203874	0.009046997	0.03303419	0.00908282	0.024639769	0.16649412	0.19916563	0.22542019	0.2702973	0.013486596
t	0.015545148	0.07337443	0.0027912292	0.00021438467	0.015617037	0.0014903401	0.00097223814	0.111120276	0.27561045	0.4455971	0.056105774	0.0015615964
e	0.027708733	0.0018293742	0.0031722435	0.0029705781	0.011816795	0.0010247596	0.0029102315	0.01906939	0.08446524	0.25834736	0.5665989	0.02008632
s	0.020839479	0.101673365	0.0024011405	0.0002896247	0.01028136	0.0014370932	0.0010185658	0.0396588	0.21599285	0.4849598	0.120369785	0.0010781643
m	0.044892434	0.0021586928	0.006574384	0.007275396	0.01887068	0.0021437237	0.0058864374	0.011599595	0.036973927	0.22882825	0.61618835	0.018608052
à	0.024544239	0.05209314	0.009559649	0.008823596	0.107171156	0.009993235	0.014224826	0.14525612	0.13459691	0.21120487	0.26348266	0.01904966
n	0.0028686922	0.00404325	0.005509985	0.0019966608	0.0019982646	0.0051274113	0.0045821113	0.0059095724	0.035467938	0.47687018	0.4378595	0.017766394
e	3.9667568e-05	0.00015358241	4.424216e-05	2.2168586e-05	5.379238e-05	4.5847853e-05	4.2578442e-05	0.00062085025	0.008864332	0.11465332	0.8606186	0.0148410415
</S>	0.026184851	0.12918544	0.14479168	0.017064607	0.045682177	0.07158233	0.04525586	0.078265205	0.12761964	0.19568671	0.101762734	0.016918806
